"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Room pressure","Ampoule A Temperature","Ampoule B Temperature","Time markers"
2620.84499907494,85.0000001004267,NaN,NaN,NaN,NaN,NaN,85.0001993207526,84.9999419781832,"Signal correct"
2629.17214298248,85.0000001335109,2.76959880294525E-05,0.000512418585168763,0.00276959880294525,0.0512418585168763,NaN,85.0001987427306,84.9999405929884,""
2643.56832957268,85.0000002795803,2.78286219599537E-05,0.000912646549224065,0.00278286219599537,0.0912646549224065,NaN,85.0001977434309,84.999938198227,""
2654.92999625206,85.0000002954631,2.79334869670803E-05,0.00122913724392901,0.00279334869670803,0.122913724392901,NaN,85.000199805165,84.999939152542,""
2666.29166293144,85.0000000636851,2.80388850615109E-05,0.00154739639089507,0.00280388850615109,0.154739639089507,NaN,85.0002018668991,84.9999401068571,""
2677.65332961082,84.9999998627376,2.8144299682411E-05,0.00186626914547607,0.0028144299682411,0.186626914547607,NaN,85.0002047399281,84.9999418927179,""
2689.01499629021,84.9999997408533,2.82497624905903E-05,0.00218693103485289,0.00282497624905903,0.218693103485289,NaN,85.000207612957,84.9999436785788,""
2700.37666296959,84.9999997364513,2.83557322787847E-05,0.00250819842956603,0.00283557322787847,0.250819842956603,NaN,85.0002107777939,84.9999457504676,""
2711.73832964897,85.0000000422466,2.84632268672727E-05,0.00283128695072864,0.00284632268672727,0.283128695072864,NaN,85.0002139426307,84.9999478223563,""
2723.09999632835,85.0000002053075,2.85704873762723E-05,0.00315496974829757,0.00285704873762723,0.315496974829757,NaN,85.0002138973148,84.9999466955828,""
2734.46166300774,84.999999980188,2.86770213312769E-05,0.00348049710687478,0.00286770213312769,0.348049710687478,NaN,85.0002138519988,84.9999455688093,""
2745.82332968712,84.9999999008591,2.87839617436347E-05,0.003806606495619,0.00287839617436347,0.3806606495619,NaN,85.0002130877941,84.9999437068663,""
2757.1849963665,85.0000002300877,2.88922048024498E-05,0.0041345812203678,0.00288922048024498,0.41345812203678,NaN,85.0002123235895,84.9999418449233,""
2768.54666304588,85.0000003946657,2.90000551933245E-05,0.00446312369396626,0.00290000551933245,0.446312369396626,NaN,85.0002127097056,84.9999411609383,""
2779.90832972527,85.0000000835881,2.91066054697353E-05,0.00479354597086772,0.00291066054697353,0.479354597086772,NaN,85.0002130958216,84.9999404769532,""
2791.26999640465,84.99999984429,2.9213771111682E-05,0.00512452432159451,0.0029213771111682,0.512452432159451,NaN,85.0002137756374,84.9999400677886,""
2802.63166308403,84.999999818854,2.9323042883981E-05,0.00545740587276606,0.0029323042883981,0.545740587276606,NaN,85.0002144554533,84.999939658624,""
2813.99332976341,84.9999998504734,2.94332579601655E-05,0.005790846682953,0.00294332579601655,0.579084668295301,NaN,85.0002167212249,84.9999408189314,""
2825.35499644279,85.0000000574985,2.95468124171035E-05,0.00612626732044798,0.00295468124171035,0.612626732044798,NaN,85.0002189869966,84.9999419792387,""
2836.71666312218,85.0000001716456,2.96605929791424E-05,0.00646224539534412,0.00296605929791424,0.646224539534412,NaN,85.0002212318064,84.9999431290785,""
2848.07832980156,84.9999999910173,2.97752019966531E-05,0.00680026593661384,0.00297752019966531,0.680026593661384,NaN,85.0002234766163,84.9999442789183,""
