1/T; 1; 1; 1; 1; 1; 1
0.0028723251; 3.9845936983; 3.5439136839; 3.4545981584; 6.1658179343; 4.697285457; 8.3020800
0.0028316579; 3.3696987146; 2.9206248011; 2.7646205526; 5.4261507381; 3.933246642; 7.5388671
0.0027921262; 2.6297012347; 2.2730262908; 1.7837912996; 4.3583101081; 3.155901026; 7.2286495
