"Time","Temperature","Heat flow","Heat","Normalized_heat_flow","Normalized heat","Time markers"
2760.07171058655,85.0000001659248,-1.63716727211518E-05,-0.00131066943954618,-0.00163716727211518,-0.131066943954618,""
2875.50302052498,84.9999999985311,-1.58574408079863E-05,-0.00317072599420278,-0.00158574408079863,-0.317072599420278,""
2933.35060381889,84.99999997397,-1.56182894855879E-05,-0.00407427429293013,-0.00156182894855879,-0.407427429293013,""
2991.19833874702,84.9999999494089,-1.5379222546019E-05,-0.00497769388369308,-0.0015379222546019,-0.497769388369308,""
3049.04592227936,84.9999999167806,-1.51709084468089E-05,-0.00585535732042345,-0.00151709084468089,-0.585535732042345,""
3106.89365696907,84.9999998841522,-1.49627346333408E-05,-0.00673290511077773,-0.00149627346333408,-0.673290511077772,""
3164.74124026299,84.9999999744368,-1.47587412424468E-05,-0.00758671748893191,-0.00147587412424468,-0.758671748893192,""
3222.58897519112,85.0000000647216,-1.45547664475656E-05,-0.0084404234819024,-0.00145547664475656,-0.84404234819024,""
3280.43655848503,85.0000000683011,-1.43827354708897E-05,-0.0092724836972537,-0.00143827354708897,-0.92724836972537,""
3338.28429365158,85.0000000718806,-1.42108501581507E-05,-0.0101044470947912,-0.00142108501581507,-1.01044470947912,""
3396.1318769455,85.0000000479542,-1.40350612750185E-05,-0.0109163867196832,-0.00140350612750185,-1.09163867196832,""
3453.97961187363,85.0000000240278,-1.38592540835719E-05,-0.0117282369427157,-0.00138592540835719,-1.17282369427157,""
3511.82719516754,85.0000000284488,-1.37092989994171E-05,-0.0125213330130109,-0.00137092989994171,-1.25213330130109,""
3569.67493009567,85.0000000328698,-1.35594616365198E-05,-0.0133143454855618,-0.00135594616365198,-1.33143454855618,""
3627.52251338959,85.0000000355938,-1.33904885177328E-05,-0.0140889922846116,-0.00133904885177328,-1.40889922846116,""
3685.37024831772,85.0000000383178,-1.32214275749424E-05,-0.0148635572608418,-0.00132214275749424,-1.48635572608418,""
3743.21783161163,84.9999999880173,-1.31173131166491E-05,-0.0156224065523197,-0.00131173131166491,-1.56224065523197,""
3801.06556653976,84.9999999377166,-1.30134947759485E-05,-0.0163811861214488,-0.00130134947759485,-1.63811861214488,""
3858.91314983368,84.9999999583004,-1.28906063444E-05,-0.0171269038128638,-0.00128906063444,-1.71269038128638,""
3916.76088500023,84.9999999788842,-1.27676306103504E-05,-0.0178725638959657,-0.00127676306103504,-1.78725638959657,""
3974.60846829414,84.9999999455312,-1.26202468649163E-05,-0.01860264695774,-0.00126202468649163,-1.860264695774,""
4032.45620322227,84.9999999121781,-1.24727514714751E-05,-0.0193326609367043,-0.00124727514714751,-1.93326609367043,""
4090.30378675461,84.9999998770068,-1.2394836416197E-05,-0.0200497109656341,-0.0012394836416197,-2.00497109656341,""
4148.15152144432,84.9999998418354,-1.23172381431708E-05,-0.0207667038169874,-0.00123172381431708,-2.07667038169874,""
4205.99910473824,84.9999999986912,-1.22209480556085E-05,-0.0214736764729368,-0.00122209480556085,-2.14736764729368,""
4263.84683966637,85.0000001555473,-1.21245726097392E-05,-0.0221806053680319,-0.00121245726097392,-2.21806053680318,""
4321.69442296028,85.000000092386,-1.20399449940018E-05,-0.0228771123428327,-0.00120399449940018,-2.28771123428327,""
4379.54215788841,85.0000000292244,-1.19553706127999E-05,-0.0235735737277242,-0.00119553706127999,-2.35735737277242,""
4437.38974142075,84.9999999650811,-1.1875774694193E-05,-0.0242605807451751,-0.0011875774694193,-2.42605807451751,""
4495.23747611046,84.9999999009376,-1.17962012075216E-05,-0.0249475465697469,-0.00117962012075216,-2.49475465697469,""
4553.08505940437,84.9999999930372,-1.16854413862493E-05,-0.0256235419407352,-0.00116854413862493,-2.56235419407352,""
4610.93279457092,85.0000000851371,-1.15745395272954E-05,-0.0262994892325102,-0.00115745395272954,-2.62994892325101,""
4668.78037786484,85.0000000460658,-1.15090753399368E-05,-0.0269652904367872,-0.00115090753399368,-2.69652904367872,""
4726.62811279297,85.0000000069943,-1.14438173794042E-05,-0.0276310473059642,-0.00114438173794042,-2.76310473059642,""
4784.47569608688,84.9999999427543,-1.14228695995302E-05,-0.0282918497670019,-0.00114228695995302,-2.82918497670019,""
4842.32343101501,84.9999998785142,-1.14021229250895E-05,-0.0289526314758858,-0.00114021229250895,-2.89526314758858,""
4900.17101430893,84.9999998908135,-1.13604551890536E-05,-0.0296098117743596,-0.00113604551890536,-2.96098117743596,""
4958.01874923706,84.9999999031128,-1.13186924206202E-05,-0.0302669774630401,-0.00113186924206202,-3.02669774630401,""
5015.86633253098,84.9999999924903,-1.12430615589011E-05,-0.0309173723084358,-0.00112430615589011,-3.09173723084358,""
5073.71406745911,85.0000000818679,-1.11672769218906E-05,-0.0315677381637799,-0.00111672769218906,-3.15677381637799,""
