"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Room Temperature","Ampoule A Temperature","Ampoule B Temperature","Time markers"
4458.67954826355,84.9999998555747,NaN,NaN,NaN,NaN,23.9288285601065,85.0003522717068,84.9998750063002,"Signal correct"
4470.16512012482,84.9999998027351,4.95392975408048E-05,0.00113706341660366,0.00495392975408048,0.113706341660366,24.0114996599964,85.0003558682915,84.9998777975063,""
4487.11853671074,85.0000000163544,4.96624786936977E-05,0.0019790125685273,0.00496624786936977,0.19790125685273,24.1809415234103,85.0003610436141,84.9998817829033,""
4504.07195329666,85.0000002271252,4.97856598465906E-05,0.00282096172045094,0.00497856598465906,0.282096172045094,24.3454696281459,85.0003643696649,84.9998839032753,""
4521.025370121,85.0000003079183,4.99102462625646E-05,0.00366711047203725,0.00499102462625646,0.366711047203725,24.3568774432002,85.0003673042136,84.9998856316513,""
4537.97878694534,85.0000003809999,5.00348333004997E-05,0.00451326108233856,0.00500348333004997,0.451326108233856,24.3750388209795,85.0003647968995,84.9998819113017,""
4554.93220376968,85.0000000946686,5.01614177414564E-05,0.00536366711086606,0.00501614177414564,0.536366711086606,24.6036515216444,85.0003622800459,84.9998781810524,""
4571.88562059402,84.9999998156188,5.02880039512195E-05,0.00621407690779207,0.00502880039512195,0.621407690779207,24.8270807852512,85.0003596301772,84.9998743127655,""
4588.83903717995,84.9999998833589,5.04118112857058E-05,0.00706872696026351,0.00504118112857058,0.706872696026351,24.888986312857,85.0003571256788,84.9998705896435,""
4605.79245376587,84.9999999525008,5.05356149273363E-05,0.00792338264764288,0.00505356149273363,0.792338264764288,24.9468602474432,85.0003566545874,84.9998688970534,""
4622.74587059021,85.0000000899006,5.06642699206582E-05,0.00878231190042606,0.00506642699206582,0.878231190042607,24.8791036493862,85.0003564959257,84.9998675161157,""
4639.69928741455,85.0000002207104,5.07929335138511E-05,0.00964124872883418,0.00507929335138511,0.964124872883418,24.8105058224461,85.0003607212977,84.999870508303,""
4656.65270423889,85.000000023323,5.09229613119695E-05,0.0105045625785247,0.00509229613119695,1.05045625785247,24.7156940439602,85.0003651357423,84.9998736883265,""
4673.60612106323,84.9999998294597,5.10529921342753E-05,0.0113678861312535,0.00510529921342752,1.13678861312535,24.6207938856176,85.0003722116903,84.9998795124496,""
4690.55953764915,84.9999998151995,5.1187434574816E-05,0.0122356826838742,0.0051187434574816,1.22356826838742,24.5231396812727,85.0003793055824,84.9998853536887,""
4707.51295423508,84.9999998003656,5.13218887561971E-05,0.0131034911407206,0.00513218887561971,1.31034911407206,24.42504610595,85.0003866528724,84.9998914366317,""
4724.46637105942,84.9999997555971,5.14540614413815E-05,0.0139758067253967,0.00514540614413815,1.39758067253967,24.3132610781181,85.0003936687342,84.9998971873593,""
4741.41978788376,84.9999997138895,5.15862270395518E-05,0.0148481363105191,0.00515862270395518,1.48481363105191,24.2020840671026,85.0003959894075,84.9998982317476,""
4758.3732047081,84.9999998357941,5.17240843188922E-05,0.0157250288554682,0.00517240843188922,1.57250288554682,24.109853752758,85.0003982720948,84.999899236469,""
4775.32662153244,84.9999999571371,5.18619618129173E-05,0.0166019376063136,0.00518619618129173,1.66019376063136,24.0194210616465,85.0004000149297,84.999899677449,""
4792.28003811836,85.0000000477047,5.2001182104269E-05,0.0174835265209093,0.0052001182104269,1.74835265209092,23.9850049240406,85.0004016614193,84.9999000231383,""
4809.23345470428,85.0000001341402,5.21404077632403E-05,0.0183651341437403,0.00521404077632403,1.83651341437403,23.9514218183656,85.0004019342655,84.9998990102175,""
4826.18687152863,84.9999999883668,5.22750036044506E-05,0.0192513641276699,0.00522750036044506,1.92513641276699,23.9437971980926,85.0004023842488,84.9998981734353,""
4843.14028835297,84.9999998478096,5.24095788731652E-05,0.020137614650898,0.00524095788731652,2.0137614650898,23.9358945870469,85.0004053678996,84.9998998560386,""
4860.09370517731,85.0000000080944,5.25440816892846E-05,0.0210284057666177,0.00525440816892846,2.10284057666177,23.9193293834734,85.0004082747945,84.999901460964,""
4877.04712200165,85.0000001649458,5.26785841511118E-05,0.0219192190857702,0.00526785841511118,2.19192190857702,23.9028002158634,85.0004100802723,84.9999019512439,""
4894.00053858757,85.0000001184452,5.28176469307194E-05,0.0228146470684151,0.00528176469307194,2.28146470684151,23.8873939804317,85.0004117824946,84.99990233621,""
4910.95395517349,85.0000000694053,5.29567340482614E-05,0.0237100996790883,0.00529567340482614,2.37100996790883,23.8734491170523,85.0004119982425,84.9999012050727,""
4927.90737199783,84.9999998658068,5.30998248703133E-05,0.0246103101132434,0.00530998248703133,2.46103101132434,23.9050426883852,85.0004125972735,84.9999004584147,""
4944.86078882217,84.9999996751655,5.32429388506228E-05,0.0255105480675773,0.00532429388506228,2.55105480675773,23.9377321687648,85.0004187319951,84.9999052647237,""
4961.81420564651,85.0000002956671,5.33846226636916E-05,0.0264155853255868,0.00533846226636916,2.64155853255868,24.0045717202604,85.0004248579289,84.9999100606034,""
4978.76762247086,85.0000008982779,5.35262975640832E-05,0.027320652492437,0.00535262975640832,2.7320652492437,24.0723804919811,85.0004308565304,84.9999147053638,""
4995.72103905678,85.0000003481341,5.366862739273E-05,0.0282305036788372,0.005366862739273,2.82305036788372,24.1703915170304,85.0004367653007,84.9999192588934,""
5012.6744556427,84.9999998098387,5.38109615963198E-05,0.029140386822638,0.00538109615963198,2.9140386822638,24.272088455784,85.0004413681808,84.9999224861878,""
