t; T; m; Hf; dT; uV; Purge
0.5543332;20.11158;12.27447;-69.04934;-1.400657;-7.556638;100.0334
0.5626668;20.10733;12.27350;-69.05376;-1.401177;-7.559568;99.99230
0.5710000;20.11378;12.27262;-69.05795;-1.401670;-7.562347;99.96856
0.5793332;20.12268;12.27177;-69.06228;-1.402178;-7.565210;100.0327
0.5876668;20.12681;12.27082;-69.06647;-1.402664;-7.567974;99.97981
0.5960000;20.12908;12.26974;-69.07076;-1.403163;-7.570808;100.0218
0.6043334;20.13634;12.26864;-69.07410;-1.403538;-7.572984;100.0082
0.6126668;20.14253;12.26754;-69.07704;-1.403865;-7.574899;99.98400
0.6210000;20.14700;12.26651;-69.07956;-1.404140;-7.576532;99.98455
0.6293332;20.14970;12.26552;-69.08225;-1.404435;-7.578274;99.98329
0.6376668;20.16030;12.26454;-69.08481;-1.404713;-7.579925;100.0282
0.6460000;20.16922;12.26351;-69.08643;-1.404871;-7.580940;100.0096
0.6543334;20.17442;12.26243;-69.08759;-1.404961;-7.581624;99.98531
0.6626668;20.18421;12.26130;-69.08835;-1.405006;-7.582046;100.0283
0.6710000;20.19096;12.26025;-69.08882;-1.405010;-7.582266;100.0159
0.6793334;20.19594;12.25929;-69.08906;-1.404984;-7.582325;99.92551
0.6876666;20.20594;12.25832;-69.08922;-1.404948;-7.582328;100.0851
0.6960000;20.21812;12.25734;-69.08876;-1.404828;-7.581912;99.94897
0.7043334;20.23012;12.25624;-69.08821;-1.404690;-7.581411;100.0184
0.7126668;20.24129;12.25504;-69.08671;-1.404425;-7.580250;100.0131
0.7210000;20.24446;12.25380;-69.08500;-1.404136;-7.578966;99.96919
0.7293334;20.25013;12.25261;-69.08266;-1.403772;-7.577247;100.0314
0.7376666;20.26424;12.25149;-69.08043;-1.403420;-7.575608;99.94356
0.7460000;20.27445;12.25049;-69.07784;-1.403017;-7.573712;100.0594
0.7543334;20.28398;12.24950;-69.07447;-1.402519;-7.571294;100.0244
0.7626666;20.30118;12.24848;-69.07053;-1.401937;-7.568462;99.91586
0.7710000;20.31034;12.24741;-69.06616;-1.401297;-7.565329;100.0161
0.7793334;20.31098;12.24638;-69.06166;-1.400652;-7.562144;100.0017
0.7876668;20.33508;12.24537;-69.05674;-1.399950;-7.558657;100.0525
0.7960000;20.34607;12.24441;-69.05155;-1.399210;-7.554980;99.99906
0.8043334;20.35786;12.24346;-69.04568;-1.398383;-7.550842;99.96250
0.8126668;20.37238;12.24248;-69.04034;-1.397611;-7.547035;100.0026
0.8210000;20.38667;12.24142;-69.03419;-1.396738;-7.542690;99.98634
0.8293334;20.39843;12.24030;-69.02746;-1.395788;-7.537934;99.98461
0.8376668;20.41694;12.23919;-69.02076;-1.394838;-7.533200;99.99578
0.8460000;20.42676;12.23813;-69.01329;-1.393792;-7.527939;100.0410
0.8543334;20.44767;12.23714;-69.00550;-1.392705;-7.522470;99.98634
0.8626668;20.46489;12.23613;-68.99757;-1.391585;-7.516864;100.0057
0.8710000;20.47819;12.23510;-68.98918;-1.390407;-7.510949;99.98019
0.8793334;20.48880;12.23404;-68.98009;-1.389149;-7.504580;100.0156
0.8876666;20.51356;12.23294;-68.97090;-1.387871;-7.498128;100.0205
0.8960000;20.53374;12.23180;-68.96093;-1.386486;-7.491128;100.0206
0.9043334;20.54798;12.23065;-68.95046;-1.385040;-7.483796;99.97316
0.9126668;20.56524;12.22952;-68.93975;-1.383558;-7.476288;100.0303
0.9210000;20.58426;12.22843;-68.92872;-1.382036;-7.468564;99.99720
0.9293334;20.59620;12.22732;-68.91778;-1.380523;-7.460891;99.96249
0.9376668;20.61495;12.22618;-68.90678;-1.379002;-7.453180;99.98512
0.9460000;20.63159;12.22505;-68.89526;-1.377420;-7.445128;100.0070
0.9543334;20.64517;12.22392;-68.88316;-1.375766;-7.436680;100.0014
0.9626668;20.66254;12.22276;-68.87110;-1.374110;-7.428246;100.0087
0.9710000;20.68639;12.22155;-68.85829;-1.372361;-7.419310;100.0152
0.9793334;20.71008;12.22036;-68.84466;-1.370507;-7.409804;100.0267
0.9876668;20.72636;12.21918;-68.83090;-1.368636;-7.400220;99.99458
0.9960000;20.74808;12.21797;-68.81702;-1.366748;-7.390545;99.96112
1.004333;20.77106;12.21675;-68.80286;-1.364820;-7.380669;100.0525
1.012667;20.79037;12.21551;-68.78836;-1.362846;-7.370556;99.93418
1.021000;20.82022;12.21422;-68.77349;-1.360816;-7.360175;100.0080
1.029333;20.83683;12.21292;-68.75790;-1.358695;-7.349306;99.99774
1.037667;20.85599;12.21166;-68.74250;-1.356594;-7.338560;100.0399
1.046000;20.87966;12.21046;-68.72668;-1.354437;-7.327518;99.96996
1.054334;20.90270;12.20933;-68.71105;-1.352302;-7.316600;99.99785
1.062667;20.92874;12.20816;-68.69556;-1.350182;-7.305772;100.0248
1.071000;20.94888;12.20698;-68.67975;-1.348021;-7.294728;99.93086
1.079334;20.96902;12.20577;-68.66335;-1.345786;-7.283280;100.0690
1.087666;21.00363;12.20454;-68.64624;-1.343457;-7.271343;99.97715
1.096000;21.02545;12.20334;-68.62880;-1.341082;-7.259170;99.99053
1.104334;21.04677;12.20217;-68.61108;-1.338679;-7.246826;99.98472
1.112667;21.07422;12.20100;-68.59330;-1.336264;-7.234429;100.0132
1.121000;21.10402;12.19977;-68.57511;-1.333788;-7.221735;100.0217
1.129334;21.12538;12.19850;-68.55671;-1.331287;-7.208906;99.98812
1.137667;21.16078;12.19718;-68.53788;-1.328723;-7.195751;100.0209
1.146000;21.18624;12.19591;-68.51890;-1.326140;-7.182508;99.99689
1.154334;21.20737;12.19468;-68.49954;-1.323511;-7.169008;99.97494
1.162667;21.23867;12.19352;-68.47984;-1.320832;-7.155258;100.0080
1.171000;21.26116;12.19235;-68.46006;-1.318146;-7.141456;100.0165
1.179334;21.29622;12.19112;-68.44010;-1.315438;-7.127537;99.94186
1.187667;21.32044;12.18984;-68.41929;-1.312614;-7.113022;100.0244
1.196000;21.35431;12.18858;-68.39811;-1.309742;-7.098250;100.0294
1.204334;21.38440;12.18732;-68.37647;-1.306815;-7.083174;100.0059
1.212666;21.41692;12.18606;-68.35447;-1.303833;-7.067831;100.0039
1.221000;21.44474;12.18482;-68.33251;-1.300860;-7.052526;100.0226
1.229334;21.48090;12.18361;-68.31015;-1.297834;-7.036934;99.96069
1.237667;21.50869;12.18236;-68.28759;-1.294777;-7.021197;100.0088
1.246000;21.54024;12.18104;-68.26489;-1.291703;-7.005372;99.96410
1.254334;21.57162;12.17968;-68.24250;-1.288660;-6.989734;100.0326
1.262667;21.60688;12.17832;-68.21944;-1.285533;-6.973640;100.0210
1.271000;21.63470;12.17698;-68.19646;-1.282416;-6.957600;99.99689
1.279334;21.67062;12.17561;-68.17348;-1.279298;-6.941556;100.0036
1.287666;21.69881;12.17422;-68.15000;-1.276117;-6.925176;99.94766
1.296000;21.73144;12.17287;-68.12634;-1.272915;-6.908664;99.98962
1.304334;21.76731;12.17151;-68.10236;-1.269672;-6.891942;100.0309
1.312666;21.80289;12.17014;-68.07793;-1.266368;-6.874898;99.98850
1.321000;21.83790;12.16881;-68.05338;-1.263049;-6.857774;100.0371
1.329334;21.87342;12.16751;-68.02850;-1.259684;-6.840410;99.96244
1.337666;21.90802;12.16624;-68.00220;-1.256142;-6.822092;100.0525
1.346000;21.94181;12.16493;-67.97648;-1.252671;-6.804157;99.97416
1.354334;21.97540;12.16358;-67.95037;-1.249152;-6.785956;99.98170
1.362666;22.01136;12.16221;-67.92411;-1.245614;-6.767655;99.97197
1.371000;22.05442;12.16087;-67.89761;-1.242039;-6.749178;99.99788
1.379334;22.08634;12.15955;-67.87120;-1.238472;-6.730744;100.0324
1.387666;22.12454;12.15826;-67.84444;-1.234860;-6.712076;100.0172
1.396000;22.16016;12.15695;-67.81738;-1.231210;-6.693190;99.97551
1.404334;22.20197;12.15561;-67.79005;-1.227528;-6.674140;100.0330
1.412666;22.24038;12.15418;-67.76250;-1.223815;-6.654925;99.96109
1.421000;22.28026;12.15275;-67.73508;-1.220117;-6.635790;100.0587
1.429334;22.32029;12.15134;-67.70703;-1.216337;-6.616222;100.0043
1.437666;22.35186;12.15001;-67.67932;-1.212598;-6.596881;99.91898
1.446000;22.39327;12.14872;-67.65097;-1.208774;-6.577080;100.0887
1.454334;22.43210;12.14743;-67.62232;-1.204924;-6.557120;99.94778
1.462666;22.47505;12.14607;-67.59364;-1.201060;-6.537102;100.0395
1.471000;22.52031;12.14460;-67.56448;-1.197133;-6.516744;99.98622
1.479334;22.55788;12.14314;-67.53545;-1.193222;-6.496477;99.97453
1.487666;22.60194;12.14178;-67.50626;-1.189290;-6.476104;99.97175
1.496000;22.64379;12.14051;-67.47674;-1.185313;-6.455484;100.0041
1.504334;22.68160;12.13925;-67.44749;-1.181374;-6.435066;100.0276
1.512666;22.72473;12.13792;-67.41792;-1.177396;-6.414429;100.0147
1.521000;22.77387;12.13647;-67.38784;-1.173344;-6.393410;99.97798
1.529334;22.81289;12.13495;-67.35824;-1.169351;-6.372722;100.0080
1.537666;22.85444;12.13344;-67.32856;-1.165348;-6.351975;100.0028
1.546000;22.89335;12.13204;-67.29818;-1.161262;-6.330758;99.99751
1.554334;22.93600;12.13075;-67.26800;-1.157205;-6.309688;99.99618
1.562666;22.99015;12.12948;-67.23775;-1.153134;-6.288555;100.0098
1.571000;23.02840;12.12806;-67.20718;-1.149018;-6.267187;99.97035
1.579334;23.06940;12.12653;-67.17701;-1.144960;-6.246105;100.0116
1.587666;23.11311;12.12498;-67.14600;-1.140794;-6.224444;100.0241
1.596000;23.14965;12.12354;-67.11501;-1.136635;-6.202808;99.99694
1.604334;23.20281;12.12219;-67.08374;-1.132440;-6.180961;99.97120
1.612666;23.24626;12.12088;-67.05237;-1.128233;-6.159059;100.0190
1.621000;23.29202;12.11956;-67.02119;-1.124048;-6.137278;100.0168
1.629334;23.33928;12.11812;-66.98993;-1.119850;-6.115434;99.97556
1.637666;23.38695;12.11658;-66.95866;-1.115646;-6.093567;99.97551
1.646000;23.43069;12.11501;-66.92737;-1.111448;-6.071700;100.0029
1.654334;23.47931;12.11358;-66.89587;-1.107220;-6.049682;99.98637
1.662666;23.52624;12.11226;-66.86415;-1.102960;-6.027496;100.0458
1.671000;23.57425;12.11094;-66.83262;-1.098724;-6.005444;100.0102
1.679334;23.61496;12.10957;-66.80108;-1.094485;-5.983374;99.97910
1.687666;23.66169;12.10811;-66.76950;-1.090242;-5.961278;100.0019
1.696000;23.70517;12.10659;-66.73766;-1.085973;-5.939014;99.96379
1.704334;23.76000;12.10499;-66.70622;-1.081749;-5.917006;100.0400
1.712666;23.80774;12.10346;-66.67469;-1.077515;-5.894939;100.0037
1.721000;23.85847;12.10200;-66.64293;-1.073249;-5.872702;99.96391
1.729334;23.90835;12.10060;-66.61059;-1.068911;-5.850070;100.0351
1.737666;23.96076;12.09914;-66.57840;-1.064593;-5.827542;99.99610
1.746000;24.00046;12.09764;-66.54626;-1.060282;-5.805041;99.94874
1.754334;24.04875;12.09616;-66.51460;-1.056034;-5.782876;100.0470
1.762666;24.09406;12.09469;-66.48300;-1.051792;-5.760735;99.95031
1.771000;24.14803;12.09324;-66.45163;-1.047578;-5.738754;100.0646
1.779334;24.19988;12.09179;-66.42010;-1.043341;-5.716650;100.0269
1.787666;24.24830;12.09036;-66.38819;-1.039056;-5.694282;99.96961
1.796000;24.30071;12.08887;-66.35666;-1.034820;-5.672180;99.95661
1.804334;24.34614;12.08734;-66.32522;-1.030600;-5.650139;100.0323
1.812666;24.39839;12.08576;-66.29421;-1.026432;-5.628384;100.0110
1.821000;24.45073;12.08420;-66.26328;-1.022276;-5.606680;99.99035
1.829334;24.49555;12.08261;-66.23218;-1.018097;-5.584850;100.0071
1.837666;24.55098;12.08101;-66.20093;-1.013902;-5.562934;99.95780
1.846000;24.60297;12.07939;-66.16944;-1.009670;-5.540829;100.0312
1.854334;24.65207;12.07782;-66.13821;-1.005474;-5.518906;99.96978
1.862666;24.69762;12.07629;-66.10716;-1.001302;-5.497100;100.0503
1.871000;24.75222;12.07478;-66.07606;-0.9971290;-5.475278;99.98785
1.879334;24.79738;12.07328;-66.04505;-0.9929672;-5.453500;99.98588
1.887666;24.85496;12.07171;-66.01392;-0.9887921;-5.431650;100.0008
1.896000;24.90510;12.07011;-65.98278;-0.9846126;-5.409778;100.0013
1.904334;24.96056;12.06846;-65.95166;-0.9804391;-5.387930;100.0163
1.912666;25.00684;12.06682;-65.92081;-0.9762970;-5.366250;99.94934
1.921000;25.06404;12.06521;-65.89019;-0.9721829;-5.344720;100.0084
1.929334;25.11594;12.06362;-65.85969;-0.9680856;-5.323276;100.0102
1.937666;25.16356;12.06202;-65.82929;-0.9640038;-5.301900;100.0428
1.946000;25.21837;12.06036;-65.79880;-0.9599098;-5.280461;99.94012
1.954334;25.27640;12.05865;-65.76860;-0.9558481;-5.259204;100.0431
1.962666;25.33213;12.05693;-65.73890;-0.9518447;-5.238276;99.99005
1.971000;25.36983;12.05526;-65.70926;-0.9478568;-5.217404;100.0059
1.979334;25.42425;12.05362;-65.67938;-0.9438416;-5.196366;99.97149
1.987666;25.47568;12.05206;-65.64975;-0.9398594;-5.175500;100.0378
1.996000;25.52426;12.05049;-65.62030;-0.9359036;-5.154764;100.0037
2.004334;25.58542;12.04884;-65.59074;-0.9319332;-5.133946;99.95768
2.012666;25.64018;12.04713;-65.56137;-0.9279859;-5.113253;99.98869
2.021000;25.69074;12.04537;-65.53222;-0.9240624;-5.092695;100.0508
2.029334;25.73996;12.04364;-65.50380;-0.9202351;-5.072650;99.96913
2.037666;25.79061;12.04199;-65.47520;-0.9163909;-5.052488;100.0190
2.046000;25.84646;12.04042;-65.44629;-0.9125110;-5.032116;100.0580
2.054334;25.90412;12.03885;-65.41804;-0.9087066;-5.012176;99.92687
2.062666;25.96008;12.03722;-65.39043;-0.9049780;-4.992660;100.0252
2.071000;26.01697;12.03544;-65.36274;-0.9012375;-4.973078;99.95585
2.079333;26.06504;12.03366;-65.33502;-0.8974915;-4.953466;100.0710
2.087666;26.12426;12.03194;-65.30746;-0.8937699;-4.933972;99.97224
2.096000;26.17336;12.03035;-65.28044;-0.8901175;-4.914844;99.99034
2.104334;26.22808;12.02879;-65.25316;-0.8864353;-4.895544;100.0072
2.112666;26.28566;12.02724;-65.22582;-0.8827450;-4.876204;99.98531
2.121000;26.33584;12.02556;-65.19882;-0.8790934;-4.857070;99.99080
2.129333;26.38493;12.02375;-65.17163;-0.8754241;-4.837828;100.0371
2.137666;26.43986;12.02188;-65.14431;-0.8717422;-4.818500;99.95621
2.146000;26.49772;12.02004;-65.11772;-0.8681500;-4.799660;100.0473
2.154333;26.54583;12.01826;-65.09171;-0.8646347;-4.781223;99.96778
2.162666;26.59517;12.01651;-65.06630;-0.8611970;-4.763206;99.99151
2.171000;26.65562;12.01477;-65.04087;-0.8577545;-4.745157;100.0110
2.179334;26.70741;12.01290;-65.01562;-0.8543364;-4.727237;100.0091
2.187666;26.76076;12.01101;-64.99059;-0.8509469;-4.709467;99.98405
2.196000;26.82034;12.00912;-64.96563;-0.8475668;-4.691742;100.0444
2.204333;26.87000;12.00730;-64.94116;-0.8442457;-4.674342;99.96892
2.212666;26.92229;12.00554;-64.91704;-0.8409688;-4.657178;99.99403
2.221000;26.98379;12.00383;-64.89313;-0.8377176;-4.640156;99.98359
2.229334;27.02764;12.00216;-64.86887;-0.8344266;-4.622898;99.99825
2.237666;27.08678;12.00046;-64.84463;-0.8311386;-4.605652;100.0236
2.246000;27.14134;11.99866;-64.82068;-0.8278856;-4.588601;99.97203
2.254333;27.19274;11.99676;-64.79712;-0.8246800;-4.571804;99.98166
2.262666;27.25368;11.99489;-64.77378;-0.8215020;-4.555156;100.0131
2.271000;27.30559;11.99304;-64.75064;-0.8183521;-4.538657;100.0528
2.279333;27.35674;11.99124;-64.72737;-0.8151856;-4.522054;99.98168
2.287666;27.41158;11.98947;-64.70434;-0.8120530;-4.505630;100.0082
2.296000;27.47119;11.98771;-64.68250;-0.8090620;-4.489994;100.0227
2.304334;27.52597;11.98593;-64.66098;-0.8061098;-4.474568;99.95824
2.312666;27.57811;11.98404;-64.63941;-0.8031571;-4.459130;100.0037
2.321000;27.62502;11.98212;-64.61789;-0.8002100;-4.443713;100.0751
2.329333;27.68541;11.98023;-64.59672;-0.7973068;-4.428531;99.95234
2.337666;27.73667;11.97842;-64.57589;-0.7944475;-4.413588;99.97980
2.346000;27.79252;11.97663;-64.55504;-0.7915884;-4.398634;100.0393
2.354334;27.84666;11.97481;-64.53484;-0.7888093;-4.384120;99.94380
2.362666;27.90308;11.97291;-64.51539;-0.7861218;-4.370110;99.99324
2.371000;27.95002;11.97096;-64.49645;-0.7834964;-4.356441;100.0385
2.379333;28.00514;11.96902;-64.47709;-0.7808264;-4.342500;99.95869
2.387666;28.05796;11.96710;-64.45784;-0.7781724;-4.328640;100.0749
2.396000;28.11478;11.96520;-64.43909;-0.7755782;-4.315116;99.93863
2.404333;28.16709;11.96333;-64.42092;-0.7730545;-4.301978;100.0081
2.412666;28.22740;11.96143;-64.40266;-0.7705190;-4.288778;100.0152
2.421000;28.28083;11.95949;-64.38491;-0.7680450;-4.275911;99.98925
2.429334;28.32591;11.95754;-64.36770;-0.7656420;-4.263430;100.0071
2.437666;28.38066;11.95561;-64.35061;-0.7632540;-4.251020;100.0377
2.446000;28.43425;11.95370;-64.33316;-0.7608255;-4.238372;99.97236
2.454333;28.49144;11.95176;-64.31594;-0.7584272;-4.225894;100.0266
2.462666;28.54235;11.94977;-64.29896;-0.7560518;-4.213550;99.92710
2.471000;28.58617;11.94774;-64.28236;-0.7537312;-4.201489;100.0177
2.479334;28.64678;11.94577;-64.26703;-0.7515660;-4.190286;99.97062
2.487666;28.69534;11.94384;-64.25168;-0.7494014;-4.179076;100.0078
2.496000;28.74891;11.94191;-64.23632;-0.7472360;-4.167856;100.0689
2.504333;28.79716;11.93994;-64.22119;-0.7451032;-4.156800;99.96343
2.512666;28.85738;11.93791;-64.20640;-0.7430113;-4.145974;99.99137
2.521000;28.90886;11.93589;-64.19196;-0.7409590;-4.135379;100.0022
2.529333;28.96572;11.93388;-64.17818;-0.7389869;-4.125220;99.98272
2.537666;29.01397;11.93188;-64.16470;-0.7370551;-4.115281;100.0157
2.546000;29.06918;11.92991;-64.15164;-0.7351754;-4.105624;100.0142
2.554334;29.11914;11.92794;-64.13890;-0.7333320;-4.096175;99.99669
2.562666;29.17180;11.92592;-64.12601;-0.7314726;-4.086626;100.0436
2.571000;29.21887;11.92382;-64.11345;-0.7296545;-4.077305;99.94516
2.579333;29.27630;11.92171;-64.10182;-0.7279500;-4.068610;99.97957
2.587666;29.32974;11.91962;-64.09015;-0.7262393;-4.059886;100.0406
2.596000;29.37791;11.91758;-64.07880;-0.7245712;-4.051391;99.99000
2.604334;29.42766;11.91548;-64.06752;-0.7229134;-4.042935;100.0196
2.612666;29.48142;11.91332;-64.05698;-0.7213478;-4.034993;100.0106
2.621000;29.52519;11.91118;-64.04639;-0.7197800;-4.027025;99.97535
2.629333;29.58737;11.90903;-64.03620;-0.7182618;-4.019334;99.96180
2.637666;29.63328;11.90688;-64.02636;-0.7167828;-4.011860;100.0075
2.646000;29.69231;11.90473;-64.01643;-0.7152942;-4.004336;100.0414
2.654333;29.74076;11.90261;-64.00709;-0.7138770;-3.997210;99.99006
2.662666;29.79016;11.90051;-63.99788;-0.7124756;-3.990164;99.98850
2.671000;29.84112;11.89844;-63.98965;-0.7111950;-3.983786;100.0196
2.679334;29.89504;11.89632;-63.98128;-0.7098991;-3.977320;99.98066
2.687666;29.94209;11.89426;-63.97334;-0.7086548;-3.971141;100.0056
2.696000;29.99708;11.89220;-63.96566;-0.7074432;-3.965145;100.0126
2.704333;30.04596;11.89010;-63.95826;-0.7062638;-3.959329;100.0191
2.712666;30.10088;11.88796;-63.95061;-0.7050530;-3.953337;99.95812
2.721000;30.14330;11.88585;-63.94324;-0.7038821;-3.947553;100.0324
2.729334;30.20044;11.88376;-63.93680;-0.7028247;-3.942397;100.0098
2.737666;30.24597;11.88165;-63.93056;-0.7017930;-3.937385;99.94038
2.746000;30.30022;11.87943;-63.92441;-0.7007722;-3.932431;100.0019
2.754333;30.35295;11.87709;-63.91826;-0.6997507;-3.927476;100.0675
2.762666;30.40070;11.87470;-63.91252;-0.6987797;-3.922800;99.93718
2.771000;30.44890;11.87235;-63.90746;-0.6978906;-3.918576;100.0367
2.779333;30.50244;11.87018;-63.90255;-0.6970230;-3.914470;100.0174
2.787666;30.54975;11.86813;-63.89824;-0.6962285;-3.910774;99.98055
2.796000;30.60038;11.86608;-63.89459;-0.6955132;-3.907512;99.99439
2.804334;30.64986;11.86394;-63.89112;-0.6948212;-3.904383;100.0111
2.812666;30.69668;11.86165;-63.88716;-0.6940682;-3.900911;99.99662
2.821000;30.74210;11.85931;-63.88359;-0.6933678;-3.897720;99.99738
2.829333;30.79540;11.85704;-63.88082;-0.6927651;-3.895081;99.99119
2.837666;30.84445;11.85491;-63.87856;-0.6922238;-3.892779;99.97475
2.846000;30.89171;11.85284;-63.87680;-0.6917432;-3.890813;100.0229
2.854334;30.93728;11.85072;-63.87500;-0.6912626;-3.888842;99.99447
2.862666;30.99188;11.84844;-63.87358;-0.6908235;-3.887110;99.98242
2.871000;31.03633;11.84603;-63.87226;-0.6904010;-3.885465;100.0269
2.879333;31.08295;11.84364;-63.87115;-0.6900050;-3.883960;99.97212
2.887666;31.13193;11.84133;-63.87062;-0.6896770;-3.882839;100.0103
2.896000;31.18111;11.83912;-63.87066;-0.6894199;-3.882114;100.0178
2.904333;31.23135;11.83690;-63.87084;-0.6891750;-3.881468;99.99806
2.912666;31.28312;11.83466;-63.87084;-0.6889125;-3.880718;100.0362
2.921000;31.32970;11.83232;-63.87084;-0.6886484;-3.879956;99.93495
2.929334;31.38095;11.82995;-63.87129;-0.6884380;-3.879503;99.99672
2.937666;31.42025;11.82760;-63.87227;-0.6882926;-3.879410;99.99366
2.946000;31.46515;11.82535;-63.87324;-0.6881491;-3.879315;100.0485
2.954333;31.51528;11.82310;-63.87491;-0.6880932;-3.879712;99.99652
2.962666;31.56666;11.82077;-63.87706;-0.6880887;-3.880408;100.0286
2.971000;31.60769;11.81837;-63.87950;-0.6881235;-3.881320;99.96343
2.979334;31.66380;11.81590;-63.88213;-0.6881781;-3.882348;100.0076
2.987666;31.69727;11.81347;-63.88533;-0.6883069;-3.883780;99.95280
