"Time","Temperature","Heat flow","Heat","Normalized_heat_flow","Normalized heat","Room Temperature","Ampoule A Temperature","Ampoule B Temperature","Time markers"
1321621.19286776,85.0000000870462,6.48820817217934E-07,13.6506196568601,6.48820817217934E-05,1365.06196568601,29.0675530832685,84.9999649261328,84.9999490327581,""
1321740.57495117,84.9999999866135,6.47190288671509E-07,13.6506969368472,6.47190288671509E-05,1365.06969368472,29.0749845405714,84.9999605867951,84.9999447092323,""
1321859.95703459,84.9999999319523,6.45443274569936E-07,13.6507741672801,6.45443274569936E-05,1365.07741672801,29.0843374943651,84.9999562377594,84.9999403760137,""
1321979.339118,84.9999999734657,6.444596081756E-07,13.6508511373569,6.44459608175601E-05,1365.08511373569,29.0988750622192,84.9999579609983,84.9999421108321,""
1322098.72120142,84.9999999950652,6.43621270496921E-07,13.6509280578663,6.43621270496921E-05,1365.09280578663,29.1138218381908,84.9999596913654,84.9999438527736,""
1322218.10328484,84.9999999738265,6.42317486878042E-07,13.6510047553967,6.42317486878042E-05,1365.10047553967,29.1172188779127,84.999957529077,84.9999417004066,""
1322337.48536825,84.9999999672999,6.4091957038921E-07,13.6510814078313,6.4091957038921E-05,1365.10814078313,29.11970432696,84.9999553621865,84.9999395434354,""
1322456.86745167,84.9999999931813,6.39556573009932E-07,13.651157788454,6.39556573009932E-05,1365.1157788454,29.096613274324,84.9999549677779,84.9999391610869,""
1322576.24953508,85.0000000092474,6.38201060190403E-07,13.6512341108166,6.38201060190403E-05,1365.12341108166,29.0715035349204,84.9999545754798,84.9999387808514,""
1322695.6316185,85.0000000031687,6.37108434515612E-07,13.6513101997603,6.37108434515612E-05,1365.13101997603,29.0810255853809,84.9999515304884,84.9999357466495,""
1322815.01370192,84.9999999961108,6.36075401014853E-07,13.6513862357918,6.36075401014853E-05,1365.13862357918,29.0932810328771,84.9999484823162,84.9999327092653,""
1322934.39578533,84.9999999867897,6.35325458165555E-07,13.6514621059067,6.35325458165555E-05,1365.14621059067,29.0827837783803,84.9999495560537,84.9999337907739,""
1323053.77786875,84.9999999812816,6.34643253403603E-07,13.6515379363211,6.34643253403603E-05,1365.15379363211,29.0704907123881,84.9999506347682,84.9999348772559,""
1323173.15995216,84.9999999848044,6.33837533679746E-07,13.6516136213037,6.33837533679746E-05,1365.16136213037,29.0859126479512,84.999950786798,84.999935036724,""
1323292.54203558,84.9999999902953,6.33000671013498E-07,13.6516892696173,6.33000671013498E-05,1365.16892696173,29.1035220563869,84.9999509377012,84.999935195065,""
1323411.924119,85.0000000005639,6.31869307601312E-07,13.6517647240513,6.31869307601312E-05,1365.17647240513,29.0828254481555,84.9999568140617,84.9999410806453,""
1323531.30620241,85.0000000213,6.30659822821306E-07,13.6518401270555,6.30659822821306E-05,1365.18401270555,29.0591054459082,84.9999626974318,84.9999469732373,""
1323650.68828583,85.0000000680859,6.29801531214697E-07,13.6519153453791,6.29801531214697E-05,1365.19153453791,29.0586733221946,84.9999605687334,84.9999448527226,""
1323770.07036924,85.0000000746864,6.29041107817058E-07,13.6519905122372,6.29041107817058E-05,1365.19905122372,29.0600792499583,84.999958430159,84.9999427223307,""
1323889.45245266,84.9999999787337,6.28636618316726E-07,13.6520655806935,6.28636618316726E-05,1365.20655806935,29.049281877087,84.9999703868112,84.9999546854688,""
1324008.83453608,84.9999999234039,6.28336192099728E-07,13.6521406203804,6.28336192099729E-05,1365.21406203804,29.0375213295441,84.9999823609564,84.9999666660976,""
1324128.21661949,84.9999999744142,6.26896721392836E-07,13.6522154683857,6.26896721392836E-05,1365.22154683857,29.0387767551683,84.9999739803701,84.999958292156,""
1324247.59870291,84.9999999999387,6.2510829667119E-07,13.652290257668,6.2510829667119E-05,1365.2290257668,29.0410594975561,84.9999655743517,84.9999498927823,""
1324366.98078632,84.9999999570092,6.25272019356219E-07,13.6523649562939,6.25272019356219E-05,1365.23649562939,29.0459755924432,84.9999643086129,84.9999486342391,""
1324486.36286974,84.9999999362221,6.26061703764918E-07,13.6524396258505,6.26061703764918E-05,1365.24396258505,29.0510995309586,84.9999630518554,84.9999473846779,""
1324605.74495316,84.9999999764774,6.24971868465831E-07,13.6525142118882,6.24971868465831E-05,1365.25142118882,29.0388510621755,84.999964691383,84.9999490264151,""
1324725.12703657,85.0000000070949,6.23251895310337E-07,13.6525887699248,6.23251895310337E-05,1365.25887699248,29.0252314347025,84.999966334578,84.9999506718134,""
1324844.50911999,85.0000000104333,6.21783494734597E-07,13.6526630527067,6.21783494734597E-05,1365.26630527067,29.0187469734542,84.9999697349244,84.9999540849426,""
1324963.8912034,85.0000000122305,6.2040319608636E-07,13.652737239093,6.2040319608636E-05,1365.2737239093,29.0128256722055,84.9999731375105,84.999957500325,""
1325083.27328682,85.0000000095474,6.19264538295169E-07,13.6528112120915,6.19264538295169E-05,1365.28112120915,29.0177279168656,84.9999755496384,84.9999599234784,""
1325202.65537024,85.0000000140468,6.1821419596804E-07,13.6528851071005,6.1821419596804E-05,1365.28851071005,29.0234844356571,84.9999779604955,84.9999623453588,""
1325322.03745365,85.0000000399983,6.16960423475373E-07,13.6529587953891,6.16960423475373E-05,1365.29587953891,29.0348385875139,84.9999752092325,84.9999596064276,""
1325441.41953707,85.0000000483237,6.15629121804924E-07,13.6530324048945,6.15629121804924E-05,1365.30324048945,29.0466345458882,84.9999724513031,84.9999568608315,""
1325560.80162048,85.0000000025425,6.14354968499859E-07,13.6531057927885,6.1435496849986E-05,1365.31057927885,29.0414532514713,84.9999818552838,84.9999662760715,""
1325680.1837039,84.9999999779012,6.13103508730003E-07,13.653179092681,6.13103508730003E-05,1365.3179092681,29.0349319869951,84.9999912750729,84.9999757071184,""
1325799.56578732,85.0000000199816,6.12767951993088E-07,13.6532522900945,6.12767951993088E-05,1365.32522900945,29.0262846628042,84.999991902247,84.9999763409132,""
1325918.94787073,85.000000045562,6.12811086513934E-07,13.653325445137,6.12811086513935E-05,1365.3325445137,29.017469534298,84.9999925179185,84.9999769631993,""
1326038.32995415,85.0000000175753,6.11774829711004E-07,13.6533984780163,6.11774829711004E-05,1365.33984780163,29.0309042884482,84.9999818425663,84.999966293088,""
1326157.71203756,84.9999999838737,6.10274204056845E-07,13.6534714583395,6.10274204056845E-05,1365.34714583395,29.046095167408,84.9999711523482,84.9999556081089,""
1326277.09412098,84.99999993108,6.09109051924598E-07,13.6535442303025,6.09109051924598E-05,1365.35442303025,29.0415092705352,84.9999783052459,84.9999627705337,""
1326396.4762044,84.9999999009084,6.08093979538213E-07,13.6536169090521,6.08093979538213E-05,1365.36169090521,29.0353624446799,84.9999854817861,84.9999699566065,""
1326515.85828781,84.9999999485423,6.06572818928907E-07,13.6536893610054,6.06572818928907E-05,1365.36893610054,29.0300739545577,84.9999741117418,84.9999586016453,""
1326635.24037123,84.9999999916888,6.04816359381082E-07,13.6537617075128,6.04816359381082E-05,1365.37617075128,29.0248532106188,84.9999627169671,84.9999472219612,""
1326754.62245464,85.0000000189385,6.03191902101113E-07,13.6538337858694,6.03191902101113E-05,1365.38337858694,29.0223812192912,84.9999553867584,84.9999399060968,""
1326874.00453806,85.0000000375676,6.01631193748342E-07,13.6539057347257,6.01631193748343E-05,1365.39057347257,29.0201261797762,84.9999480620036,84.9999325956853,""
1326993.38662148,85.0000000247262,5.9997393990567E-07,13.6539774227821,5.9997393990567E-05,1365.39774227821,29.0468877820155,84.9999488289191,84.9999333752007,""
1327112.76870489,85.0000000071174,5.98268279355922E-07,13.6540489800769,5.98268279355922E-05,1365.40489800769,29.0759395914555,84.99994960676,84.9999341656391,""
1327232.15078831,84.9999999715646,5.96813436186043E-07,13.654120298454,5.96813436186043E-05,1365.4120298454,29.0727348657571,84.9999447243799,84.9999292983705,""
1327351.53287172,84.9999999562333,5.95489093760315E-07,13.654191492522,5.95489093760315E-05,1365.4191492522,29.0669842166712,84.9999398343099,84.9999244234154,""
1327470.91495514,85.0000000194216,5.94678056899635E-07,13.654262541904,5.94678056899635E-05,1365.4262541904,29.0593696994608,84.9999485376476,84.9999331375875,""
1327590.29703856,85.0000000666581,5.94144050418166E-07,13.6543335131991,5.94144050418166E-05,1365.43335131991,29.0516080720511,84.9999572595675,84.999941870336,""
