Summary
Name,"Ampoule (6-15-16) NO2-Ph-N2-OTs V3 PK2 Ar.rslt"
Start time,2016 июн 15 - 19:13
End time,2016 июн 17 - 15:30
Operator,"Alex"
Results file path,"C:\Users\S\Documents\Diazo\Ampoule (6-15-16) NO2-Ph-N2-OTs V3 PK2 Ar.rslt"
General Experiment Info
Bath temperature,85°C
,Sample - Ch 1,Sample - Ch 1
Total mass,10mg,10mg
Name,"NO2-Ph-N2-OTs V3 PK2 Ar","NO2-Ph-N2-OTs V3 PK2 Ar"
,Component - NO2-Ph-N2-OTs,Component - NO2-Ph-N2-OTs
Mass,10mg,10mg
Name,"NO2-Ph-N2-OTs","NO2-Ph-N2-OTs"
Physical shape,"Powder","Powder"
Preparation,"PK2 Ar","PK2 Ar"

"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Room Temperature","Ampoule A Temperature","Time markers"
-1563.02725744247,84.9999997541022,1.28238827645909E-08,NaN,1.28238827645909E-06,NaN,26.5250461416773,84.9998864862374,""
-1549.74065947533,85.0000000313158,1.24553592174751E-08,NaN,1.24553592174751E-06,NaN,26.5826832073291,84.9998877950731,""
-1536.4543261528,84.9999999215173,1.29220814027629E-08,NaN,1.29220814027629E-06,NaN,26.611534618748,84.9998893121886,""
-1523.16772818565,84.9999998110913,1.34051269027169E-08,NaN,1.34051269027169E-06,NaN,26.6177546385632,84.9998908293343,""
-1509.88139486313,84.9999999466189,1.29762801335921E-08,NaN,1.29762801335921E-06,NaN,26.5860883310861,84.9998930581055,""
-1496.59479689598,85.0000000825846,1.25294780563274E-08,NaN,1.25294780563274E-06,NaN,26.524635578028,84.9998952869211,""
-1483.30846357346,84.9999999904929,1.08041131878276E-08,NaN,1.08041131878276E-06,NaN,26.4892775030973,84.9998992883596,""
-1470.02186560631,84.9999998979604,9.05336002716974E-09,NaN,9.05336002716974E-07,NaN,26.4744315201113,84.9999032898779,""
-1456.73553228378,85.0000000665312,8.93199893269657E-09,NaN,8.93199893269657E-07,NaN,26.4488606234494,84.9999086500544,""
-1443.44893455505,85.0000002356479,8.84318802852719E-09,NaN,8.84318802852719E-07,NaN,26.4148585116248,84.9999140103375,""
-1430.16260123253,85.0000000381661,9.92685294928778E-09,NaN,9.92685294928778E-07,NaN,26.3950284993446,84.9999152625048,""
-1416.87600326538,84.9999998398618,1.10341387401587E-08,NaN,1.10341387401587E-06,NaN,26.3863368450266,84.999916514697,""
-1403.58966994286,85.0000000796602,1.17657862850847E-08,NaN,1.17657862850847E-06,NaN,26.3872826916207,84.9999140061416,""
-1390.30307197571,85.0000003205093,1.24898321182172E-08,NaN,1.24898321182172E-06,NaN,26.395802894295,84.9999114975363,""
-1377.01673865318,84.9999999581174,1.36539502397392E-08,NaN,1.36539502397392E-06,NaN,26.3824389855747,84.9999113664553,""
-1363.73014068604,84.999999594185,1.48270806838595E-08,NaN,1.48270806838595E-06,NaN,26.3518767906806,84.9999112353718,""
-1350.44380712509,84.9999997456754,1.53261552907194E-08,NaN,1.53261552907194E-06,NaN,26.3481600633696,84.9999093492196,""
-1337.15720939636,84.9999998985583,1.58113716551416E-08,NaN,1.58113716551416E-06,NaN,26.3655382329802,84.99990746303,""
-1323.87087607384,85.0000000539841,1.51461252912282E-08,NaN,1.51461252912282E-06,NaN,26.4199929278981,84.9999022177471,""
-1310.58427810669,85.0000002094202,1.4457023638388E-08,NaN,1.4457023638388E-06,NaN,26.5035817468047,84.9998969723597,""
-1297.29794478416,85.0000002148892,1.46583039253448E-08,NaN,1.46583039253448E-06,NaN,26.5562784820114,84.9998952619279,""
-1284.01134705544,85.0000002199076,1.48781730733545E-08,NaN,1.48781730733545E-06,NaN,26.5847061752942,84.9998935514621,""
-1270.72501373291,85.0000000773861,1.49819776195844E-08,NaN,1.49819776195844E-06,NaN,26.5642618341434,84.9998926607065,""
-1257.43841576576,84.9999999343957,1.50833443609002E-08,NaN,1.50833443609002E-06,NaN,26.5054226823009,84.9998917699331,""
-1244.15208244324,85.000000012939,1.56985857854319E-08,NaN,1.56985857854319E-06,NaN,26.4557954441158,84.9998894342942,""
-1230.86548447609,85.000000092218,1.6324719128079E-08,NaN,1.6324719128079E-06,NaN,26.4134027754081,84.9998870986087,""
-1217.57915115356,85.00000017081,1.71723088373589E-08,NaN,1.71723088373589E-06,NaN,26.3854658817332,84.9998890147465,""
-1204.29255318642,85.0000002494012,1.80246373739161E-08,NaN,1.80246373739161E-06,NaN,26.3688826783625,84.9998909309224,""
-1191.00621986389,85.0000001291509,1.74545457845052E-08,NaN,1.74545457845052E-06,NaN,26.3560588871069,84.9998968129952,""
-1177.71962189674,85.0000000081777,1.68539032887815E-08,NaN,1.68539032887815E-06,NaN,26.3461873341535,84.9999026951852,""
-1164.43328857422,85.0000000994542,1.51362991375433E-08,NaN,1.51362991375433E-06,NaN,26.3435105586767,84.9999069827869,""
-1151.14669084549,85.0000001915344,1.33945120691637E-08,NaN,1.33945120691637E-06,NaN,26.346484109041,84.999911270474,""
-1137.86035752296,85.000000317905,1.30261105997038E-08,NaN,1.30261105997038E-06,NaN,26.3510161229446,84.9999099378972,""
-1124.57375955582,85.0000004444129,1.26875986176529E-08,NaN,1.26875986176529E-06,NaN,26.3567721390147,84.9999086052939,""
-1111.28742623329,85.0000003930918,1.30626818465494E-08,NaN,1.30626818465494E-06,NaN,26.3657440996463,84.9999054719269,""
-1098.00082826614,85.0000003410426,1.34534134947852E-08,NaN,1.34534134947852E-06,NaN,26.377241614386,84.9999023384974,""
-1084.71449494362,84.9999998225135,1.42888339079197E-08,NaN,1.42888339079197E-06,NaN,26.3759480088023,84.9999002367508,""
-1071.42789697647,84.9999993019946,1.51340846382926E-08,NaN,1.51340846382926E-06,NaN,26.3646112815943,84.9998981349624,""
-1058.14156341553,84.9999997586363,1.5038634134184E-08,NaN,1.5038634134184E-06,NaN,26.3612636312199,84.9998953019226,""
-1044.8549656868,85.0000002195848,1.49222817663675E-08,NaN,1.49222817663675E-06,NaN,26.3641880583381,84.9998924688264,""
-1031.56863236427,85.0000002470484,1.45426819980581E-08,NaN,1.45426819980581E-06,NaN,26.3540935673677,84.9998912523393,""
-1018.28203439713,85.0000002725389,1.4157186443805E-08,NaN,1.4157186443805E-06,NaN,26.333778436057,84.9998900358279,""
-1004.9957010746,84.9999999370005,1.38492431068376E-08,NaN,1.38492431068376E-06,NaN,26.3232829709801,84.9998905978807,""
-991.709103345871,84.9999995997555,1.35430397192798E-08,NaN,1.35430397192798E-06,NaN,26.3204952724354,84.9998911599447,""
-978.422770023346,84.9999997204417,1.43139116868996E-08,NaN,1.43139116868996E-06,NaN,26.3125754840888,84.9998901091228,""
-965.136172056198,84.9999998433573,1.51092127443912E-08,NaN,1.51092127443912E-06,NaN,26.3006272050394,84.9998890582801,""
-951.849838733673,84.9999998979089,1.6112922269145E-08,NaN,1.6112922269145E-06,NaN,26.2963217262115,84.9998898885121,""
-938.563240766525,84.9999999521185,1.7121407314358E-08,NaN,1.7121407314358E-06,NaN,26.2980144907143,84.9998907187606,""
-925.276907444,84.9999999507392,1.62542695160269E-08,NaN,1.62542695160269E-06,NaN,26.2953577887441,84.9998943063655,""
-911.990309476852,84.9999999490723,1.53440386669419E-08,NaN,1.53440386669419E-06,NaN,26.2892876210498,84.9998978940418,""
-898.703976154327,84.9999998571257,1.38455004159477E-08,NaN,1.38455004159477E-06,NaN,26.2816844871203,84.9999004701328,""
-885.41737818718,84.9999997646962,1.23333324741775E-08,NaN,1.23333324741775E-06,NaN,26.2728781399919,84.999903046275,""
-872.131044864655,84.9999996353839,1.30586414380967E-08,NaN,1.30586414380967E-06,NaN,26.27079818369,84.9999041106742,""
-858.844447135925,84.9999995058666,1.3836021423819E-08,NaN,1.3836021423819E-06,NaN,26.2739960322047,84.9999051750945,""
-845.5581138134,84.9999998609232,1.58298827267929E-08,NaN,1.58298827267929E-06,NaN,26.2761266322976,84.9999019694516,""
-832.271515846252,85.0000002187198,1.78522692491598E-08,NaN,1.78522692491598E-06,NaN,26.2774199566713,84.9998987637447,""
-818.985182523727,85.0000003612696,1.88946722598865E-08,NaN,1.88946722598865E-06,NaN,26.2875811642056,84.9998933930364,""
-805.69858455658,85.0000005025748,1.99140027080209E-08,NaN,1.99140027080209E-06,NaN,26.3046998142916,84.9998880222212,""
-792.412251234055,85.0000002068486,1.96072126821713E-08,NaN,1.96072126821712E-06,NaN,26.3080281045063,84.9998878962416,""
-779.125653266907,84.9999999085159,1.92689667820468E-08,NaN,1.92689667820468E-06,NaN,26.3005384973593,84.9998877702595,""
-765.839319705963,85.0000001112772,1.87396231618598E-08,NaN,1.87396231618598E-06,NaN,26.2939515800515,84.9998926076171,""
-752.552721977234,85.0000003171023,1.82057081112552E-08,NaN,1.82057081112552E-06,NaN,26.2880724977521,84.9998974450708,""
-739.266388654709,84.999999886574,1.85362663874293E-08,NaN,1.85362663874293E-06,NaN,26.2968453960581,84.9999024890345,""
-725.979790687561,84.9999994520525,1.88875923044444E-08,NaN,1.88875923044444E-06,NaN,26.3171106730966,84.9999075330986,""
-712.693457365036,84.9999998196709,1.97871404114065E-08,NaN,1.97871404114065E-06,NaN,26.3541455763751,84.999909849413,""
-699.406859636307,85.0000001924442,2.06999550827476E-08,NaN,2.06999550827476E-06,NaN,26.4043337427764,84.9999121657736,""
-686.120526313782,85.0000000115977,2.00754205169656E-08,NaN,2.00754205169656E-06,NaN,26.420479386796,84.9999129354628,""
-672.833928346634,84.9999998271087,1.94134910376E-08,NaN,1.94134910376E-06,NaN,26.4099291645595,84.9999137051674,""
-659.547595024109,84.9999998645919,2.00097411489715E-08,NaN,2.00097411489715E-06,NaN,26.3889909236821,84.9999161735764,""
-646.260997056961,84.9999999035695,2.06367863295227E-08,NaN,2.06367863295227E-06,NaN,26.3599062236607,84.9999186420345,""
-632.974663734436,84.9999999605417,2.21432033665491E-08,NaN,2.21432033665491E-06,NaN,26.3434503450164,84.9999212138014,""
-619.688065767288,85.0000000176389,2.36712982035963E-08,NaN,2.36712982035963E-06,NaN,26.3368959106772,84.9999237856196,""
-606.401732444763,85.0000001754116,2.41478940185191E-08,NaN,2.41478940185191E-06,NaN,26.3267987707584,84.9999254128739,""
-593.115134477615,85.0000003338964,2.45984572770351E-08,NaN,2.45984572770351E-06,NaN,26.3139237256429,84.9999270401605,""
-579.82880115509,85.0000000746987,2.45914885017209E-08,NaN,2.45914885017209E-06,NaN,26.3063594819698,84.9999261714579,""
-566.542203187943,84.9999998124902,2.45731191840986E-08,NaN,2.45731191840986E-06,NaN,26.3029583989433,84.9999253027379,""
-553.255869865417,84.999999882263,2.36494198890428E-08,NaN,2.36494198890428E-06,NaN,26.299638843014,84.9999273902846,""
-539.969272136688,84.9999999544778,2.27030073281693E-08,NaN,2.27030073281693E-06,NaN,26.2963830775999,84.9999294778729,""
-526.682938814163,85.0000001859712,2.27532338352019E-08,NaN,2.27532338352019E-06,NaN,26.2944174540019,84.9999301684993,""
-513.396340847015,85.0000004186651,2.28285946532527E-08,NaN,2.28285946532527E-06,NaN,26.2934630102767,84.9999308591394,""
-500.11000752449,85.0000001619449,2.33341809918744E-08,NaN,2.33341809918744E-06,NaN,26.2912875046335,84.9999297698408,""
-486.823409557343,84.9999999014687,2.38506918486169E-08,NaN,2.38506918486169E-06,NaN,26.2881548961959,84.9999286805205,""
-473.537075996399,84.9999998951774,2.33801464826497E-08,NaN,2.33801464826497E-06,NaN,26.2913890020421,84.999932456441,""
-460.25047826767,84.9999998908735,2.28844027774072E-08,NaN,2.28844027774072E-06,NaN,26.2996128265771,84.9999362324365,""
-446.964144945145,84.9999997927169,2.18890193050368E-08,NaN,2.18890193050368E-06,NaN,26.3001416661188,84.9999397996021,""
-433.677546977997,84.9999996938097,2.08807899228862E-08,NaN,2.08807899228862E-06,NaN,26.2946404398862,84.9999433668388,""
-420.391213655472,85.000000052161,2.19772417701781E-08,NaN,2.19772417701781E-06,NaN,26.2794871955256,84.9999447002549,""
-407.104615926743,85.000000414238,2.31280594417256E-08,NaN,2.31280594417256E-06,NaN,26.2567703344091,84.9999460336976,""
-393.818282604218,84.9999999762652,2.49764208872276E-08,NaN,2.49764208872276E-06,NaN,26.2419973098026,84.9999416237816,""
-380.53168463707,84.9999995316528,2.6842935989007E-08,NaN,2.6842935989007E-06,NaN,26.2334478484651,84.9999372137779,""
-367.245351314545,84.9999998350953,2.80683786175714E-08,NaN,2.80683786175714E-06,NaN,26.2251819899648,84.99993369173,""
-353.958753347397,85.0000001448608,2.92771004143791E-08,NaN,2.92771004143791E-06,NaN,26.2171380259644,84.999930169612,""
-340.672420024872,85.0000000669537,2.79897458872118E-08,NaN,2.79897458872118E-06,NaN,26.2232782644681,84.9999297294959,""
-327.385822057724,84.9999999857107,2.6636787069989E-08,NaN,2.6636787069989E-06,NaN,26.2405304104915,84.999929289371,""
-314.099488735199,85.0000000015422,2.57654705190348E-08,NaN,2.57654705190348E-06,NaN,26.2396393740767,84.9999292325058,""
-300.812890768051,85.0000000182241,2.49068626981502E-08,NaN,2.49068626981503E-06,NaN,26.224536361025,84.9999291756393,""
-287.526557445526,84.9999998566689,2.6906307846706E-08,NaN,2.6906307846706E-06,NaN,26.2269693436886,84.9999271107293,""
-274.239959478378,84.9999996935218,2.89817440062562E-08,NaN,2.89817440062562E-06,NaN,26.2431376245491,84.999925045778,""
-260.953626155853,84.9999999149789,3.11287409416451E-08,NaN,3.11287409416451E-06,NaN,26.2487358694339,84.9999252679334,""
-247.667028427124,85.0000001399288,3.3277694204968E-08,NaN,3.3277694204968E-06,NaN,26.2460559157507,84.9999254900933,""
-234.380695104599,84.9999999469795,3.12349648005404E-08,NaN,3.12349648005404E-06,NaN,26.2498377951322,84.9999239826868,""
-221.094097137451,84.9999997501706,2.90795383155448E-08,NaN,2.90795383155448E-06,NaN,26.2586802741914,84.9999224752504,""
-207.807763814926,84.9999999614864,2.67524475505276E-08,NaN,2.67524475505276E-06,NaN,26.2825572033357,84.9999198060104,""
-194.521165847778,85.0000001766357,2.44206696278078E-08,NaN,2.44206696278078E-06,NaN,26.3182079805023,84.9999171367173,""
-181.234832286835,85.0000000968679,2.46752135239297E-08,NaN,2.46752135239297E-06,NaN,26.3416743935413,84.9999157682393,""
-167.948234558105,85.0000000142852,2.50000534731876E-08,NaN,2.50000534731876E-06,NaN,26.3556012218975,84.9999143997342,""
-154.66190123558,85.0000000552432,2.41899290526917E-08,NaN,2.41899290526917E-06,NaN,26.4130845726822,84.9999147708156,""
-141.375303268433,85.0000000973998,2.33487706395758E-08,NaN,2.33487706395757E-06,NaN,26.50467217923,84.9999151419044,""
-128.088969945908,85.0000001423584,2.22061188986159E-08,NaN,2.22061188986159E-06,NaN,26.5434164962231,84.9999154486343,""
-114.802372217178,85.0000001873456,2.10551587280954E-08,NaN,2.10551587280954E-06,NaN,26.5407923239412,84.9999157553703,""
-101.516038894653,84.9999997933012,2.13708211878193E-08,NaN,2.13708211878193E-06,NaN,26.5073501110851,84.9999148748394,""
-88.2294409275055,84.9999993948546,2.17270147600715E-08,NaN,2.17270147600715E-06,NaN,26.4497818845651,84.9999139942911,""
-74.9431076049805,84.9999995889278,2.2315148572472E-08,NaN,2.2315148572472E-06,NaN,26.4270773333725,84.9999119632201,""
-61.6565096378326,84.9999997890286,2.29097382999081E-08,NaN,2.29097382999081E-06,NaN,26.4316615787357,84.9999099321087,""
-48.3701763153076,85.0000000392668,2.44601629604027E-08,NaN,2.44601629604027E-06,NaN,26.4406847179716,84.9999075748748,""
-35.0835783481598,85.0000002900276,2.60373193813737E-08,NaN,2.60373193813737E-06,NaN,26.4531824485475,84.9999052175938,""
-34.7206251621246,85.0000002887988,2.60804029419121E-08,NaN,2.60804029419121E-06,NaN,26.4535238520537,84.999899216191,""
-21.4342918395996,85.0000000628286,NaN,NaN,NaN,NaN,26.456148409367,84.999679527698,""
-8.14795851707459,84.9999997238039,NaN,NaN,NaN,NaN,26.4518634295513,84.9994549758872,""
0,84.9999954517413,NaN,NaN,NaN,NaN,26.4423711725512,84.999210993436,"Reaction start"
18.0622842311859,84.9999859814905,NaN,NaN,NaN,NaN,26.3902441215975,84.9986701364383,""
31.3486175537109,84.9999938274131,NaN,NaN,NaN,NaN,26.375731411584,84.998550911021,""
44.6352152824402,85.0000018333708,NaN,NaN,NaN,NaN,26.3798666104463,84.998431683231,""
57.9215486049652,85.0000046572312,NaN,NaN,NaN,NaN,26.3720313876975,84.9984230555447,""
71.208146572113,85.0000074244013,NaN,NaN,NaN,NaN,26.3548298058737,84.9984144276865,""
84.4944798946381,85.0000066145178,NaN,NaN,NaN,NaN,26.3401766487142,84.9984612716289,""
97.7810778617859,85.0000057648853,NaN,NaN,NaN,NaN,26.3275167875734,84.9985081165044,""
111.067411422729,85.0000047599487,NaN,NaN,NaN,NaN,26.3172482999167,84.998578645438,""
124.354009151459,85.0000037532425,NaN,NaN,NaN,NaN,26.3088502407419,84.9986491757739,""
137.640342473984,85.0000027431639,NaN,NaN,NaN,NaN,26.3050065659862,84.9987211197757,""
150.926940441132,85.0000017330264,NaN,NaN,NaN,NaN,26.3047254019051,84.9987930652104,""
164.213273763657,85.0000010406128,NaN,NaN,NaN,NaN,26.3083226236243,84.9988594287876,""
177.499871730804,85.0000003518641,NaN,NaN,NaN,NaN,26.3149535777514,84.9989257936867,""
190.786205053329,85.000000175522,NaN,NaN,NaN,NaN,26.3105533162556,84.9989803939974,""
204.072802782059,85.0000000051902,NaN,NaN,NaN,NaN,26.2975251750907,84.9990349953948,""
217.359136104584,84.9999994533592,NaN,NaN,NaN,NaN,26.2897558333054,84.9990825626728,""
230.645734071732,84.9999988969798,NaN,NaN,NaN,NaN,26.2860988906509,84.9991301308983,""
243.932067394257,84.9999989128592,NaN,NaN,NaN,NaN,26.2855216215955,84.9991756562025,""
257.218665361404,84.9999989356353,NaN,NaN,NaN,NaN,26.2873526139511,84.9992211824134,""
270.504998683929,84.9999988000987,NaN,NaN,NaN,NaN,26.2991842589142,84.9992620698661,""
283.791596651077,84.9999986626266,NaN,NaN,NaN,NaN,26.3188361274177,84.9993029581332,""
297.077929973602,84.9999988171986,NaN,NaN,NaN,NaN,26.320620001311,84.999336916808,""
310.36452794075,84.9999989753851,NaN,NaN,NaN,NaN,26.3084335595156,84.9993708761593,""
323.650861263275,84.9999989907667,NaN,NaN,NaN,NaN,26.3067277595595,84.9993949420731,""
336.937458992004,84.9999990043603,NaN,NaN,NaN,NaN,26.3132156945586,84.9994190084658,""
350.223792314529,84.9999990229046,NaN,NaN,NaN,NaN,26.3209175358351,84.9994360327015,""
363.510390281677,84.9999990415121,NaN,NaN,NaN,NaN,26.3295686090454,84.9994530572763,""
376.796723604202,84.9999992082014,NaN,NaN,NaN,NaN,26.3233868879266,84.9994677692447,""
390.08332157135,84.9999993767952,NaN,NaN,NaN,NaN,26.3056105016266,84.9994824815062,""
403.369655132294,84.9999995537161,NaN,NaN,NaN,NaN,26.2927355310865,84.9994988920835,""
416.656252861023,84.9999997307488,NaN,NaN,NaN,NaN,26.2836911156813,84.9995153029872,""
429.942586183548,84.9999997550936,NaN,NaN,NaN,NaN,26.2819138719371,84.9995327535982,""
443.229184150696,84.9999997774306,NaN,NaN,NaN,NaN,26.2858162235821,84.9995502045567,""
456.515517473221,84.9999998496363,NaN,NaN,NaN,NaN,26.286224130198,84.9995654450175,""
469.802115440369,84.9999999225074,NaN,NaN,NaN,NaN,26.2839011885335,84.9995806857817,""
483.088448762894,84.9999998587859,NaN,NaN,NaN,NaN,26.2835660280717,84.999591033316,""
496.375046491623,84.9999997932234,NaN,NaN,NaN,NaN,26.2847841548644,84.9996013810563,""
509.661379814148,85.000000131746,NaN,NaN,NaN,NaN,26.2878448702594,84.9996051649717,""
522.947977781296,85.000000475782,NaN,NaN,NaN,NaN,26.2923454201182,84.9996089489625,""
536.234311103821,85.0000002460997,NaN,NaN,NaN,NaN,26.2815921737372,84.999610105695,""
549.520909070969,85.000000008504,NaN,NaN,NaN,NaN,26.2589207966623,84.9996112624506,""
562.807242393494,84.999999901025,NaN,NaN,NaN,NaN,26.2413893479146,84.9996150341145,""
576.093840360641,84.9999997953582,NaN,NaN,NaN,NaN,26.2278727642182,84.9996188058536,""
589.380173683167,84.9999999955949,NaN,NaN,NaN,NaN,26.2243826834779,84.9996245426899,""
602.666771650314,85.0000002001493,NaN,NaN,NaN,NaN,26.2287248908712,84.9996302796405,""
615.953104972839,84.9999998519904,NaN,NaN,NaN,NaN,26.2354516762895,84.9996350324814,""
629.239702701569,84.9999994959434,NaN,NaN,NaN,NaN,26.2440413123882,84.9996397854168,""
642.526036024094,84.9999999984786,NaN,NaN,NaN,NaN,26.256647824277,84.9996444147488,""
655.812633991241,85.0000005134023,NaN,NaN,NaN,NaN,26.2723921421827,84.999649044173,""
669.098967313766,85.0000003213308,NaN,NaN,NaN,NaN,26.288883248078,84.9996503593356,""
682.385565280914,85.0000001189509,NaN,NaN,NaN,NaN,26.305958166488,84.9996516745244,""
695.671898841858,85.0000000647459,NaN,NaN,NaN,NaN,26.301439312639,84.9996518558245,""
708.958496570587,85.000000012723,NaN,NaN,NaN,NaN,26.2800573289412,84.9996520371282,""
722.244829893112,84.999999962975,NaN,NaN,NaN,NaN,26.2762954533896,84.9996534712439,""
735.53142786026,84.9999999132598,NaN,NaN,NaN,NaN,26.2862921954169,84.9996549053883,""
748.817761182785,85.0000001328028,NaN,NaN,NaN,NaN,26.2941999645793,84.9996570073024,""
762.104359149933,85.0000003564026,NaN,NaN,NaN,NaN,26.300476961148,84.9996591092583,""
775.390692472458,85.0000002272996,NaN,NaN,NaN,NaN,26.2946837791898,84.9996608606043,""
788.677290201187,85.00000009283,NaN,NaN,NaN,NaN,26.2794668568179,84.999662611985,""
801.963623523712,85.0000002135812,NaN,NaN,NaN,NaN,26.2675162155562,84.9996639833839,""
815.25022149086,85.0000003382567,NaN,NaN,NaN,NaN,26.2581150240457,84.9996653548101,""
828.536554813385,85.0000000028252,NaN,NaN,NaN,NaN,26.2540856696862,84.9996657152754,""
841.823152780533,84.9999996602437,NaN,NaN,NaN,NaN,26.2542494418033,84.9996660757479,""
855.109486103058,84.9999998697944,NaN,NaN,NaN,NaN,26.2598941374779,84.999669587601,""
868.396084070206,85.0000000880088,NaN,NaN,NaN,NaN,26.2698171097284,84.9996730995241,""
881.682417392731,84.9999999376742,NaN,NaN,NaN,NaN,26.2736311497621,84.9996771223369,""
894.969015359879,84.9999997814981,NaN,NaN,NaN,NaN,26.2726774489751,84.9996811452299,""
908.255348682404,84.9999998689389,NaN,NaN,NaN,NaN,26.2680621650188,84.9996872796477,""
921.541946649551,84.9999999602795,NaN,NaN,NaN,NaN,26.2605891701406,84.9996934141877,""
934.828279972076,84.9999999907282,NaN,NaN,NaN,NaN,26.2613816908652,84.9996953666144,""
948.114877700806,85.0000000201935,NaN,NaN,NaN,NaN,26.268624233855,84.9996973190799,""
961.401211023331,85.0000000634575,NaN,NaN,NaN,NaN,26.2729045672926,84.9996958751426,""
974.687808990479,85.0000001069476,NaN,NaN,NaN,NaN,26.2748736793223,84.9996944311766,""
987.974142551422,85.000000133966,NaN,NaN,NaN,NaN,26.2699435699309,84.999693522974,""
1001.26074028015,85.0000001607135,NaN,NaN,NaN,NaN,26.2596303497901,84.9996926147535,""
1014.54707360268,85.0000000778609,NaN,NaN,NaN,NaN,26.2466487523295,84.9996913394797,""
1027.83367156982,84.9999999931834,NaN,NaN,NaN,NaN,26.2315849317737,84.9996900641805,""
1041.12000489235,85.000000069205,NaN,NaN,NaN,NaN,26.2257202503332,84.9996894456127,""
1054.4066028595,85.0000001479271,NaN,NaN,NaN,NaN,26.2270315864892,84.9996888270325,""
1067.69293618202,85.000000238636,NaN,NaN,NaN,NaN,26.2215613883963,84.9996910529551,""
1080.97953391075,85.00000032955,NaN,NaN,NaN,NaN,26.2108011665629,84.999693278922,""
1094.26586723328,85.0000001621133,NaN,NaN,NaN,NaN,26.2018424009163,84.9996956797766,""
1107.55246520042,84.9999999902524,NaN,NaN,NaN,NaN,26.1942884019962,84.9996980806789,""
1120.83879852295,85.0000001128306,NaN,NaN,NaN,NaN,26.194303548274,84.9996961240192,""
