Summary
Name,"Ampoule (4-14-16) NO2-Ph-N2-OTs V2 PK1.rslt"
Start time,2016 апр 14 - 15:12
End time,2016 апр 16 - 23:39
Operator,"Alex"
Results file path,"C:\Users\S\Documents\Diazo\Ampoule (4-14-16) NO2-Ph-N2-OTs V2 PK1.rslt"
General Experiment Info
Bath temperature,85°C
,Sample - Ch 1,Sample - Ch 1,Sample - Ch 1
Total mass,10mg,10mg,10mg
Name,"NO2-Ph-N2-OTs V2 PK1","NO2-Ph-N2-OTs V2 PK1","NO2-Ph-N2-OTs V2 PK1"
,Component - NO2-Ph-N2-OTs,Component - NO2-Ph-N2-OTs,Component - NO2-Ph-N2-OTs
Mass,10mg,10mg,10mg
Name,"NO2-Ph-N2-OTs","NO2-Ph-N2-OTs","NO2-Ph-N2-OTs"
Physical shape,"Powder","Powder","Powder"

"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Room Temperature","Ampoule A Temperature","Ampoule B Temperature","Time markers"
-1817.64410328865,NaN,NaN,NaN,NaN,NaN,NaN,84.9999098692464,84.999908703852,""
-1817.64366984367,84.9999997918544,NaN,NaN,NaN,NaN,NaN,84.9999098692253,84.9999087038309,""
-1817.26100873947,84.9999997965635,4.26354302652287E-08,NaN,4.26354302652287E-06,NaN,NaN,84.9999098506001,84.9999086851329,""
-1815.44594860077,84.9999998188999,4.27344064291594E-08,NaN,4.27344064291594E-06,NaN,24.1102680052286,84.9999097622561,84.9999085964438,""
-1783.77814769745,85.0000002086075,4.44612679180429E-08,NaN,4.44612679180429E-06,NaN,24.2885438083379,84.9999082208957,84.9999070490625,""
-1766.8453142643,85.0000001764191,4.44561959831043E-08,NaN,4.44561959831043E-06,NaN,24.3165107425903,84.9999061314049,84.9999049604037,""
-1749.91219210625,85.0000001442116,4.44295914652641E-08,NaN,4.44295914652641E-06,NaN,24.3344309505291,84.9999040418785,84.9999028717093,""
-1732.97935891151,84.9999999735124,4.38463597948419E-08,NaN,4.38463597948419E-06,NaN,24.2943751803634,84.9999049779925,84.9999038086471,""
-1716.04623651505,84.9999998027925,4.32501841420822E-08,NaN,4.32501841420822E-06,NaN,24.2456722415841,84.9999059141225,84.999904745601,""
-1699.11340308189,84.999999926037,4.31576320845348E-08,NaN,4.31576320845348E-06,NaN,24.2835300760112,84.9999086527827,84.999907485187,""
-1682.18028116226,85.0000000493363,4.30768027526609E-08,NaN,4.30768027526609E-06,NaN,24.3342961429474,84.9999113914896,84.9999102248197,""
-1665.24744772911,85.0000001916027,4.25013976388126E-08,NaN,4.25013976388126E-06,NaN,24.3402664221975,84.9999122644465,84.9999110961006,""
-1648.31432557106,85.0000003338758,4.19144470184523E-08,NaN,4.19144470184523E-06,NaN,24.3395581124097,84.9999131374183,84.9999119673963,""
-1631.38149237633,85.0000001658219,4.18750518231153E-08,NaN,4.18750518231153E-06,NaN,24.3222142598717,84.9999141355294,84.9999129696979,""
-1614.44836997986,84.9999999976777,4.18484511774646E-08,NaN,4.18484511774646E-06,NaN,24.3023902108412,84.9999151336575,84.9999139720166,""
-1597.51553654671,84.9999998523324,4.24484530970592E-08,NaN,4.24484530970592E-06,NaN,24.3103098834453,84.9999177973195,84.9999166276275,""
-1580.58241438866,84.9999997069923,4.30631354567162E-08,NaN,4.30631354567162E-06,NaN,24.3223648360136,84.9999204610268,84.9999192832837,""
-1563.64958119392,85.0000000468253,4.39429790115662E-08,NaN,4.39429790115662E-06,NaN,24.3421670241667,84.9999191368715,84.999917964093,""
-1546.71645879745,85.0000003868504,4.48290575402256E-08,NaN,4.48290575402256E-06,NaN,24.3631241303684,84.9999178126935,84.9999166448798,""
-1529.7836253643,85.0000001385112,4.41264175721031E-08,NaN,4.41264175721031E-06,NaN,24.3434098224705,84.9999146305298,84.9999134605811,""
-1512.85050344467,84.9999998899116,4.338643065619E-08,NaN,4.338643065619E-06,NaN,24.3176349998574,84.9999114483119,84.9999102762282,""
-1495.91767001152,84.9999999239781,4.32122030665401E-08,NaN,4.32122030665401E-06,NaN,24.3223854379083,84.9999067619154,84.9999055902377,""
-1478.98454785347,84.9999999581827,4.30512926154814E-08,NaN,4.30512926154814E-06,NaN,24.3316836119602,84.9999020754391,84.9999009041673,""
-1462.05171465874,85.0000001711848,4.25225394139737E-08,NaN,4.25225394139737E-06,NaN,24.3334372975484,84.9998986222111,84.9998974558951,""
-1445.11859226227,85.0000003842866,4.19851003356934E-08,NaN,4.19851003356934E-06,NaN,24.3340672121695,84.9998951689241,84.9998940075641,""
-1428.18575882912,85.000000001354,4.13740819086301E-08,NaN,4.13740819086301E-06,NaN,24.3418309532615,84.9998976651314,84.9998965022336,""
-1411.25263667107,84.9999996180639,4.07613139971969E-08,NaN,4.07613139971969E-06,NaN,24.350657320056,84.9999001613812,84.9998989969456,""
-1394.31980323792,84.9999998824155,4.16061025545826E-08,NaN,4.16061025545826E-06,NaN,24.3271889740901,84.9999036808186,84.999902513714,""
-1377.38668131828,85.0000001471864,4.24854147939495E-08,NaN,4.24854147939495E-06,NaN,24.2989110954769,84.999907200316,84.9999060305423,""
-1360.45384812355,85.000000012365,4.30122733553796E-08,NaN,4.30122733553796E-06,NaN,24.2718880677296,84.9999087084117,84.9999075397322,""
-1343.52072572708,84.9999998772651,4.35307809542531E-08,NaN,4.35307809542531E-06,NaN,24.2450513440769,84.9999102165331,84.9999090489479,""
-1326.58789229393,84.9999999076819,4.30714423205763E-08,NaN,4.30714423205763E-06,NaN,24.2473170415878,84.9999109959109,84.9999098287161,""
