Summary
Name,"Ampoule (12-20-16) o-NO2-Ph-N2-OTf-75.rslt"
Start time,2016 дек 20 - 15:31
End time,2017 фев 07 - 10:55
Operator,"Alex"
Results file path,"S:\TAM-work\Diazo\Ampoule (12-20-16) o-NO2-Ph-N2-OTf-75.rslt"
General Experiment Info
Bath temperature,75°C
,Sample - Ch 1
Total mass,10mg
Name,"o-NO2-Ph-N2-OTf-75"
,Component - o-NO2-Ph-N2-OTf
Mass,10mg
Name,"o-NO2-Ph-N2-OTf"
Physical shape,"Powder"

"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Time markers"
-1562.50952410698,NaN,1.90478539304905E-07,NaN,1.90478539304905E-05,NaN,""
-1400.57499814034,NaN,1.87010681282048E-07,NaN,1.87010681282048E-05,NaN,""
-1292.44467949867,74.9999999801046,1.87765662853644E-07,NaN,1.87765662853644E-05,NaN,""
-1211.47741651535,74.9999999862789,1.88683743835209E-07,NaN,1.88683743835209E-05,NaN,""
-1076.70594644547,74.999999996556,1.91374961279296E-07,NaN,1.91374961279296E-05,NaN,""
-914.771420478821,75.0000000089045,1.8894605220707E-07,NaN,1.8894605220707E-05,NaN,""
-752.836894750595,75.000000021253,1.84922501210096E-07,NaN,1.84922501210096E-05,NaN,""
-590.902368783951,75.0000000336015,1.8189829582412E-07,NaN,1.8189829582412E-05,NaN,""
-509.935105800629,75.0000000335194,1.81249882662495E-07,NaN,1.81249882662495E-05,NaN,""
-428.967842817307,75.0000000333358,1.80601469500871E-07,NaN,1.80601469500871E-05,NaN,""
-267.033317089081,75.0000000329686,1.83733867345985E-07,NaN,1.83733867345985E-05,NaN,""
-105.098791122437,75.0000000326014,1.85019885410603E-07,NaN,1.85019885410603E-05,NaN,""
0,75.0000000323631,NaN,NaN,NaN,NaN,"Reaction start"
351.417246341705,75.0000000020133,NaN,NaN,NaN,NaN,""
816.058798551559,74.9999999433109,NaN,NaN,NaN,NaN,""
1518.89329123497,74.9999999771667,NaN,NaN,NaN,NaN,""
1870.31053757668,74.9999999660616,NaN,NaN,NaN,NaN,"Measuring position"
2221.72778391838,74.9999999549566,NaN,NaN,NaN,NaN,""
2750.79153347015,75.0000000140298,NaN,NaN,NaN,NaN,"Signal correct"
3102.20877981186,75.0000000654667,NaN,NaN,NaN,NaN,""
3146.6288228035,75.0000000734768,4.97808682192766E-06,0.00198579722392843,0.000497808682192766,0.198579722392843,""
3627.39676952362,75.0000001601721,4.97894652952963E-06,0.00437940468465423,0.000497894652952963,0.437940468465423,""
3978.81401586533,75.0000000551228,4.97211216942752E-06,0.00612654319559808,0.000497211216942752,0.612654319559808,""
4330.23126220703,74.9999999500736,4.95218317601204E-06,0.00786935042186058,0.000495218317601204,0.786935042186058,""
4681.64850854874,75.0000000205954,4.92874692507696E-06,0.00960589547712549,0.000492874692507696,0.960589547712549,""
5033.06575489044,75.0000000911171,4.89901999281918E-06,0.0113312085877973,0.000489901999281918,1.13312085877973,""
5384.48300123215,75.0000000454038,4.86616815771177E-06,0.0130480290041891,0.000486616815771177,1.30480290041891,""
5735.90024757385,74.9999999996905,4.82758621515717E-06,0.0147492764402094,0.000482758621515717,1.47492764402094,""
6087.31749391556,74.9999999617428,4.78622945341842E-06,0.0164400902860131,0.000478622945341842,1.64400902860131,""
6438.73474025726,74.999999923795,4.73967009759992E-06,0.018111341871688,0.000473967009759992,1.8111341871688,""
6790.15198659897,74.9999999754461,4.69310803785968E-06,0.0197713473970249,0.000469310803785968,1.97713473970249,""
7141.56923294067,75.0000000270971,4.64654079365134E-06,0.0214097898570356,0.000464654079365134,2.14097898570356,""
7492.98647928238,75.0000000576207,4.59848330479216E-06,0.023036626378923,0.000459848330479216,2.3036626378923,""
7844.40372562408,75.0000000881443,4.54750326923277E-06,0.024640702278153,0.000454750326923277,2.4640702278153,""
8195.82097196579,74.9999999870629,4.49669412245249E-06,0.0262328892590995,0.000449669412245249,2.62328892590995,""
8547.2382183075,74.9999998859815,4.44622780933091E-06,0.027801224929419,0.000444622780933091,2.7801224929419,""
8898.6554646492,74.9999999204614,4.39531751055449E-06,0.0293577554729919,0.000439531751055449,2.93577554729919,""
9250.07271099091,74.9999999549413,4.34349587172371E-06,0.0308900544119312,0.000434349587172371,3.08900544119312,""
9601.48995733261,75.0000000112748,4.29170596057027E-06,0.032410587822478,0.000429170596057027,3.2410587822478,""
9952.90720367432,75.0000000676081,4.23998269486854E-06,0.0339064071972141,0.000423998269486854,3.39064071972141,""
10304.324450016,75.0000000444976,4.19217336024474E-06,0.0353920356143427,0.000419217336024474,3.53920356143427,""
10655.7416965961,75.000000021387,4.15277892399954E-06,0.036855753612681,0.000415277892399954,3.6855753612681,""
11007.1589429379,75.0000000059044,4.11358972661959E-06,0.0383108723773177,0.000411358972661959,3.83108723773177,""
11358.5761892796,74.9999999904217,4.07485226582659E-06,0.0397470639834204,0.000407485226582659,3.97470639834204,""
11709.9934356213,74.9999999833849,4.03416086336469E-06,0.0411741784475066,0.000403416086336469,4.11741784475066,""
12061.410681963,74.9999999763481,3.98906575975284E-06,0.0425808352790177,0.000398906575975284,4.25808352790177,""
12412.8279283047,74.9999999795356,3.94587863276463E-06,0.0439785596218337,0.000394587863276463,4.39785596218337,""
12764.2451746464,74.9999999827231,3.90709557825839E-06,0.0453556656157822,0.000390709557825839,4.53556656157822,""
13115.6624209881,74.9999999817226,3.86979083876466E-06,0.0467251704673359,0.000386979083876466,4.67251704673359,""
