t; T; m; Hf; dT
4.262666;48.09515;9.440299;-52.72656;0.6538272
4.271000;48.13964;9.440291;-52.71030;0.6557111
4.279333;48.18788;9.439952;-52.69340;0.6576705
4.287666;48.24202;9.439592;-52.67402;0.6599174
4.296000;48.29178;9.439439;-52.65663;0.6619376
4.304333;48.34160;9.439652;-52.63921;0.6639590
4.312667;48.38922;9.440001;-52.62174;0.6659790
4.321000;48.43690;9.440156;-52.60422;0.6680047
4.329334;48.48496;9.439976;-52.58653;0.6700501
4.337666;48.53534;9.439642;-52.56800;0.6721915
4.346000;48.58262;9.439428;-52.55049;0.6742158
4.354334;48.63866;9.439416;-52.53093;0.6764832
4.362666;48.68426;9.439551;-52.51394;0.6784444
4.371000;48.73406;9.439589;-52.49548;0.6805768
4.379334;48.78924;9.439472;-52.47514;0.6829259
4.387666;48.83617;9.439246;-52.45764;0.6849438
4.396000;48.88413;9.439106;-52.43855;0.6871372
4.404333;48.93109;9.439130;-52.42096;0.6891644
4.412666;48.98965;9.439232;-52.39916;0.6916796
4.421000;49.03809;9.439228;-52.38098;0.6937737
4.429333;49.08379;9.439066;-52.36384;0.6957490
4.437667;49.13660;9.438859;-52.34262;0.6981834
4.446000;49.18592;9.438736;-52.32404;0.7003220
4.454334;49.23770;9.438794;-52.30454;0.7025674
4.462666;49.29219;9.438938;-52.28396;0.7049360
4.471000;49.34166;9.439014;-52.26370;0.7072556
4.479334;49.39436;9.438926;-52.24374;0.7095526
4.487666;49.44696;9.438781;-52.22378;0.7118484
4.496000;49.49353;9.438742;-52.20447;0.7140546
4.504334;49.54520;9.438913;-52.18305;0.7165032
4.512666;49.59600;9.439186;-52.16367;0.7187309
4.521000;49.64724;9.439293;-52.14228;0.7211742
4.529333;49.69824;9.439088;-52.12274;0.7234170
4.537666;49.74706;9.438718;-52.10314;0.7256594
4.546000;49.79824;9.438426;-52.08437;0.7278216
4.554333;49.84997;9.438368;-52.06332;0.7302272
4.562667;49.90184;9.438461;-52.04406;0.7324415
4.571000;49.95688;9.438508;-52.02138;0.7350336
4.579334;50.00772;9.438355;-52.00034;0.7374349
4.587666;50.05714;9.437975;-51.98184;0.7395606
4.596000;50.10367;9.437550;-51.96241;0.7417751
4.604334;50.16180;9.437394;-51.93618;0.7447442
4.612666;50.21844;9.437676;-51.91432;0.7472502
4.621000;50.27119;9.438094;-51.89192;0.7498013
4.629334;50.32317;9.438224;-51.87190;0.7520962
4.637666;50.36941;9.437994;-51.85213;0.7543464
4.646000;50.42110;9.437644;-51.82989;0.7568764
4.654333;50.47538;9.437530;-51.80864;0.7593094
4.662666;50.53178;9.437778;-51.78404;0.7621055
4.671000;50.58078;9.438231;-51.76264;0.7645364
4.679333;50.63070;9.438547;-51.74072;0.7670235
4.687667;50.68076;9.438519;-51.72100;0.7692813
4.696000;50.73330;9.438184;-51.69772;0.7719215
4.704334;50.79134;9.437863;-51.67098;0.7749342
4.712666;50.83825;9.437874;-51.65012;0.7772997
4.721000;50.89432;9.438095;-51.62731;0.7799011
4.729334;50.94538;9.438278;-51.60435;0.7825018
4.737666;50.99546;9.438166;-51.58175;0.7850605
4.746000;51.04290;9.437830;-51.56030;0.7874895
4.754334;51.09206;9.437616;-51.53794;0.7900176
4.762666;51.15250;9.437665;-51.51261;0.7929001
4.771000;51.20524;9.437847;-51.48843;0.7956340
4.779333;51.26140;9.437804;-51.46224;0.7985768
4.787666;51.31007;9.437454;-51.43982;0.8011084
4.796000;51.36153;9.436996;-51.41604;0.8037937
4.804333;51.40681;9.436754;-51.39506;0.8061630
4.812667;51.46359;9.436860;-51.37082;0.8089155
4.821000;51.51638;9.437181;-51.34604;0.8117095
4.829334;51.56931;9.437445;-51.32116;0.8145150
4.837666;51.61688;9.437338;-51.29880;0.8170216
4.846000;51.67326;9.437003;-51.27440;0.8197892
4.854334;51.72765;9.436741;-51.24863;0.8226918
4.862666;51.77602;9.436795;-51.22567;0.8252768
4.871000;51.82292;9.437058;-51.20328;0.8277980
4.879334;51.87232;9.437226;-51.17965;0.8304554
4.887666;51.92404;9.437128;-51.15488;0.8332422
4.896000;51.97984;9.436852;-51.12806;0.8362550
4.904333;52.03559;9.436686;-51.10167;0.8392081
4.912666;52.07810;9.436778;-51.08113;0.8415170
4.921000;52.13170;9.437105;-51.05524;0.8444245
4.929333;52.18548;9.437345;-51.02917;0.8473501
4.937667;52.23549;9.437316;-51.00484;0.8500809
4.946000;52.29304;9.437069;-50.97856;0.8530449
4.954334;52.33800;9.436788;-50.95484;0.8556863
4.962666;52.38925;9.436712;-50.93206;0.8582476
4.971000;52.44208;9.436899;-50.90610;0.8611566
4.979334;52.49300;9.437036;-50.88101;0.8639670
4.987666;52.54451;9.436868;-50.85556;0.8668164
4.996000;52.59129;9.436425;-50.83228;0.8694215
5.004334;52.64454;9.435975;-50.80591;0.8723719
5.012666;52.69641;9.435859;-50.78104;0.8751438
5.021000;52.74550;9.436094;-50.75656;0.8778809
5.029333;52.79948;9.436410;-50.72983;0.8808691
5.037666;52.85027;9.436512;-50.70446;0.8837028
5.046000;52.89910;9.436291;-50.68006;0.8864295
5.054333;52.94950;9.435894;-50.65486;0.8892424
5.062667;52.99942;9.435696;-50.63086;0.8919122
5.071000;53.05312;9.435832;-50.60410;0.8948981
5.079334;53.09522;9.436166;-50.58264;0.8972919
5.087666;53.15387;9.436368;-50.55350;0.9005380
5.096000;53.21113;9.436258;-50.52504;0.9037098
5.104334;53.25599;9.435959;-50.50218;0.9062569
5.112666;53.30615;9.435747;-50.47800;0.9089406
5.121000;53.35848;9.435835;-50.45169;0.9118707
5.129334;53.40889;9.436081;-50.42619;0.9147076
5.137666;53.46030;9.436194;-50.40026;0.9175919
5.146000;53.51000;9.436041;-50.37512;0.9203871
5.154333;53.55719;9.435722;-50.35102;0.9230668
5.162666;53.60972;9.435444;-50.32581;0.9258600
5.171000;53.66158;9.435436;-50.29959;0.9287732
5.179333;53.70628;9.435632;-50.27648;0.9313391
5.187667;53.76150;9.435781;-50.24875;0.9344162
5.196000;53.80793;9.435769;-50.22480;0.9370734
5.204334;53.86112;9.435621;-50.19922;0.9399038
5.212666;53.90717;9.435516;-50.17540;0.9425462
5.221000;53.95462;9.435597;-50.15097;0.9452539
5.229334;54.00546;9.435844;-50.12510;0.9481195
5.237666;54.05457;9.436046;-50.09994;0.9509059
5.246000;54.10514;9.435995;-50.07414;0.9537629
5.254334;54.15514;9.435691;-50.04980;0.9564503
5.262666;54.20650;9.435347;-50.02363;0.9593449
5.271000;54.25500;9.435219;-49.99882;0.9620891
5.279332;54.30200;9.435300;-49.97484;0.9647401
5.287666;54.35098;9.435480;-49.95012;0.9674731
5.296000;54.39938;9.435640;-49.92578;0.9701632
5.304332;54.44734;9.435720;-49.90164;0.9728291
5.312668;54.49727;9.435678;-49.87800;0.9754340
5.321000;54.54749;9.435584;-49.85483;0.9779785
5.329334;54.58990;9.435566;-49.83326;0.9803594
5.337666;54.64593;9.435668;-49.80650;0.9833103
5.346000;54.68996;9.435782;-49.78454;0.9857336
5.354334;54.73062;9.435816;-49.76389;0.9880106
5.362666;54.78678;9.435762;-49.73867;0.9907849
5.371000;54.83544;9.435593;-49.71534;0.9933549
5.379334;54.87774;9.435465;-49.69446;0.9956549
5.387666;54.92671;9.435439;-49.67116;0.9982209
5.396000;54.97764;9.435551;-49.64729;1.000848
5.404332;55.02446;9.435715;-49.62622;1.003161
5.412666;55.07352;9.435806;-49.60328;1.005684
5.421000;55.12230;9.435738;-49.58064;1.008173
5.429332;55.17443;9.435616;-49.55856;1.010588
5.437668;55.22076;9.435544;-49.53813;1.012828
5.446000;55.26890;9.435566;-49.51600;1.015260
5.454334;55.31428;9.435681;-49.49484;1.017584
5.462666;55.36000;9.435676;-49.47371;1.019905
5.471000;55.40896;9.435509;-49.45170;1.022321
5.479334;55.45386;9.435348;-49.43120;1.024573
5.487666;55.50344;9.435356;-49.41020;1.026871
5.496000;55.54798;9.435576;-49.38989;1.029100
5.504334;55.59502;9.435881;-49.36880;1.031416
5.512666;55.64558;9.436018;-49.34824;1.033661
5.521000;55.69115;9.435930;-49.32790;1.035892
5.529332;55.73880;9.435707;-49.30709;1.038173
5.537666;55.78220;9.435574;-49.28778;1.040290
5.546000;55.82838;9.435656;-49.26862;1.042385
5.554332;55.87164;9.435794;-49.24948;1.044482
5.562668;55.91336;9.435821;-49.23082;1.046527
5.571000;55.96285;9.435720;-49.21000;1.048805
5.579334;56.00474;9.435603;-49.19330;1.050624
5.587666;56.05028;9.435522;-49.17394;1.052742
5.596000;56.09836;9.435538;-49.15484;1.054827
5.604334;56.14570;9.435561;-49.13512;1.056982
5.612666;56.18800;9.435509;-49.11686;1.058981
5.621000;56.23965;9.435387;-49.09592;1.061268
5.629334;56.28156;9.435334;-49.07811;1.063214
5.637666;56.32465;9.435456;-49.05998;1.065194
5.646000;56.37605;9.435561;-49.03968;1.067411
5.654332;56.41822;9.435482;-49.02446;1.069058
5.662666;56.46476;9.435147;-49.00565;1.071110
5.671000;56.50586;9.434816;-48.98860;1.072971
5.679332;56.54966;9.434751;-48.97094;1.074896
5.687668;56.59850;9.434992;-48.95198;1.076962
5.696000;56.64458;9.435382;-48.93396;1.078926
5.704334;56.68634;9.435656;-48.91720;1.080751
5.712666;56.73447;9.435626;-48.89980;1.082641
5.721000;56.77515;9.435330;-48.88516;1.084226
5.729334;56.81882;9.435044;-48.86825;1.086067
5.737666;56.86018;9.434992;-48.85200;1.087834
5.746000;56.90088;9.435145;-48.83602;1.089574
5.754334;56.94810;9.435238;-48.81843;1.091486
5.762666;56.98943;9.435074;-48.80254;1.093213
5.771000;57.03445;9.434728;-48.78580;1.095032
5.779332;57.07688;9.434480;-48.77124;1.096604
5.787666;57.11962;9.434457;-48.75528;1.098338
5.796000;57.17036;9.434559;-48.73812;1.100196
5.804332;57.21054;9.434657;-48.72290;1.101847
5.812668;57.25708;9.434639;-48.70636;1.103641
5.821000;57.30411;9.434488;-48.68972;1.105445
5.829334;57.34443;9.434358;-48.67484;1.107058
5.837666;57.38482;9.434361;-48.66136;1.108512
5.846000;57.42891;9.434476;-48.64564;1.110214
5.854334;57.47862;9.434570;-48.62881;1.112036
5.862666;57.52335;9.434474;-48.61392;1.113643
5.871000;57.55762;9.434201;-48.60033;1.115118
5.879334;57.60916;9.433989;-48.58402;1.116878
5.887666;57.64824;9.433984;-48.57004;1.118389
5.896000;57.69101;9.434209;-48.55652;1.119844
5.904332;57.73799;9.434488;-48.54090;1.121531
5.912666;57.78288;9.434610;-48.52592;1.123148
5.921000;57.82305;9.434532;-48.51200;1.124652
5.929332;57.86484;9.434334;-48.49780;1.126184
5.937668;57.90740;9.434201;-48.48344;1.127734
5.946000;57.95592;9.434211;-48.46855;1.129335
5.954334;57.99543;9.434305;-48.45622;1.130657
5.962666;58.03421;9.434318;-48.44309;1.132073
5.971000;58.07808;9.434189;-48.42886;1.133606
5.979334;58.11710;9.433947;-48.41572;1.135021
5.987666;58.16203;9.433749;-48.40142;1.136562
5.996000;58.20422;9.433686;-48.38746;1.138064
6.004334;58.24263;9.433705;-48.37569;1.139326
6.012666;58.29005;9.433738;-48.36118;1.140886
6.021000;58.33628;9.433670;-48.34708;1.142401
6.029332;58.37639;9.433613;-48.33418;1.143787
6.037666;58.41600;9.433656;-48.32134;1.145168
6.046000;58.46218;9.433762;-48.30727;1.146680
6.054332;58.50320;9.433806;-48.29441;1.148060
6.062668;58.54203;9.433641;-48.28312;1.149266
6.071000;58.58052;9.433359;-48.27089;1.150578
6.079334;58.62383;9.433157;-48.25858;1.151894
6.087666;58.67158;9.433179;-48.24493;1.153356
6.096000;58.71126;9.433445;-48.23274;1.154663
6.104334;58.74887;9.433786;-48.22090;1.155932
6.112666;58.79868;9.433866;-48.20702;1.157417
6.121000;58.83787;9.433644;-48.19536;1.158665
6.129334;58.87247;9.433336;-48.18538;1.159727
6.137666;58.91235;9.433238;-48.17351;1.160996
6.146000;58.95385;9.433481;-48.16138;1.162294
6.154332;58.99324;9.433809;-48.14994;1.163516
6.162666;59.03480;9.433974;-48.13812;1.164779
6.171000;59.08137;9.433834;-48.12544;1.166133
6.179332;59.12280;9.433444;-48.11386;1.167370
6.187668;59.16451;9.433081;-48.10309;1.168511
6.196000;59.20686;9.432994;-48.09135;1.169764
6.204334;59.24728;9.433131;-48.08000;1.170975
6.212666;59.28570;9.433295;-48.06909;1.172138
6.221000;59.32896;9.433288;-48.05738;1.173386
6.229334;59.36899;9.433099;-48.04630;1.174565
6.237666;59.40581;9.432880;-48.03647;1.175606
6.246000;59.44746;9.432755;-48.02511;1.176816
6.254334;59.48562;9.432840;-48.01450;1.177945
6.262666;59.52899;9.433102;-48.00294;1.179175
6.271000;59.56973;9.433312;-47.99197;1.180339
6.279332;59.60866;9.433312;-47.98184;1.181412
6.287666;59.64132;9.433130;-47.97202;1.182458
6.296000;59.68620;9.432910;-47.96037;1.183696
6.304332;59.72856;9.432831;-47.94922;1.184879
6.312668;59.76730;9.432939;-47.93866;1.186003
6.321000;59.80601;9.433136;-47.92797;1.187138
6.329334;59.84784;9.433218;-47.91696;1.188306
6.337666;59.88593;9.433157;-47.90712;1.189344
6.346000;59.92861;9.432980;-47.89611;1.190512
6.354334;59.97548;9.432816;-47.88480;1.191708
6.362666;60.01259;9.432731;-47.87472;1.192776
6.371000;60.05374;9.432761;-47.86411;1.193899
6.379334;60.09532;9.432788;-47.85339;1.195037
6.387666;60.13881;9.432689;-47.84272;1.196163
6.396000;60.17516;9.432522;-47.83300;1.197190
6.404334;60.21409;9.432384;-47.82383;1.198154
6.412668;60.25507;9.432391;-47.81355;1.199242
6.421000;60.29672;9.432382;-47.80328;1.200325
6.429334;60.33516;9.432300;-47.79342;1.201365
6.437668;60.37178;9.432220;-47.78398;1.202363
6.446000;60.40952;9.432202;-47.77448;1.203366
6.454334;60.44790;9.432235;-47.76492;1.204373
6.462666;60.48492;9.432394;-47.75594;1.205316
6.471000;60.52038;9.432588;-47.74669;1.206291
6.479334;60.56503;9.432641;-47.73628;1.207388
6.487666;60.60784;9.432561;-47.72604;1.208467
6.496000;60.64817;9.432444;-47.71617;1.209507
6.504334;60.68262;9.432465;-47.70740;1.210429
6.512666;60.71926;9.432649;-47.69855;1.211360
6.521000;60.76532;9.432819;-47.68820;1.212449
6.529334;60.80268;9.432836;-47.67932;1.213378
6.537668;60.84576;9.432625;-47.66949;1.214410
6.546000;60.88127;9.432250;-47.66076;1.215326
6.554334;60.92126;9.431991;-47.65154;1.216292
6.562668;60.96187;9.432056;-47.64218;1.217275
6.571000;60.99974;9.432321;-47.63316;1.218220
6.579334;61.04238;9.432547;-47.62350;1.219234
6.587666;61.08342;9.432538;-47.61418;1.220210
6.596000;61.12182;9.432265;-47.60546;1.221120
6.604334;61.16210;9.431900;-47.59632;1.222075
6.612666;61.20280;9.431743;-47.58707;1.223043
6.621000;61.24291;9.431874;-47.57773;1.224021
6.629334;61.28042;9.432211;-47.56876;1.224960
6.637666;61.31589;9.432431;-47.56008;1.225869
6.646000;61.35586;9.432299;-47.55094;1.226824
6.654334;61.39769;9.431952;-47.54143;1.227818
6.662668;61.43648;9.431651;-47.53264;1.228736
6.671000;61.47812;9.431632;-47.52314;1.229730
6.679334;61.51276;9.431848;-47.51429;1.230659
6.687668;61.55186;9.432120;-47.50510;1.231616
6.696000;61.59374;9.432187;-47.49545;1.232626
6.704334;61.63100;9.432031;-47.48647;1.233562
6.712666;61.67283;9.431741;-47.47706;1.234546
6.721000;61.71080;9.431566;-47.46789;1.235503
6.729334;61.74924;9.431591;-47.45876;1.236457
6.737666;61.79301;9.431712;-47.44894;1.237481
6.746000;61.82706;9.431743;-47.44022;1.238393
6.754334;61.86819;9.431656;-47.43100;1.239352
6.762666;61.90381;9.431532;-47.42250;1.240236
6.771000;61.94761;9.431561;-47.41284;1.241245
6.779334;61.98056;9.431736;-47.40470;1.242089
6.787668;62.02786;9.431882;-47.39472;1.243128
6.796000;62.06200;9.431922;-47.38620;1.244016
6.804334;62.10278;9.431820;-47.37712;1.244961
6.812668;62.14340;9.431694;-47.36787;1.245924
6.821000;62.17984;9.431618;-47.35930;1.246813
6.829334;62.22079;9.431681;-47.35011;1.247769
6.837666;62.25698;9.431798;-47.34143;1.248672
6.846000;62.29844;9.431894;-47.33229;1.249622
6.854334;62.33608;9.431863;-47.32334;1.250551
6.862666;62.38206;9.431772;-47.31340;1.251583
6.871000;62.41834;9.431766;-47.30466;1.252491
6.879334;62.45510;9.431786;-47.29587;1.253404
6.887666;62.49760;9.431799;-47.28628;1.254402
6.896000;62.53492;9.431762;-47.27756;1.255306
6.904334;62.57481;9.431652;-47.26859;1.256239
6.912668;62.61776;9.431516;-47.25904;1.257228
6.921000;62.65396;9.431428;-47.25004;1.258162
6.929334;62.69457;9.431428;-47.24070;1.259132
6.937668;62.73718;9.431530;-47.23144;1.260091
6.946000;62.77407;9.431632;-47.22283;1.260983
6.954334;62.81526;9.431641;-47.21350;1.261950
6.962666;62.85439;9.431608;-47.20455;1.262876
6.971000;62.89831;9.431532;-47.19498;1.263867
6.979334;62.93532;9.431449;-47.18596;1.264802
6.987666;62.97786;9.431424;-47.17636;1.265797
6.996000;63.00867;9.431414;-47.16797;1.266663
7.004334;63.04810;9.431395;-47.15884;1.267609
7.012666;63.08787;9.431324;-47.14946;1.268581
7.021000;63.12502;9.431194;-47.14039;1.269522
7.029334;63.16594;9.431072;-47.13078;1.270517
7.037668;63.20970;9.431000;-47.12094;1.271537
7.046000;63.24338;9.430914;-47.11197;1.272466
7.054334;63.29296;9.430816;-47.10156;1.273543
7.062668;63.32787;9.430746;-47.09256;1.274476
7.071000;63.36521;9.430738;-47.08344;1.275418
7.079334;63.39951;9.430791;-47.07467;1.276325
7.087666;63.44614;9.430822;-47.06432;1.277396
7.096000;63.48082;9.430822;-47.05514;1.278346
7.104334;63.52266;9.430732;-47.04540;1.279353
7.112666;63.55618;9.430634;-47.03632;1.280292
7.121000;63.60041;9.430585;-47.02642;1.281316
7.129334;63.63604;9.430686;-47.01724;1.282265
7.137666;63.67838;9.430853;-47.00762;1.283259
7.146000;63.71791;9.430962;-46.99817;1.284235
7.154334;63.76712;9.430918;-46.98750;1.285339
7.162668;63.80280;9.430724;-46.97807;1.286312
7.171000;63.84224;9.430555;-46.96844;1.287305
7.179334;63.87980;9.430551;-46.95918;1.288264
7.187668;63.92102;9.430704;-46.94950;1.289262
7.196000;63.95757;9.430889;-46.94011;1.290228
7.204334;63.99922;9.431026;-46.93008;1.291265
7.212666;64.03806;9.430988;-46.92070;1.292232
7.221000;64.07704;9.430839;-46.91088;1.293246
7.229334;64.11994;9.430714;-46.90068;1.294298
7.237666;64.15758;9.430670;-46.89098;1.295299
7.246000;64.19752;9.430756;-46.88138;1.296289
7.254334;64.23916;9.430849;-46.87146;1.297311
7.262666;64.27560;9.430826;-46.86175;1.298313
7.271000;64.32116;9.430708;-46.85098;1.299424
7.279334;64.36187;9.430569;-46.84087;1.300465
7.287668;64.39768;9.430504;-46.83136;1.301445
7.296000;64.43865;9.430656;-46.82088;1.302526
7.304334;64.48628;9.430884;-46.81006;1.303642
7.312668;64.51895;9.430988;-46.80034;1.304643
7.321000;64.56310;9.430897;-46.78960;1.305751
7.329334;64.59565;9.430676;-46.78000;1.306743
7.337666;64.64365;9.430482;-46.76912;1.307862
7.346000;64.67701;9.430468;-46.75970;1.308830
7.354334;64.72275;9.430611;-46.74907;1.309925
7.362666;64.76075;9.430761;-46.73857;1.311010
7.371000;64.79939;9.430808;-46.72802;1.312098
7.379334;64.84072;9.430718;-46.71738;1.313195
7.387666;64.88325;9.430618;-46.70644;1.314322
7.396000;64.92320;9.430592;-46.69608;1.315389
7.404334;64.96590;9.430632;-46.68542;1.316484
7.412668;65.01142;9.430612;-46.67419;1.317642
7.421000;65.05058;9.430509;-46.66353;1.318739
7.429334;65.08662;9.430366;-46.65312;1.319811
7.437668;65.13145;9.430320;-46.64197;1.320957
7.446000;65.16794;9.430370;-46.63192;1.321990
7.454334;65.21389;9.430419;-46.62111;1.323100
7.462666;65.25338;9.430350;-46.61090;1.324148
7.471000;65.28940;9.430149;-46.60106;1.325156
7.479334;65.33357;9.429944;-46.59012;1.326280
7.487666;65.37222;9.429894;-46.57963;1.327358
7.496000;65.40967;9.430102;-46.56904;1.328446
7.504334;65.45230;9.430359;-46.55825;1.329555
7.512666;65.49247;9.430449;-46.54746;1.330664
7.521000;65.53552;9.430212;-46.53658;1.331780
7.529334;65.58008;9.429855;-46.52559;1.332908
7.537668;65.61770;9.429668;-46.51484;1.334012
7.546000;65.65671;9.429759;-46.50403;1.335124
7.554334;65.69241;9.429951;-46.49324;1.336234
7.562668;65.73281;9.430118;-46.48200;1.337388
7.571000;65.78076;9.430184;-46.47009;1.338612
7.579334;65.81949;9.430132;-46.45947;1.339702
7.587666;65.86101;9.430093;-46.44828;1.340850
7.596000;65.90342;9.430122;-46.43706;1.342003
7.604334;65.94805;9.430250;-46.42530;1.343210
7.612666;65.98242;9.430348;-46.41440;1.344329
7.621000;66.01930;9.430269;-46.40330;1.345468
7.629334;66.06260;9.430041;-46.39169;1.346662
7.637666;66.10686;9.429918;-46.38004;1.347857
7.646000;66.14500;9.429921;-46.36878;1.349012
7.654334;66.18584;9.430020;-46.35757;1.350161
7.662668;66.22820;9.430070;-46.34610;1.351336
7.671000;66.26372;9.430012;-46.33492;1.352484
7.679334;66.30670;9.429855;-46.32300;1.353707
7.687668;66.35271;9.429711;-46.31076;1.354964
7.696000;66.38761;9.429705;-46.29934;1.356136
7.704334;66.42793;9.429859;-46.28765;1.357337
7.712666;66.47331;9.430062;-46.27524;1.358609
7.721000;66.50874;9.430139;-46.26352;1.359814
7.729334;66.55622;9.430054;-46.25120;1.361076
7.737666;66.59803;9.429905;-46.23946;1.362279
7.746000;66.63249;9.429834;-46.22789;1.363466
7.754334;66.68236;9.429891;-46.21492;1.364796
7.762666;66.71770;9.430022;-46.20332;1.365984
7.771000;66.76163;9.430053;-46.19118;1.367230
7.779334;66.79757;9.429907;-46.17974;1.368400
7.787668;66.84328;9.429641;-46.16750;1.369651
7.796000;66.87925;9.429431;-46.15614;1.370814
7.804334;66.92071;9.429340;-46.14408;1.372049
7.812668;66.96722;9.429370;-46.13160;1.373327
7.821000;67.01366;9.429414;-46.11877;1.374642
7.829334;67.05405;9.429412;-46.10683;1.375863
7.837666;67.09802;9.429344;-46.09500;1.377070
7.846000;67.14416;9.429297;-46.08291;1.378303
7.854334;67.18588;9.429288;-46.07118;1.379500
7.862666;67.23100;9.429292;-46.05876;1.380767
7.871000;67.26656;9.429272;-46.04680;1.381989
7.879334;67.30650;9.429247;-46.03440;1.383256
7.887666;67.35522;9.429266;-46.02183;1.384538
7.896000;67.39694;9.429330;-46.00984;1.385760
7.904334;67.43862;9.429363;-45.99796;1.386970
7.912668;67.47624;9.429262;-45.98596;1.388194
7.921000;67.52030;9.429063;-45.97347;1.389469
7.929334;67.56096;9.428881;-45.96101;1.390741
7.937668;67.60176;9.428871;-45.94856;1.392012
7.946000;67.64116;9.429034;-45.93626;1.393268
7.954334;67.68169;9.429226;-45.92416;1.394502
7.962666;67.72222;9.429178;-45.91160;1.395785
7.971000;67.76005;9.428939;-45.89926;1.397045
7.979334;67.80599;9.428663;-45.88614;1.398385
7.987666;67.84476;9.428491;-45.87353;1.399674
7.996000;67.88906;9.428524;-45.86081;1.400971
