t; T; m; Hf; dT; uV; Purge
0.2126666;28.67707;9.091254;16.40985;-0.6553762;-4.420676;99.99412
0.2210000;28.71075;9.091138;16.43712;-0.6532280;-4.406801;100.0230
0.2293333;28.74898;9.091102;16.46469;-0.6510581;-4.392783;99.99945
0.2376666;28.78125;9.091108;16.49158;-0.6489404;-4.379108;99.99751
0.2460000;28.82126;9.091031;16.51882;-0.6467954;-4.365253;99.96662
0.2543334;28.85695;9.091000;16.54619;-0.6446412;-4.351331;99.98496
0.2626667;28.88922;9.090868;16.57356;-0.6424887;-4.337408;100.0495
0.2710000;28.92622;9.090809;16.60066;-0.6403590;-4.323623;99.96188
0.2793333;28.95572;9.090791;16.62796;-0.6382150;-4.309735;100.0180
0.2876667;28.99698;9.090730;16.65525;-0.6360720;-4.295850;100.0031
0.2960000;29.02580;9.090789;16.68262;-0.6339231;-4.281924;99.99242
0.3043333;29.05778;9.090782;16.70947;-0.6318147;-4.268261;100.0152
0.3126666;29.09987;9.090764;16.73607;-0.6297268;-4.254734;99.98384
0.3210000;29.12690;9.090799;16.76339;-0.6275834;-4.240830;100.0329
0.3293334;29.16039;9.090880;16.79017;-0.6254837;-4.227203;100.0010
0.3376666;29.19624;9.090892;16.81658;-0.6234135;-4.213770;99.98219
0.3460000;29.22898;9.090836;16.84316;-0.6213301;-4.200241;99.99303
0.3543334;29.26564;9.090731;16.86984;-0.6192402;-4.186668;99.99219
0.3626666;29.29670;9.090746;16.89580;-0.6172050;-4.173462;100.0241
0.3710000;29.32652;9.090697;16.92157;-0.6151859;-4.160352;99.99688
0.3793334;29.35376;9.090595;16.94775;-0.6131371;-4.147027;100.0012
0.3876666;29.38705;9.090575;16.97389;-0.6110918;-4.133725;99.98091
0.3960000;29.41601;9.090453;17.00059;-0.6090054;-4.120125;99.99942
0.4043333;29.44565;9.090341;17.02685;-0.6069545;-4.106755;99.98970
0.4126667;29.47911;9.090231;17.05253;-0.6049472;-4.093688;99.99718
0.4210000;29.50772;9.090303;17.07878;-0.6028979;-4.080316;100.0062
0.4293333;29.54846;9.090460;17.10469;-0.6008750;-4.067129;99.99637
0.4376666;29.58331;9.090494;17.13071;-0.5988434;-4.053881;100.0382
0.4460000;29.61051;9.090431;17.15728;-0.5967709;-4.040344;99.99219
0.4543334;29.64097;9.090369;17.18378;-0.5947050;-4.026850;99.99991
0.4626666;29.66742;9.090340;17.20973;-0.5926813;-4.013635;100.0193
0.4710000;29.69935;9.090341;17.23494;-0.5907146;-4.000805;99.96730
0.4793334;29.73156;9.090362;17.26035;-0.5887326;-3.987868;100.0002
0.4876666;29.75443;9.090286;17.28596;-0.5867359;-3.974829;100.0205
0.4960000;29.78364;9.090250;17.31174;-0.5847285;-3.961700;100.0019
0.5043333;29.81432;9.090132;17.33721;-0.5827445;-3.948728;99.98468
0.5126667;29.84444;9.090172;17.36254;-0.5807736;-3.935832;99.98160
0.5210000;29.86878;9.090194;17.38722;-0.5788525;-3.923253;100.0378
0.5293334;29.90340;9.090079;17.41176;-0.5769434;-3.910758;99.97938
0.5376668;29.92830;9.090095;17.43645;-0.5750232;-3.898180;100.0019
0.5460000;29.95872;9.090168;17.46148;-0.5730777;-3.885430;99.98724
0.5543332;29.98984;9.090168;17.48723;-0.5710780;-3.872308;100.0202
0.5626668;30.01550;9.090136;17.51191;-0.5691602;-3.859734;100.0058
0.5710000;30.04695;9.090134;17.53626;-0.5672678;-3.847330;99.98350
0.5793332;30.07108;9.090156;17.56102;-0.5653450;-3.834722;99.97641
0.5876668;30.10033;9.090259;17.58565;-0.5634322;-3.822172;100.0428
0.5960000;30.12761;9.090128;17.61040;-0.5615110;-3.809561;99.97826
0.6043334;30.15503;9.090087;17.63532;-0.5595780;-3.796869;100.0057
0.6126668;30.17750;9.090132;17.65996;-0.5576672;-3.784310;99.97842
0.6210000;30.20749;9.090089;17.68416;-0.5557900;-3.771980;100.0250
0.6293332;30.23356;9.090072;17.70855;-0.5538993;-3.759552;100.0046
0.6376668;30.26814;9.090048;17.73257;-0.5520370;-3.747313;99.97320
0.6460000;30.29094;9.090080;17.75670;-0.5501665;-3.735019;100.0286
0.6543334;30.31720;9.090032;17.78096;-0.5482879;-3.722658;99.99330
0.6626668;30.34038;9.089918;17.80487;-0.5464355;-3.710469;100.0228
0.6710000;30.36959;9.089822;17.82904;-0.5445648;-3.698153;99.96102
0.6793334;30.39802;9.089851;17.85311;-0.5427015;-3.685886;100.0026
0.6876666;30.42627;9.089926;17.87741;-0.5408208;-3.673498;100.0065
0.6960000;30.44764;9.089961;17.90206;-0.5389148;-3.660936;100.0258
0.7043334;30.47346;9.089782;17.92653;-0.5370224;-3.648459;99.99049
0.7126668;30.50044;9.089624;17.95006;-0.5352016;-3.636466;99.95486
0.7210000;30.52282;9.089599;17.97409;-0.5333452;-3.624217;100.0229
0.7293334;30.54725;9.089576;17.99842;-0.5314665;-3.611809;99.96102
0.7376666;30.57541;9.089644;18.02240;-0.5296145;-3.599582;100.0474
0.7460000;30.59972;9.089651;18.04648;-0.5277553;-3.587306;100.0143
0.7543334;30.62392;9.089591;18.07039;-0.5259094;-3.575112;99.99281
0.7626666;30.64873;9.089547;18.09381;-0.5241012;-3.563170;99.98056
0.7710000;30.67597;9.089412;18.11734;-0.5222861;-3.551172;99.98662
0.7793334;30.70144;9.089356;18.14028;-0.5205154;-3.539478;99.99319
0.7876668;30.72015;9.089547;18.16341;-0.5187304;-3.527685;100.0472
0.7960000;30.74561;9.089525;18.18703;-0.5169102;-3.515638;99.99508
0.8043334;30.78039;9.089532;18.21068;-0.5150859;-3.503574;99.96780
0.8126668;30.79166;9.089614;18.23392;-0.5132944;-3.491726;100.0182
0.8210000;30.81428;9.089689;18.25693;-0.5115216;-3.479993;100.0134
0.8293334;30.83544;9.089775;18.28001;-0.5097442;-3.468219;99.98120
0.8376668;30.86513;9.089530;18.30277;-0.5079906;-3.456609;99.99681
0.8460000;30.89126;9.089288;18.32610;-0.5061945;-3.444710;100.0024
0.8543334;30.91685;9.089441;18.34879;-0.5044467;-3.433138;100.0142
0.8626668;30.93602;9.089445;18.37211;-0.5026520;-3.421238;99.99788
0.8710000;30.95461;9.089581;18.39545;-0.5008576;-3.409335;100.0000
0.8793334;30.98438;9.089581;18.41844;-0.4990888;-3.397603;100.0308
0.8876666;31.00516;9.089214;18.44082;-0.4973676;-3.386189;99.97156
0.8960000;31.02680;9.089207;18.46348;-0.4956253;-3.374628;99.98632
0.9043334;31.05776;9.089134;18.48639;-0.4938632;-3.362941;99.97394
0.9126668;31.07574;9.088930;18.50907;-0.4921186;-3.351376;100.0338
0.9210000;31.09889;9.088947;18.53154;-0.4903910;-3.339918;99.97934
0.9293334;31.11850;9.088899;18.55388;-0.4886740;-3.328518;100.0442
0.9376668;31.14268;9.088863;18.57626;-0.4869550;-3.317102;100.0065
0.9460000;31.15697;9.088984;18.59807;-0.4852798;-3.305974;99.97457
0.9543334;31.18870;9.088751;18.61934;-0.4836458;-3.295133;99.99016
0.9626668;31.20540;9.088821;18.64075;-0.4820000;-3.284211;99.97535
0.9710000;31.22798;9.088974;18.66232;-0.4803442;-3.273209;100.0659
0.9793334;31.24927;9.088689;18.68386;-0.4786906;-3.262220;99.96232
0.9876668;31.26988;9.088686;18.70601;-0.4769915;-3.250915;100.0014
0.9960000;31.28930;9.088764;18.72796;-0.4753089;-3.239712;99.98850
1.004333;31.31870;9.089081;18.74935;-0.4736680;-3.228798;100.0008
1.012667;31.34201;9.089336;18.77063;-0.4720356;-3.217947;100.0180
1.021000;31.36107;9.089062;18.79149;-0.4704344;-3.207306;99.98272
1.029333;31.38386;9.088918;18.81250;-0.4688230;-3.196594;100.0430
1.037667;31.40860;9.089019;18.83358;-0.4672062;-3.185845;100.0231
1.046000;31.43096;9.088996;18.85440;-0.4656087;-3.175226;99.94431
1.054334;31.45198;9.089124;18.87486;-0.4640384;-3.164793;100.0072
1.062667;31.47517;9.089142;18.89499;-0.4624944;-3.154538;100.0310
1.071000;31.49998;9.089056;18.91454;-0.4609935;-3.144578;99.95743
1.079334;31.52087;9.089064;18.93422;-0.4594833;-3.134556;100.0102
1.087666;31.54180;9.088859;18.95416;-0.4579537;-3.124396;99.99784
1.096000;31.56619;9.088814;18.97385;-0.4564434;-3.114359;99.99098
1.104334;31.57836;9.088936;18.99369;-0.4549228;-3.104250;100.0394
1.112667;31.60152;9.088902;19.01334;-0.4534170;-3.094234;99.95255
1.121000;31.62283;9.088881;19.03283;-0.4519234;-3.084295;100.0163
1.129334;31.64524;9.088789;19.05205;-0.4504504;-3.074500;100.0236
1.137667;31.67174;9.088800;19.07135;-0.4489724;-3.064668;99.99049
1.146000;31.69645;9.088886;19.09046;-0.4475075;-3.054929;99.96894
1.154334;31.71543;9.088797;19.10900;-0.4460867;-3.045484;100.0336
1.162667;31.74263;9.088764;19.12726;-0.4446869;-3.036185;99.99464
1.171000;31.75722;9.088744;19.14537;-0.4432994;-3.026966;99.98314
1.179334;31.77724;9.088774;19.16352;-0.4419090;-3.017722;100.0110
1.187667;31.80342;9.089222;19.18163;-0.4405211;-3.008496;100.0195
1.196000;31.82474;9.090134;19.19977;-0.4391311;-2.999264;100.0032
1.204334;31.85066;9.089149;19.21783;-0.4377472;-2.990074;99.99238
1.212666;31.87217;9.088205;19.23586;-0.4363660;-2.980900;99.99848
1.221000;31.89297;9.088405;19.25364;-0.4350037;-2.971852;99.99108
1.229334;31.91494;9.088864;19.27130;-0.4336508;-2.962859;99.97282
1.237667;31.94034;9.089602;19.28920;-0.4322804;-2.953748;100.0352
1.246000;31.95970;9.089539;19.30672;-0.4309391;-2.944834;99.97936
1.254334;31.98508;9.088951;19.32412;-0.4296063;-2.935979;100.0225
1.262667;32.01318;9.088868;19.34104;-0.4283094;-2.927378;99.98918
1.271000;32.03406;9.088504;19.35792;-0.4270153;-2.918794;99.99964
1.279334;32.05503;9.087915;19.37422;-0.4257663;-2.910516;100.0243
1.287666;32.08037;9.089171;19.39037;-0.4245281;-2.902308;99.97266
1.296000;32.10411;9.089832;19.40645;-0.4232958;-2.894142;100.0068
1.304334;32.13056;9.089484;19.42228;-0.4220824;-2.886107;99.99512
1.312666;32.15306;9.089054;19.43784;-0.4208888;-2.878209;99.99474
1.321000;32.17654;9.088402;19.45341;-0.4196940;-2.870303;100.0320
1.329334;32.20017;9.088805;19.46894;-0.4185030;-2.862420;99.94976
1.337666;32.22042;9.089366;19.48447;-0.4173130;-2.854540;100.0151
1.346000;32.24449;9.089218;19.49970;-0.4161453;-2.846809;99.98254
1.354334;32.27005;9.089134;19.51428;-0.4150274;-2.839420;99.99297
1.362666;32.29194;9.088694;19.52900;-0.4138984;-2.831953;100.0318
1.371000;32.32312;9.088497;19.54404;-0.4127451;-2.824324;99.98176
1.379334;32.34592;9.088876;19.55854;-0.4116332;-2.816976;100.0033
1.387666;32.37430;9.088788;19.57306;-0.4105200;-2.809622;99.96308
1.396000;32.39717;9.088861;19.58734;-0.4094236;-2.802382;100.0834
1.404334;32.41994;9.088649;19.60091;-0.4083828;-2.795518;99.94754
1.412666;32.44773;9.087899;19.61443;-0.4073441;-2.788673;100.0432
1.421000;32.47358;9.087965;19.62764;-0.4063293;-2.781994;99.98858
1.429334;32.50109;9.088097;19.64114;-0.4052926;-2.775169;99.98554
1.437666;32.52106;9.088339;19.65494;-0.4042339;-2.768188;99.98038
1.446000;32.54854;9.088431;19.66831;-0.4032066;-2.761426;100.0276
1.454334;32.57138;9.087968;19.68126;-0.4022121;-2.754881;99.99968
1.462666;32.59645;9.087819;19.69378;-0.4012502;-2.748557;99.96797
1.471000;32.62156;9.087722;19.70610;-0.4003040;-2.742337;100.0106
1.479334;32.64826;9.087600;19.71849;-0.3993524;-2.736082;100.0234
1.487666;32.67263;9.087996;19.73077;-0.3984085;-2.729880;99.96361
1.496000;32.69700;9.088306;19.74284;-0.3974817;-2.723791;100.0130
1.504334;32.72805;9.088353;19.75491;-0.3965542;-2.717699;100.0197
1.512666;32.74932;9.088246;19.76640;-0.3956712;-2.711909;99.95454
1.521000;32.77900;9.087812;19.77780;-0.3947942;-2.706162;100.0152
1.529334;32.80644;9.087872;19.78955;-0.3938913;-2.700240;100.0223
1.537666;32.82761;9.088064;19.80083;-0.3930242;-2.694561;99.97768
1.546000;32.86300;9.088150;19.81262;-0.3921175;-2.688617;100.0236
1.554334;32.88419;9.088462;19.82395;-0.3912460;-2.682914;99.99043
1.562666;32.91150;9.088355;19.83454;-0.3904308;-2.677594;100.0330
1.571000;32.94228;9.088220;19.84532;-0.3896009;-2.672177;99.99982
1.579334;32.97036;9.088345;19.85576;-0.3887960;-2.666934;99.95519
1.587666;33.00070;9.088274;19.86596;-0.3880095;-2.661819;99.99468
1.596000;33.03161;9.088561;19.87642;-0.3872030;-2.656570;100.0164
1.604334;33.05232;9.088691;19.88644;-0.3864306;-2.651553;100.0147
1.612666;33.08726;9.088632;19.89569;-0.3857156;-2.646930;99.97356
1.621000;33.11050;9.088715;19.90516;-0.3849838;-2.642196;99.98768
1.629334;33.13823;9.088778;19.91412;-0.3842905;-2.637716;100.0111
1.637666;33.17033;9.088566;19.92343;-0.3835716;-2.633068;99.99531
1.646000;33.19832;9.088274;19.93266;-0.3828572;-2.628455;99.99602
1.654334;33.22417;9.087801;19.94124;-0.3821934;-2.624182;99.99856
1.662666;33.25713;9.088175;19.94986;-0.3815262;-2.619888;100.0486
1.671000;33.28653;9.088603;19.95821;-0.3808792;-2.615732;99.96301
1.679334;33.31699;9.088694;19.96618;-0.3802608;-2.611774;99.98988
1.687666;33.34885;9.088274;19.97414;-0.3796430;-2.607820;100.0433
1.696000;33.37555;9.087736;19.98184;-0.3790447;-2.604001;99.93732
1.704334;33.40600;9.087820;19.98906;-0.3784826;-2.600430;100.0146
1.712666;33.43278;9.087844;19.99701;-0.3778656;-2.596488;100.0107
1.721000;33.45826;9.086809;20.00468;-0.3772706;-2.592687;100.0401
1.729334;33.49324;9.086559;20.01245;-0.3766678;-2.588831;99.96539
1.737666;33.52894;9.086862;20.02014;-0.3760703;-2.585026;100.0156
1.746000;33.55565;9.087286;20.02767;-0.3754852;-2.581301;100.0159
1.754334;33.58620;9.086724;20.03497;-0.3749172;-2.577692;99.96209
1.762666;33.61645;9.086184;20.04234;-0.3743447;-2.574050;99.99755
1.771000;33.65326;9.086782;20.04908;-0.3738190;-2.570735;99.98832
1.779334;33.68172;9.087089;20.05577;-0.3732962;-2.567440;99.98941
1.787666;33.70812;9.087134;20.06223;-0.3727919;-2.564272;100.0266
1.796000;33.74443;9.087082;20.06806;-0.3723344;-2.561424;100.0213
1.804334;33.77330;9.087906;20.07366;-0.3718940;-2.558703;99.99039
1.812666;33.80212;9.088722;20.07862;-0.3715016;-2.556311;99.98048
1.821000;33.83635;9.088641;20.08375;-0.3710966;-2.553822;99.99562
1.829334;33.86305;9.087728;20.08888;-0.3706922;-2.551340;100.0268
1.837666;33.89806;9.087969;20.09401;-0.3702872;-2.548854;99.98172
1.846000;33.93630;9.087922;20.09868;-0.3699168;-2.546614;99.99432
1.854334;33.96575;9.087816;20.10352;-0.3695332;-2.544281;100.0138
1.862666;33.99350;9.087994;20.10846;-0.3691426;-2.541896;99.98378
1.871000;34.03018;9.087711;20.11313;-0.3687722;-2.539654;100.0046
1.879334;34.06480;9.087826;20.11759;-0.3684176;-2.537523;100.0296
1.887666;34.10124;9.088101;20.12208;-0.3680605;-2.535378;99.99199
1.896000;34.13080;9.087759;20.12660;-0.3677011;-2.533218;99.95753
1.904334;34.16217;9.087706;20.13092;-0.3673560;-2.531160;100.0192
1.912666;34.19318;9.087241;20.13472;-0.3670508;-2.529376;100.0070
1.921000;34.22593;9.087351;20.13872;-0.3667297;-2.527481;100.0041
1.929334;34.26653;9.087928;20.14242;-0.3664320;-2.525744;100.0155
1.937666;34.29947;9.087736;20.14610;-0.3661354;-2.524023;100.0185
1.946000;34.33772;9.087766;20.14951;-0.3658583;-2.522439;99.95062
1.954334;34.36546;9.087578;20.15306;-0.3655713;-2.520789;100.0190
1.962666;34.40080;9.087397;20.15638;-0.3653015;-2.519251;100.0096
1.971000;34.43562;9.087784;20.15933;-0.3650596;-2.517904;100.0118
1.979334;34.46750;9.087859;20.16224;-0.3648208;-2.516582;99.98371
1.987666;34.50065;9.088124;20.16512;-0.3645836;-2.515269;100.0187
1.996000;34.53286;9.088368;20.16835;-0.3643210;-2.513782;99.97241
2.004334;34.56996;9.087836;20.17054;-0.3641357;-2.512834;99.98246
2.012666;34.60947;9.088165;20.17286;-0.3639402;-2.511814;100.0661
2.021000;34.64000;9.088691;20.17560;-0.3637137;-2.510578;99.94062
2.029334;34.67950;9.089028;20.17814;-0.3635026;-2.509448;100.0122
2.037666;34.71290;9.089676;20.18005;-0.3633381;-2.508642;100.0466
2.046000;34.75344;9.089804;20.18170;-0.3631929;-2.507974;100.0014
2.054334;34.79340;9.089210;20.18358;-0.3630296;-2.507189;99.96938
2.062666;34.82337;9.089139;20.18556;-0.3628594;-2.506352;99.99649
2.071000;34.85722;9.088736;20.18712;-0.3627212;-2.505740;100.0409
2.079333;34.89632;9.089362;20.18811;-0.3626239;-2.505414;99.98850
2.087666;34.92534;9.089859;20.18979;-0.3624763;-2.504734;99.95603
2.096000;34.96381;9.088952;20.19081;-0.3623775;-2.504392;100.0012
2.104334;35.00037;9.088324;20.19133;-0.3623164;-2.504310;100.0270
2.112666;35.04498;9.087470;20.19153;-0.3622788;-2.504398;100.0149
2.121000;35.07682;9.087305;20.19244;-0.3621872;-2.504113;100.0043
2.129333;35.10992;9.087462;20.19354;-0.3620831;-2.503739;99.97195
2.137666;35.14667;9.087511;20.19408;-0.3620208;-2.503642;100.0132
2.146000;35.18010;9.087503;20.19392;-0.3620105;-2.503911;100.0376
2.154333;35.22568;9.087608;20.19391;-0.3619884;-2.504105;99.96649
2.162666;35.25546;9.087039;20.19426;-0.3619395;-2.504113;99.95668
2.171000;35.29445;9.086974;20.19388;-0.3619450;-2.504500;100.0064
2.179334;35.33490;9.087174;20.19378;-0.3619289;-2.504742;100.0130
2.187666;35.37302;9.087564;20.19364;-0.3619160;-2.505010;99.99921
2.196000;35.41184;9.088368;20.19344;-0.3619082;-2.505306;99.99742
2.204333;35.45016;9.088019;20.19275;-0.3619365;-2.505855;100.0178
2.212666;35.48921;9.087508;20.19149;-0.3620059;-2.506694;99.96086
2.221000;35.52206;9.087556;20.19043;-0.3620615;-2.507439;100.0256
2.229334;35.55924;9.087540;20.18974;-0.3620892;-2.507992;99.98544
2.237666;35.60144;9.087942;20.18864;-0.3621474;-2.508755;99.98153
2.246000;35.63613;9.088179;20.18737;-0.3622182;-2.509607;100.0276
2.254333;35.68210;9.087914;20.18611;-0.3622875;-2.510454;100.0099
2.262666;35.71604;9.087918;20.18474;-0.3623654;-2.511360;99.97086
2.271000;35.75910;9.087511;20.18342;-0.3624398;-2.512242;100.0312
2.279333;35.79922;9.087255;20.18187;-0.3625310;-2.513245;99.98046
2.287666;35.83761;9.087447;20.18021;-0.3626300;-2.514301;99.99041
2.296000;35.87062;9.087512;20.17841;-0.3627397;-2.515429;100.0228
2.304334;35.90840;9.087662;20.17648;-0.3628582;-2.516619;99.96620
2.312666;35.95332;9.087765;20.17471;-0.3629660;-2.517737;100.0079
2.321000;35.99219;9.087638;20.17330;-0.3630465;-2.518665;100.0144
2.329333;36.03680;9.087670;20.17124;-0.3631767;-2.519937;99.99918
2.337666;36.07255;9.087718;20.16942;-0.3632886;-2.521077;99.98208
2.346000;36.11408;9.087744;20.16744;-0.3634131;-2.522302;100.0340
2.354334;36.15176;9.087861;20.16511;-0.3635647;-2.523713;99.98188
2.362666;36.18855;9.087701;20.16263;-0.3637281;-2.525196;100.0135
2.371000;36.23525;9.087688;20.16028;-0.3638817;-2.526614;99.99272
2.379333;36.27515;9.087844;20.15819;-0.3640156;-2.527895;99.99976
2.387666;36.30991;9.087861;20.15606;-0.3641533;-2.529203;99.97441
2.396000;36.34912;9.088006;20.15377;-0.3643033;-2.530590;100.0223
2.404333;36.38670;9.087624;20.15134;-0.3644638;-2.532047;99.99038
2.412666;36.43536;9.087226;20.14931;-0.3645947;-2.533301;100.0368
2.421000;36.47509;9.086880;20.14653;-0.3647811;-2.534945;99.98844
2.429334;36.50914;9.087006;20.14396;-0.3649513;-2.536474;100.0138
2.437666;36.55498;9.087436;20.14121;-0.3651355;-2.538102;99.98244
2.446000;36.59699;9.087528;20.13859;-0.3653090;-2.539662;99.98409
2.454333;36.63745;9.087247;20.13601;-0.3654802;-2.541203;100.0136
2.462666;36.67688;9.086762;20.13312;-0.3656744;-2.542906;99.98506
2.471000;36.71280;9.086456;20.13001;-0.3658844;-2.544716;100.0187
2.479334;36.75598;9.086462;20.12668;-0.3661108;-2.546643;99.97370
2.487666;36.79718;9.086991;20.12294;-0.3663668;-2.548780;100.0197
2.496000;36.84056;9.087411;20.11877;-0.3666550;-2.551142;99.99806
2.504333;36.88422;9.087670;20.11558;-0.3668713;-2.553003;100.0025
2.512666;36.92514;9.087319;20.11176;-0.3671330;-2.555185;99.99496
2.521000;36.96711;9.086892;20.10782;-0.3674036;-2.557430;99.98316
2.529333;37.00396;9.087012;20.10381;-0.3676794;-2.559709;100.0136
2.537666;37.05162;9.087446;20.09962;-0.3679692;-2.562088;100.0119
2.546000;37.09356;9.087831;20.09574;-0.3682344;-2.564297;100.0042
2.554334;37.13514;9.087884;20.09211;-0.3684814;-2.566386;99.98222
2.562666;37.17162;9.087499;20.08856;-0.3687234;-2.568439;100.0404
2.571000;37.21669;9.087191;20.08510;-0.3689575;-2.570437;99.95384
2.579333;37.26283;9.087203;20.08149;-0.3692028;-2.572516;100.0062
2.587666;37.29824;9.087574;20.07730;-0.3694914;-2.574894;100.0168
2.596000;37.34558;9.087997;20.07328;-0.3697669;-2.577182;99.98642
2.604334;37.38868;9.088111;20.06935;-0.3700356;-2.579426;99.97532
2.612666;37.42678;9.087606;20.06596;-0.3702650;-2.581398;100.0300
2.621000;37.47056;9.087322;20.06221;-0.3705204;-2.583549;99.99451
2.629333;37.50942;9.087619;20.05866;-0.3707605;-2.585593;100.0037
2.637666;37.55277;9.088101;20.05455;-0.3710426;-2.587927;99.99881
2.646000;37.59359;9.088207;20.05070;-0.3713055;-2.590131;100.0140
2.654333;37.63744;9.087816;20.04681;-0.3715710;-2.592357;99.98243
2.662666;37.68049;9.087540;20.04282;-0.3718433;-2.594629;100.0033
2.671000;37.72022;9.087538;20.03862;-0.3721316;-2.597010;100.0028
2.679334;37.76632;9.087505;20.03424;-0.3724334;-2.599493;99.95658
2.687666;37.81045;9.087426;20.02991;-0.3727307;-2.601942;100.0268
2.696000;37.85504;9.087655;20.02526;-0.3730518;-2.604562;99.99061
2.704333;37.89614;9.087541;20.02079;-0.3733590;-2.607086;99.99980
2.712666;37.94340;9.087319;20.01584;-0.3737016;-2.609861;99.99618
2.721000;37.98666;9.087069;20.01116;-0.3740243;-2.612502;100.0319
2.729334;38.02628;9.087191;20.00636;-0.3743555;-2.615203;99.98819
2.737666;38.06484;9.087538;20.00147;-0.3746933;-2.617946;100.0125
2.746000;38.10774;9.087618;19.99659;-0.3750306;-2.620680;99.97608
2.754333;38.15777;9.087362;19.99199;-0.3753470;-2.623280;100.0043
2.762666;38.19612;9.087059;19.98788;-0.3756267;-2.625622;100.0193
2.771000;38.23938;9.086524;19.98325;-0.3759447;-2.628230;99.99291
2.779333;38.28713;9.086608;19.97869;-0.3762578;-2.630804;100.0139
2.787666;38.32701;9.086659;19.97424;-0.3765632;-2.633326;99.96215
2.796000;38.37777;9.086824;19.96994;-0.3768568;-2.635767;100.0129
2.804334;38.41878;9.086669;19.96570;-0.3771456;-2.638178;100.0236
2.812666;38.46211;9.086231;19.96096;-0.3774714;-2.640847;99.98280
2.821000;38.50922;9.085938;19.95652;-0.3777740;-2.643360;100.0135
2.829333;38.54668;9.086011;19.95201;-0.3780824;-2.645916;100.0030
2.837666;38.58752;9.086168;19.94730;-0.3784056;-2.648568;99.98353
2.846000;38.63447;9.086438;19.94269;-0.3787217;-2.651172;99.99694
2.854334;38.67948;9.086470;19.93844;-0.3790109;-2.653592;99.99731
2.862666;38.72050;9.085961;19.93419;-0.3792997;-2.656011;99.98582
2.871000;38.76264;9.085902;19.92950;-0.3796210;-2.658654;100.0598
2.879333;38.81448;9.085799;19.92451;-0.3799646;-2.661456;99.95320
2.887666;38.85306;9.086176;19.91929;-0.3803246;-2.664370;100.0063
2.896000;38.89897;9.086650;19.91444;-0.3806570;-2.667094;100.0104
2.904333;38.94086;9.086759;19.90928;-0.3810126;-2.669980;99.97352
2.912666;38.98480;9.086464;19.90489;-0.3813122;-2.672474;100.0299
2.921000;39.02706;9.086046;19.90051;-0.3816100;-2.674960;99.98950
2.929334;39.07758;9.085871;19.89602;-0.3819152;-2.677501;100.0253
2.937666;39.11936;9.086522;19.89102;-0.3822582;-2.680306;99.98801
2.946000;39.16330;9.087157;19.88593;-0.3826081;-2.683162;100.0048
2.954333;39.19669;9.087200;19.88076;-0.3829634;-2.686053;99.99891
2.962666;39.24960;9.086811;19.87637;-0.3832617;-2.688541;99.96922
2.971000;39.29275;9.086311;19.87198;-0.3835600;-2.691035;100.0195
2.979334;39.33930;9.086359;19.86766;-0.3838522;-2.693487;99.98268
2.987666;39.38330;9.086770;19.86365;-0.3841222;-2.695785;100.0316
2.996000;39.42862;9.087007;19.85892;-0.3844443;-2.698452;99.96769
3.004333;39.47175;9.087141;19.85428;-0.3847598;-2.701076;100.0042
3.012666;39.51209;9.086991;19.84938;-0.3850952;-2.703831;100.0437
3.021000;39.55572;9.086715;19.84516;-0.3853808;-2.706235;99.99376
