t; T; m; Hf; dT; uV; Purge
7.512666;61.78066;9.077805;19.25051;-0.4149450;-3.128394;99.96222
7.521000;61.82234;9.077781;19.25003;-0.4149574;-3.128853;100.0360
7.529334;61.86710;9.077797;19.24970;-0.4149598;-3.129239;100.0037
7.537668;61.90838;9.077869;19.24919;-0.4149735;-3.129718;99.98611
7.546000;61.94868;9.077930;19.24855;-0.4149959;-3.130262;100.0162
7.554334;61.98818;9.077914;19.24782;-0.4150254;-3.130854;100.0210
7.562668;62.03128;9.077861;19.24666;-0.4150845;-3.131670;100.0007
7.571000;62.07334;9.077762;19.24606;-0.4151041;-3.132193;100.0038
7.579334;62.11770;9.077730;19.24530;-0.4151356;-3.132806;99.97832
7.587666;62.15230;9.077681;19.24427;-0.4151848;-3.133553;99.97374
7.596000;62.19950;9.077645;19.24334;-0.4152270;-3.134246;100.0081
7.604334;62.23886;9.077668;19.24256;-0.4152597;-3.134868;100.0131
7.612666;62.27533;9.077742;19.24199;-0.4152782;-3.135377;99.97480
7.621000;62.31985;9.077712;19.24077;-0.4153406;-3.136216;100.0556
7.629334;62.36381;9.077641;19.24048;-0.4153403;-3.136584;99.98634
7.637666;62.40058;9.077539;19.23979;-0.4153664;-3.137152;99.95731
7.646000;62.44532;9.077501;19.23937;-0.4153744;-3.137585;100.0204
7.654334;62.48938;9.077538;19.23835;-0.4154234;-3.138328;100.0173
7.662668;62.52382;9.077547;19.23764;-0.4154510;-3.138902;99.98132
7.671000;62.56832;9.077499;19.23678;-0.4154896;-3.139564;99.99426
7.679334;62.60713;9.077551;19.23603;-0.4155197;-3.140163;100.0306
7.687668;62.65443;9.077520;19.23541;-0.4155416;-3.140698;99.95225
7.696000;62.69254;9.077414;19.23494;-0.4155530;-3.141157;100.0216
7.704334;62.73199;9.077361;19.23458;-0.4155564;-3.141556;100.0147
7.712666;62.77641;9.077268;19.23320;-0.4156301;-3.142482;100.0184
7.721000;62.82432;9.077272;19.23260;-0.4156502;-3.143012;99.99408
7.729334;62.85930;9.077371;19.23207;-0.4156650;-3.143500;99.97931
7.737666;62.90254;9.077363;19.23150;-0.4156834;-3.144009;99.99555
7.746000;62.94368;9.077303;19.23117;-0.4156848;-3.144396;100.0075
7.754334;62.98248;9.077280;19.23103;-0.4156734;-3.144685;100.0170
7.762666;63.02400;9.077156;19.23068;-0.4156765;-3.145079;99.97875
7.771000;63.06503;9.077157;19.23008;-0.4156968;-3.145604;100.0456
7.779334;63.11118;9.077216;19.22939;-0.4157229;-3.146176;99.93097
7.787668;63.14940;9.077278;19.22899;-0.4157297;-3.146601;100.0236
7.796000;63.18880;9.077289;19.22851;-0.4157417;-3.147065;100.0276
7.804334;63.23228;9.077106;19.22836;-0.4157310;-3.147352;99.97525
7.812668;63.27664;9.076874;19.22794;-0.4157398;-3.147790;100.0390
7.821000;63.31280;9.076859;19.22758;-0.4157432;-3.148187;99.97688
7.829334;63.35209;9.077008;19.22738;-0.4157367;-3.148504;99.99543
7.837666;63.40299;9.077208;19.22684;-0.4157521;-3.148994;99.99475
7.846000;63.44019;9.077094;19.22656;-0.4157508;-3.149362;99.98831
7.854334;63.48248;9.076691;19.22628;-0.4157489;-3.149721;99.99839
7.862666;63.52359;9.076389;19.22596;-0.4157497;-3.150100;100.0153
7.871000;63.56438;9.076355;19.22546;-0.4157629;-3.150572;100.0186
7.879334;63.61118;9.076606;19.22550;-0.4157395;-3.150772;100.0096
7.887666;63.65246;9.076825;19.22449;-0.4157870;-3.151510;99.94387
7.896000;63.69484;9.076788;19.22378;-0.4158145;-3.152095;100.0187
7.904334;63.72996;9.076564;19.22337;-0.4158215;-3.152522;100.0237
7.912668;63.78068;9.076381;19.22235;-0.4158692;-3.153267;99.99434
7.921000;63.81799;9.076319;19.22136;-0.4159161;-3.154001;99.96659
7.929334;63.85713;9.076515;19.22044;-0.4159581;-3.154690;100.0259
7.937668;63.89887;9.076746;19.21948;-0.4160022;-3.155400;99.99432
7.946000;63.94457;9.076806;19.21859;-0.4160414;-3.156075;100.0370
7.954334;63.98078;9.076616;19.21780;-0.4160744;-3.156700;99.93194
7.962666;64.02063;9.076324;19.21686;-0.4161178;-3.157400;100.0389
7.971000;64.06187;9.076281;19.21651;-0.4161213;-3.157795;99.98581
7.979334;64.10578;9.076419;19.21618;-0.4161228;-3.158175;100.0444
7.987666;64.14804;9.076534;19.21545;-0.4161516;-3.158768;99.98481
7.996000;64.19497;9.076438;19.21564;-0.4161186;-3.158889;100.0393
8.004334;64.23403;9.076150;19.21594;-0.4160767;-3.158947;99.97426
8.012666;64.27660;9.076051;19.21566;-0.4160750;-3.159310;99.99792
8.021000;64.31956;9.076160;19.21525;-0.4160820;-3.159742;99.93588
8.029334;64.36040;9.076282;19.21531;-0.4160572;-3.159928;100.0390
8.037666;64.40356;9.076293;19.21508;-0.4160515;-3.160262;100.0037
8.046000;64.44239;9.076158;19.21522;-0.4160212;-3.160411;100.0116
8.054334;64.48552;9.075959;19.21470;-0.4160356;-3.160902;100.0184
8.062668;64.52930;9.075859;19.21392;-0.4160671;-3.161521;99.96848
8.071000;64.57006;9.076066;19.21366;-0.4160632;-3.161872;99.95422
8.079334;64.60687;9.076205;19.21313;-0.4160786;-3.162363;100.0011
8.087666;64.64830;9.076144;19.21241;-0.4161070;-3.162950;100.0193
8.096000;64.68770;9.075892;19.21141;-0.4161538;-3.163677;100.0186
8.104332;64.72864;9.075720;19.21098;-0.4161631;-3.164117;100.0147
8.112668;64.77366;9.075751;19.21026;-0.4161914;-3.164703;99.99405
8.121000;64.81587;9.075936;19.21007;-0.4161836;-3.165014;100.0152
8.129334;64.85201;9.076012;19.20933;-0.4162129;-3.165606;99.99022
8.137666;64.89705;9.075937;19.20899;-0.4162159;-3.165997;100.0150
8.146000;64.93879;9.075812;19.20855;-0.4162248;-3.166437;99.99793
8.154334;64.98459;9.075618;19.20796;-0.4162444;-3.166954;99.98204
8.162666;65.02524;9.075613;19.20700;-0.4162888;-3.167667;100.0020
8.171000;65.06832;9.075741;19.20628;-0.4163168;-3.168258;99.99757
8.179334;65.11031;9.075888;19.20621;-0.4163000;-3.168510;99.99481
8.187668;65.15663;9.075868;19.20577;-0.4163088;-3.168960;99.96785
8.196000;65.19280;9.075741;19.20504;-0.4163369;-3.169554;100.0208
8.204334;65.23450;9.075519;19.20443;-0.4163578;-3.170090;100.0225
8.212666;65.27314;9.075461;19.20336;-0.4164090;-3.170857;99.99172
8.221000;65.31460;9.075559;19.20293;-0.4164174;-3.171300;99.99976
8.229332;65.35600;9.075668;19.20275;-0.4164089;-3.171609;99.95899
8.237668;65.39236;9.075603;19.20260;-0.4163982;-3.171900;100.0615
8.246000;65.43784;9.075465;19.20232;-0.4163970;-3.172260;99.94936
8.254334;65.48476;9.075374;19.20221;-0.4163836;-3.172530;100.0534
8.262666;65.51870;9.075390;19.20160;-0.4164040;-3.173056;99.94913
8.271000;65.56272;9.075451;19.20097;-0.4164268;-3.173595;100.0202
8.279334;65.60466;9.075464;19.20108;-0.4163993;-3.173754;99.98784
8.287666;65.64458;9.075409;19.20101;-0.4163834;-3.174004;100.0163
8.296000;65.68734;9.075334;19.20122;-0.4163481;-3.174106;99.99152
8.304334;65.73431;9.075348;19.20086;-0.4163516;-3.174506;99.98444
8.312668;65.77078;9.075356;19.20086;-0.4163310;-3.174726;100.0162
8.321000;65.81176;9.075394;19.20010;-0.4163614;-3.175332;100.0030
8.329334;65.85369;9.075274;19.19933;-0.4163929;-3.175948;100.0052
8.337666;65.89566;9.075222;19.19835;-0.4164382;-3.176666;99.98232
8.346000;65.93924;9.075225;19.19774;-0.4164589;-3.177198;100.0546
8.354332;65.97972;9.075174;19.19682;-0.4165003;-3.177892;99.94406
8.362668;66.01879;9.075129;19.19531;-0.4165817;-3.178887;100.0239
8.371000;66.05938;9.075147;19.19404;-0.4166465;-3.179754;99.97772
8.379334;66.10387;9.075094;19.19308;-0.4166904;-3.180463;100.0070
8.387666;66.14578;9.074970;19.19237;-0.4167182;-3.181050;100.0259
8.396000;66.18995;9.074838;19.19116;-0.4167793;-3.181888;99.99055
8.404334;66.23050;9.074753;19.19065;-0.4167926;-3.182368;99.97032
8.412666;66.26994;9.074869;19.18998;-0.4168170;-3.182932;100.0350
8.420999;66.31035;9.074891;19.18943;-0.4168338;-3.183432;100.0191
8.429334;66.35318;9.074797;19.18882;-0.4168539;-3.183960;99.96600
8.437668;66.39400;9.074726;19.18929;-0.4168015;-3.183930;99.99641
8.446000;66.43516;9.074610;19.18971;-0.4167528;-3.183933;100.0050
8.454334;66.47737;9.074580;19.18975;-0.4167292;-3.184130;99.96306
8.462666;66.52190;9.074621;19.19000;-0.4166914;-3.184218;100.0142
8.471000;66.56197;9.074684;19.18951;-0.4167040;-3.184687;100.0593
8.479332;66.60668;9.074766;19.18922;-0.4167030;-3.185055;99.99543
8.487668;66.64525;9.074688;19.18878;-0.4167121;-3.185498;99.96149
8.496001;66.68408;9.074559;19.18878;-0.4166910;-3.185710;100.0398
8.504334;66.72512;9.074379;19.18860;-0.4166828;-3.186021;99.95376
8.512666;66.76491;9.074305;19.18872;-0.4166536;-3.186170;100.0088
8.521000;66.80992;9.074351;19.18820;-0.4166685;-3.186658;100.0220
8.529334;66.85150;9.074395;19.18824;-0.4166445;-3.186850;99.99428
8.537666;66.89012;9.074297;19.18770;-0.4166604;-3.187344;99.99989
8.545999;66.93437;9.074174;19.18695;-0.4166912;-3.187948;100.0102
8.554334;66.97519;9.074012;19.18703;-0.4166650;-3.188120;99.98234
8.562668;67.01782;9.073906;19.18732;-0.4166250;-3.188188;99.94441
8.571000;67.06176;9.073824;19.18755;-0.4165889;-3.188283;100.0559
8.579334;67.10313;9.073824;19.18738;-0.4165792;-3.188586;100.0197
8.587666;67.13913;9.073880;19.18738;-0.4165585;-3.188800;99.95574
8.596000;67.17544;9.073826;19.18725;-0.4165470;-3.189084;100.0268
8.604332;67.21753;9.073750;19.18700;-0.4165434;-3.189424;99.98158
8.612668;67.26347;9.073684;19.18620;-0.4165772;-3.190054;99.99047
8.621001;67.30441;9.073672;19.18530;-0.4166170;-3.190729;100.0331
8.629334;67.34962;9.073660;19.18494;-0.4166212;-3.191136;100.0177
8.637666;67.38868;9.073619;19.18472;-0.4166148;-3.191460;99.96598
8.646000;67.43175;9.073576;19.18379;-0.4166568;-3.192153;99.97845
8.654334;67.47307;9.073644;19.18297;-0.4166915;-3.192791;100.0263
8.662666;67.51406;9.073595;19.18239;-0.4167102;-3.193305;100.0162
8.670999;67.55603;9.073563;19.18178;-0.4167303;-3.193833;99.97868
8.679334;67.59379;9.073516;19.18078;-0.4167769;-3.194564;99.95453
8.687668;67.63794;9.073446;19.17999;-0.4168098;-3.195195;100.0613
8.696000;67.68718;9.073430;19.17961;-0.4168142;-3.195608;99.97756
8.704334;67.72156;9.073391;19.17942;-0.4168063;-3.195928;100.0571
8.712666;67.76437;9.073374;19.17884;-0.4168245;-3.196440;99.96203
8.721000;67.80845;9.073419;19.17802;-0.4168590;-3.197083;100.0322
8.729332;67.84714;9.073429;19.17802;-0.4168378;-3.197294;99.95870
8.737668;67.88694;9.073386;19.17798;-0.4168200;-3.197531;99.99356
8.746001;67.92690;9.073345;19.17781;-0.4168110;-3.197832;99.99725
8.754334;67.96649;9.073296;19.17745;-0.4168150;-3.198235;99.98839
8.762666;68.00750;9.073314;19.17784;-0.4167686;-3.198250;100.0188
8.771000;68.05390;9.073295;19.17799;-0.4167375;-3.198388;100.0018
8.779334;68.09661;9.073275;19.17771;-0.4167360;-3.198746;100.0026
8.787666;68.13609;9.073297;19.17756;-0.4167250;-3.199034;99.97950
8.795999;68.17540;9.073243;19.17722;-0.4167280;-3.199430;99.98782
8.804334;68.21988;9.073168;19.17702;-0.4167208;-3.199741;100.0099
8.812668;68.25886;9.073043;19.17678;-0.4167169;-3.200085;100.0170
8.821000;68.30307;9.073009;19.17630;-0.4167286;-3.200546;100.0198
8.829334;68.34140;9.073066;19.17632;-0.4167062;-3.200748;99.98395
8.837666;68.38286;9.073111;19.17600;-0.4167076;-3.201132;100.0444
8.846000;68.42620;9.073042;19.17507;-0.4167492;-3.201828;99.93731
8.854332;68.47326;9.072899;19.17453;-0.4167644;-3.202323;99.99295
8.862668;68.51145;9.072798;19.17414;-0.4167700;-3.202742;100.0228
8.871001;68.54942;9.072732;19.17425;-0.4167424;-3.202900;100.0264
8.879334;68.59280;9.072702;19.17464;-0.4166957;-3.202916;99.94703
8.887666;68.63824;9.072707;19.17445;-0.4166876;-3.203232;100.0316
8.896000;68.67518;9.072732;19.17382;-0.4167093;-3.203774;100.0010
8.904334;68.71437;9.072672;19.17397;-0.4166784;-3.203909;99.99352
8.912666;68.75416;9.072499;19.17389;-0.4166633;-3.204164;99.97545
8.920999;68.79894;9.072430;19.17422;-0.4166212;-3.204213;100.0147
8.929334;68.83932;9.072494;19.17467;-0.4165704;-3.204196;100.0120
8.937668;68.88400;9.072590;19.17462;-0.4165535;-3.204437;100.0222
8.946000;68.91936;9.072586;19.17456;-0.4165371;-3.204678;99.97762
8.954334;68.96488;9.072466;19.17462;-0.4165128;-3.204863;99.99539
8.962666;69.01119;9.072406;19.17418;-0.4165220;-3.205309;99.99344
8.971000;69.04574;9.072382;19.17316;-0.4165196;-3.205661;100.0164
8.979332;69.08748;9.072413;19.16722;-0.4164877;-3.205784;100.0069
8.987668;69.12520;9.072480;19.16198;-0.4164864;-3.206146;99.98353
8.996001;69.17369;9.072507;19.15585;-0.4165066;-3.206675;100.0084
9.004334;69.21821;9.072406;19.15196;-0.4165310;-3.207241;99.99889
9.012666;69.25915;9.072234;19.15016;-0.4165562;-3.207812;100.0615
9.021000;69.30068;9.072188;19.15030;-0.4165385;-3.208050;99.92884
9.029334;69.33507;9.072242;19.15304;-0.4165230;-3.208307;100.0285
9.037666;69.37410;9.072328;19.15583;-0.4165254;-3.208695;99.97022
9.045999;69.42162;9.072355;19.15894;-0.4165050;-3.208908;100.0311
9.054334;69.46272;9.072247;19.16461;-0.4164833;-3.209112;100.0266
9.062668;69.49884;9.072089;19.17144;-0.4164875;-3.209519;99.95210
9.071000;69.54926;9.072003;19.17518;-0.4165222;-3.210164;100.0281
9.079334;69.59375;9.072051;19.18040;-0.4165387;-3.210669;99.99445
9.087666;69.62962;9.072078;19.18786;-0.4165019;-3.210760;99.99350
9.096000;69.67349;9.072121;19.19342;-0.4164844;-3.210997;99.96776
9.104332;69.71619;9.072063;19.19878;-0.4165022;-3.211508;100.0259
9.112668;69.75576;9.071947;19.20482;-0.4165128;-3.211966;99.98418
9.121001;69.79555;9.071809;19.21084;-0.4165328;-3.212500;100.0046
9.129334;69.83813;9.071736;19.21599;-0.4165648;-3.213122;100.0335
9.137666;69.88142;9.071793;19.22116;-0.4165894;-3.213689;100.0204
9.146000;69.91593;9.071876;19.22847;-0.4165772;-3.213971;99.95832
9.154334;69.96319;9.071906;19.23385;-0.4165241;-3.213934;99.99738
9.162666;70.00264;9.071842;19.24023;-0.4164998;-3.214118;99.98838
9.170999;70.04684;9.071688;19.24505;-0.4165186;-3.214635;100.0047
9.179334;70.08950;9.071551;19.25076;-0.4165055;-3.214909;100.0117
9.187668;70.12615;9.071544;19.25750;-0.4164819;-3.215096;100.0363
9.196000;70.17075;9.071621;19.26288;-0.4164572;-3.215278;99.96012
9.204334;70.21782;9.071738;19.26795;-0.4164338;-3.215475;99.97695
9.212666;70.25582;9.071618;19.27463;-0.4164157;-3.215713;99.98647
9.221000;70.29485;9.071394;19.28131;-0.4163744;-3.215767;100.0086
9.229332;70.33785;9.071301;19.28748;-0.4163215;-3.215735;100.0105
9.237668;70.38090;9.071222;19.29280;-0.4163298;-3.216178;100.0118
9.246001;70.42131;9.071262;19.29867;-0.4163248;-3.216513;100.0183
9.254334;70.45775;9.071406;19.30533;-0.4163126;-3.216792;99.98524
9.262666;70.50348;9.071428;19.31004;-0.4163080;-3.217128;100.0021
9.271000;70.54094;9.071244;19.31610;-0.4163230;-3.217618;100.0091
9.279334;70.58570;9.071105;19.32070;-0.4163417;-3.218135;99.97466
9.287666;70.62485;9.070972;19.32673;-0.4163250;-3.218375;99.95444
9.295999;70.66101;9.071129;19.33324;-0.4163019;-3.218562;100.0434
9.304334;70.70418;9.071304;19.33828;-0.4162900;-3.218836;100.0155
9.312668;70.74568;9.071268;19.34293;-0.4163314;-3.219524;100.0133
9.321000;70.78356;9.071179;19.34888;-0.4163209;-3.219808;99.97859
9.329334;70.82550;9.071018;19.35386;-0.4163160;-3.220130;100.0198
9.337666;70.87174;9.070918;19.35839;-0.4163036;-3.220404;99.99551
9.346000;70.91563;9.070882;19.36362;-0.4162778;-3.220576;99.97296
9.354332;70.95556;9.070926;19.36932;-0.4162740;-3.220920;100.0222
9.362668;70.99660;9.070887;19.37476;-0.4162645;-3.221216;99.98019
9.371001;71.03700;9.070882;19.38000;-0.4162808;-3.221713;100.0378
9.379334;71.07680;9.070785;19.38576;-0.4162695;-3.221998;99.95632
9.387666;71.12247;9.070626;19.38993;-0.4163014;-3.222621;100.0102
9.396000;71.16449;9.070475;19.39511;-0.4163066;-3.223037;100.0157
9.404334;71.20812;9.070338;19.40025;-0.4163062;-3.223414;100.0056
9.412666;71.25210;9.070282;19.40554;-0.4162976;-3.223732;99.95405
9.420999;71.29128;9.070218;19.41123;-0.4163123;-3.224225;100.0410
9.429334;71.33369;9.070219;19.41605;-0.4163366;-3.224789;99.99745
9.437668;71.36616;9.070231;19.42304;-0.4163287;-3.225100;99.98329
9.446000;71.40922;9.070206;19.42815;-0.4163115;-3.225338;100.0187
9.454334;71.45337;9.070194;19.43328;-0.4162832;-3.225493;100.0147
9.462666;71.49714;9.070244;19.43850;-0.4162595;-3.225686;99.97228
9.471000;71.53752;9.070316;19.44468;-0.4162063;-3.225646;99.97219
9.479332;71.58120;9.070324;19.45017;-0.4161602;-3.225665;99.98378
9.487668;71.61969;9.070278;19.45576;-0.4161617;-3.226046;100.0110
9.496001;71.66199;9.070204;19.46059;-0.4161640;-3.226434;100.0068
9.504334;71.70126;9.070253;19.46631;-0.4161453;-3.226660;100.0131
9.512666;71.74336;9.070272;19.47115;-0.4161410;-3.226994;100.0081
9.521000;71.79135;9.070262;19.47575;-0.4160970;-3.227030;99.97851
9.529334;71.83031;9.070184;19.48172;-0.4160879;-3.227340;100.0019
9.537666;71.86514;9.070044;19.48827;-0.4160709;-3.227580;100.0513
9.545999;71.90699;9.069851;19.49307;-0.4160747;-3.227980;99.96312
9.554334;71.95482;9.069881;19.49682;-0.4160791;-3.228387;100.0232
9.562668;71.99426;9.069996;19.50212;-0.4160826;-3.228785;99.98534
9.571000;72.02978;9.069950;19.50861;-0.4160556;-3.228946;99.97144
9.579334;72.07688;9.069768;19.51280;-0.4160312;-3.229129;100.0042
9.587666;72.11824;9.069745;19.51811;-0.4160088;-3.229328;100.0039
9.596000;72.16235;9.069884;19.52305;-0.4159858;-3.229526;100.0373
9.604332;72.20686;9.069855;19.52772;-0.4159692;-3.229772;99.96922
9.612668;72.24524;9.069634;19.53348;-0.4159550;-3.230035;100.0298
9.621001;72.28650;9.069439;19.53859;-0.4159528;-3.230394;99.99194
9.629334;72.32903;9.069429;19.54378;-0.4159329;-3.230618;99.99845
9.637666;72.37121;9.069312;19.54931;-0.4158919;-3.230676;99.97305
9.646000;72.40864;9.069330;19.55516;-0.4158758;-3.230924;99.99405
9.654334;72.45018;9.069376;19.56003;-0.4158840;-3.231364;100.0024
9.662666;72.49128;9.069482;19.56512;-0.4158740;-3.231660;99.99241
9.670999;72.53512;9.069305;19.56953;-0.4158795;-3.232079;99.99844
9.679334;72.57546;9.069055;19.57451;-0.4158814;-3.232466;100.0051
9.687668;72.62066;9.069034;19.57848;-0.4158884;-3.232892;100.0310
9.696000;72.65986;9.069250;19.58432;-0.4158447;-3.232922;99.96766
9.704334;72.70566;9.069288;19.58829;-0.4158472;-3.233318;100.0323
9.712666;72.74507;9.069088;19.59320;-0.4158722;-3.233888;99.99588
9.721000;72.78468;9.068853;19.59800;-0.4158903;-3.234400;99.98069
9.729332;72.82594;9.068666;19.60291;-0.4158884;-3.234760;100.0020
9.737668;72.86968;9.068906;19.60726;-0.4158880;-3.235132;99.99362
9.746001;72.91022;9.069085;19.61259;-0.4158719;-3.235385;100.0152
9.754334;72.94897;9.069061;19.61797;-0.4158594;-3.235659;99.97738
9.762666;72.99368;9.068785;19.62254;-0.4158294;-3.235800;100.0031
9.771000;73.03026;9.068589;19.62824;-0.4158204;-3.236102;100.0154
9.779334;73.07797;9.068663;19.63150;-0.4158333;-3.236574;99.99662
9.787666;73.11688;9.068961;19.63732;-0.4157864;-3.236582;99.98461
9.795999;73.16100;9.069171;19.64211;-0.4157410;-3.236600;100.0457
9.804334;73.20313;9.069138;19.64681;-0.4157316;-3.236902;100.0155
9.812668;73.24312;9.068978;19.65172;-0.4157333;-3.237290;99.94797
9.821000;73.28708;9.068719;19.65625;-0.4157172;-3.237541;100.0034
9.829334;73.32504;9.068691;19.66198;-0.4156821;-3.237640;99.99242
9.837666;73.37120;9.068809;19.66678;-0.4156166;-3.237508;100.0445
9.846000;73.41055;9.068918;19.67211;-0.4155990;-3.237746;99.96168
9.854332;73.45204;9.068855;19.67709;-0.4155792;-3.237970;99.95144
9.862668;73.49114;9.068590;19.68281;-0.4155322;-3.237978;100.0535
9.871001;73.53608;9.068481;19.68691;-0.4155205;-3.238260;100.0466
9.879334;73.58032;9.068535;19.69126;-0.4154994;-3.238470;99.96941
9.887666;73.61869;9.068691;19.69692;-0.4154664;-3.238589;99.99272
9.896000;73.65779;9.068731;19.70242;-0.4154343;-3.238713;100.0228
9.904334;73.70224;9.068558;19.70696;-0.4153846;-3.238696;99.95584
9.912666;73.74340;9.068309;19.71158;-0.4153855;-3.239078;100.0153
9.920999;73.78497;9.068257;19.71546;-0.4154210;-3.239728;99.99278
9.929334;73.82162;9.068449;19.72113;-0.4153948;-3.239894;100.0305
9.937668;73.86270;9.068562;19.72601;-0.4153598;-3.239989;99.97531
9.946000;73.90753;9.068559;19.72970;-0.4153645;-3.240399;99.99025
9.954334;73.94741;9.068338;19.73444;-0.4153596;-3.240732;100.0215
9.962666;73.99348;9.068106;19.73780;-0.4153624;-3.241124;100.0250
9.971000;74.02919;9.067999;19.74300;-0.4153754;-3.241594;99.95978
9.979332;74.07341;9.068016;19.74688;-0.4153682;-3.241909;100.0257
9.987668;74.11845;9.068206;19.75037;-0.4153814;-3.242386;99.98041
9.996001;74.15864;9.068299;19.75490;-0.4153845;-3.242783;100.0558
10.00433;74.20116;9.068168;19.75930;-0.4153664;-3.243014;99.96074
10.01267;74.23957;9.067897;19.76453;-0.4153496;-3.243258;99.98209
10.02100;74.28515;9.067762;19.76825;-0.4153477;-3.243622;99.98282
10.02933;74.32550;9.067735;19.77304;-0.4153340;-3.243889;100.0020
10.03767;74.37019;9.067850;19.77681;-0.4153365;-3.244287;100.0475
10.04600;74.40774;9.067945;19.78236;-0.4153084;-3.244443;99.97970
10.05433;74.44780;9.067944;19.78738;-0.4152782;-3.244582;99.95074
10.06267;74.48956;9.067831;19.79192;-0.4152545;-3.244770;100.0497
10.07100;74.52809;9.067334;19.79713;-0.4152200;-3.244871;100.0017
10.07933;74.56890;9.066984;19.80154;-0.4152008;-3.245087;99.99106
10.08767;74.61428;9.067244;19.80522;-0.4151817;-3.245310;100.0189
10.09600;74.65394;9.067549;19.81006;-0.4151556;-3.245476;100.0108
10.10433;74.69918;9.067701;19.81398;-0.4151207;-3.245575;99.97344
10.11267;74.74062;9.067559;19.81824;-0.4151116;-3.245875;99.95181
10.12100;74.78610;9.067126;19.82209;-0.4150816;-3.246014;100.0510
10.12933;74.82385;9.067024;19.82715;-0.4150680;-3.246281;99.99648
10.13767;74.86746;9.067150;19.83133;-0.4150372;-3.246412;99.98849
10.14600;74.91114;9.067461;19.83584;-0.4149924;-3.246440;99.97534
10.15433;74.95112;9.067908;19.84144;-0.4149234;-3.246280;100.0300
10.16267;74.99590;9.067859;19.84644;-0.4148387;-3.245999;99.96125
10.17100;75.03505;9.067297;19.85216;-0.4147720;-3.245858;100.0308
10.17933;75.07630;9.067038;19.85692;-0.4147362;-3.245954;100.0074
10.18767;75.11813;9.067062;19.86140;-0.4147087;-3.246115;100.0387
10.19600;75.15371;9.067376;19.86724;-0.4146703;-3.246189;99.97941
10.20433;75.19981;9.067592;19.87040;-0.4146590;-3.246469;99.98397
10.21267;75.23549;9.067290;19.87537;-0.4146636;-3.246875;100.0020
10.22100;75.28206;9.066964;19.87834;-0.4146631;-3.247241;99.99751
10.22933;75.31822;9.066699;19.88302;-0.4146759;-3.247710;99.97047
10.23767;75.36055;9.066688;19.88601;-0.4147213;-3.248432;100.0324
10.24600;75.40376;9.066931;19.88908;-0.4147442;-3.248976;99.99078
10.25433;75.44994;9.066995;19.89136;-0.4147861;-3.249672;99.99199
10.26267;75.48756;9.066780;19.89558;-0.4148186;-3.250299;100.0266
10.27100;75.52616;9.066530;19.89998;-0.4148147;-3.250636;99.98805
10.27933;75.57452;9.066336;19.90295;-0.4147821;-3.250750;99.99195
10.28767;75.61094;9.066439;19.90874;-0.4147188;-3.250627;99.98439
10.29600;75.65000;9.066644;19.91350;-0.4146887;-3.250762;100.0021
10.30433;75.70041;9.066666;19.91589;-0.4146717;-3.251002;100.0052
10.31267;75.73865;9.066540;19.92070;-0.4146600;-3.251286;100.0348
10.32100;75.78047;9.066351;19.92507;-0.4146272;-3.251406;99.99082
10.32933;75.82095;9.066309;19.92938;-0.4146172;-3.251704;99.98561
10.33767;75.86382;9.066422;19.93341;-0.4145844;-3.251818;99.99059
10.34600;75.90108;9.066482;19.93850;-0.4145447;-3.251876;100.0035
10.35433;75.94656;9.066458;19.94192;-0.4145235;-3.252084;100.0181
10.36267;75.98852;9.066347;19.94518;-0.4145564;-3.252710;100.0018
10.37100;76.03120;9.066231;19.94789;-0.4146187;-3.253562;99.99491
10.37933;76.07509;9.066231;19.95177;-0.4145969;-3.253760;99.99982
10.38767;76.12381;9.066282;19.95461;-0.4145861;-3.254041;100.0116
10.39600;76.16012;9.066274;19.96004;-0.4145500;-3.254115;99.98500
10.40433;76.19995;9.066199;19.96490;-0.4145060;-3.254125;100.0329
10.41267;76.24421;9.066094;19.96848;-0.4144886;-3.254338;99.95108
10.42100;76.28794;9.065988;19.97236;-0.4144688;-3.254534;100.0165
10.42933;76.32935;9.065992;19.97642;-0.4144711;-3.254901;100.0377
10.43767;76.37000;9.066039;19.98022;-0.4144994;-3.255472;99.99481
10.44600;76.40761;9.066012;19.98526;-0.4144695;-3.255580;99.99978
10.45433;76.45149;9.065929;19.98942;-0.4144162;-3.255505;99.96278
10.46267;76.49421;9.065863;19.99336;-0.4143912;-3.255651;100.0001
10.47100;76.53381;9.065849;19.99783;-0.4143587;-3.255732;100.0193
10.47933;76.56884;9.065899;20.00260;-0.4143570;-3.256052;100.0109
10.48767;76.61080;9.065859;20.00554;-0.4143881;-3.256630;99.97719
10.49600;76.65732;9.065789;20.00816;-0.4143906;-3.256987;99.96984
10.50434;76.69569;9.065778;20.01232;-0.4143828;-3.257260;100.0426
10.51266;76.74065;9.065781;20.01522;-0.4143762;-3.257543;100.0142
10.52100;76.78284;9.065734;20.01910;-0.4143389;-3.257584;100.0158
10.52934;76.82362;9.065704;20.02335;-0.4143046;-3.257654;99.97484
10.53766;76.86181;9.065634;20.02751;-0.4143067;-3.258008;100.0082
10.54600;76.90761;9.065551;20.03008;-0.4143096;-3.258365;100.0220
10.55434;76.95187;9.065519;20.03296;-0.4143200;-3.258786;99.95330
10.56267;76.99201;9.065514;20.03734;-0.4142959;-3.258940;100.0126
