t; T; m; Hf; dT; uV; Purge
6.66667E-4;32.93651;5.496618;-17.58648;-2.387413;-14.13998;99.92246
.004333333;33.01209;5.496550;-17.49073;-2.372759;-14.06885;100.0888
0.01266666;33.07597;5.496093;-17.48692;-2.372202;-14.06606;99.92406
0.02100000;33.14158;5.495068;-17.48103;-2.371322;-14.06170;100.0451
0.02933333;33.20668;5.495374;-17.47282;-2.370094;-14.05563;100.0039
0.03766667;33.25793;5.495830;-17.46231;-2.368530;-14.04786;100.0301
0.04600000;33.33187;5.495500;-17.44942;-2.366612;-14.03835;99.97972
0.05433334;33.40055;5.495325;-17.43446;-2.364368;-14.02727;99.98934
0.06266666;33.46700;5.495092;-17.41730;-2.361788;-14.01457;100.0072
0.07100000;33.52689;5.495066;-17.39805;-2.358890;-14.00032;99.95530
0.07933334;33.58028;5.494941;-17.37654;-2.355662;-13.98440;100.0586
0.08766666;33.65338;5.494970;-17.35434;-2.352312;-13.96794;99.97056
0.09600000;33.71022;5.495092;-17.33216;-2.348968;-13.95151;100.0078
0.1043333;33.76794;5.495260;-17.31028;-2.345672;-13.93529;100.0454
0.1126666;33.82954;5.495340;-17.28867;-2.342415;-13.91928;99.95262
0.1210000;33.88918;5.495276;-17.26729;-2.339180;-13.90341;100.0073
0.1293333;33.94578;5.495078;-17.24617;-2.335986;-13.88774;100.0190
0.1376667;34.01021;5.494866;-17.22456;-2.332749;-13.87175;99.91447
0.1460000;34.06990;5.494770;-17.20296;-2.329519;-13.85576;100.0723
0.1543334;34.12906;5.494806;-17.18154;-2.326314;-13.83990;100.0223
0.1626666;34.18556;5.494946;-17.16041;-2.323146;-13.82425;99.89204
0.1710000;34.24380;5.495014;-17.13901;-2.319953;-13.80842;100.0477
0.1793333;34.30343;5.494992;-17.11822;-2.316840;-13.79302;100.0190
0.1876666;34.36020;5.494859;-17.09740;-2.313723;-13.77759;100.0344
0.1960000;34.41678;5.494680;-17.07644;-2.310596;-13.76208;99.88369
0.2043333;34.47315;5.494576;-17.05552;-2.307478;-13.74660;100.0725
0.2126666;34.52660;5.494615;-17.03450;-2.304356;-13.73105;100.0035
0.2210000;34.58612;5.494776;-17.01408;-2.301308;-13.71592;99.96900
0.2293333;34.63716;5.494952;-16.99383;-2.298289;-13.70093;100.0752
0.2376666;34.69197;5.495035;-16.97333;-2.295251;-13.68578;99.94749
0.2460000;34.74660;5.494970;-16.95261;-2.292189;-13.67046;99.97339
0.2543334;34.80352;5.494843;-16.93190;-2.289132;-13.65516;100.0266
0.2626667;34.85562;5.494732;-16.91142;-2.286110;-13.64003;100.0109
0.2710000;34.90616;5.494722;-16.89074;-2.283074;-13.62477;100.0091
0.2793333;34.96250;5.494824;-16.87026;-2.280064;-13.60964;100.0078
0.2876667;35.01341;5.494937;-16.84981;-2.277062;-13.59455;99.93544
0.2960000;35.07035;5.495034;-16.82974;-2.274105;-13.57972;100.0217
0.3043333;35.11932;5.495031;-16.80960;-2.271148;-13.56484;100.0621
0.3126666;35.17417;5.494922;-16.78959;-2.268209;-13.55006;99.91816
0.3210000;35.23154;5.494807;-16.76976;-2.265292;-13.53542;99.97503
0.3293334;35.27950;5.494780;-16.75015;-2.262402;-13.52092;100.0529
0.3376666;35.33345;5.494871;-16.73079;-2.259548;-13.50660;100.0466
0.3460000;35.37718;5.495005;-16.71140;-2.256702;-13.49228;100.0052
0.3543334;35.42370;5.495100;-16.69196;-2.253850;-13.47792;99.94644
0.3626666;35.46900;5.495136;-16.67285;-2.251053;-13.46381;99.92350
0.3710000;35.52572;5.495095;-16.65412;-2.248300;-13.44996;100.0849
0.3793334;35.57550;5.494986;-16.63510;-2.245516;-13.43592;99.98892
0.3876666;35.61470;5.494900;-16.61614;-2.242749;-13.42192;99.99848
0.3960000;35.67172;5.494880;-16.59729;-2.240002;-13.40802;99.98488
0.4043333;35.73157;5.494952;-16.57851;-2.237260;-13.39415;100.0095
0.4126667;35.77636;5.495006;-16.56000;-2.234550;-13.38048;99.98405
0.4210000;35.82335;5.495005;-16.54141;-2.231842;-13.36676;100.0220
0.4293333;35.86402;5.494952;-16.52306;-2.229162;-13.35320;99.96703
0.4376666;35.90845;5.494874;-16.50494;-2.226518;-13.33983;99.94809
0.4460000;35.95250;5.494789;-16.48625;-2.223805;-13.32604;100.0544
0.4543334;35.99726;5.494782;-16.46737;-2.221086;-13.31214;99.99660
0.4626666;36.05292;5.494836;-16.44876;-2.218395;-13.29842;100.0673
0.4710000;36.09270;5.494866;-16.43040;-2.215732;-13.28488;99.92228
0.4793334;36.13215;5.494961;-16.41196;-2.213074;-13.27130;100.0312
0.4876666;36.18382;5.494961;-16.39370;-2.210448;-13.25786;100.0360
0.4960000;36.22925;5.494907;-16.37575;-2.207864;-13.24464;99.99741
0.5043333;36.27275;5.494849;-16.35783;-2.205286;-13.23144;99.99620
0.5126667;36.32078;5.494793;-16.33994;-2.202709;-13.21826;99.98369
0.5210000;36.36559;5.494792;-16.32198;-2.200120;-13.20503;99.99822
0.5293334;36.40554;5.494828;-16.30435;-2.197578;-13.19203;100.0149
0.5376668;36.45450;5.494787;-16.28722;-2.195085;-13.17938;99.98174
0.5460000;36.49262;5.494672;-16.26985;-2.192582;-13.16658;99.99944
0.5543332;36.53262;5.494550;-16.25248;-2.190087;-13.15378;100.0437
0.5626668;36.58426;5.494318;-16.23534;-2.187610;-13.14114;99.98012
0.5710000;36.62070;5.494129;-16.21789;-2.185100;-13.12828;99.99068
0.5793332;36.66416;5.493954;-16.20026;-2.182585;-13.11531;100.0522
0.5876668;36.70203;5.493782;-16.18294;-2.180111;-13.10256;99.96289
0.5960000;36.74325;5.493652;-16.16575;-2.177666;-13.08991;99.94889
0.6043334;36.79245;5.493525;-16.14904;-2.175281;-13.07760;99.97976
0.6126668;36.83206;5.493381;-16.13234;-2.172896;-13.06529;100.0618
0.6210000;36.87269;5.493266;-16.11575;-2.170539;-13.05307;99.98078
0.6293332;36.91145;5.493159;-16.09945;-2.168218;-13.04105;100.0605
0.6376668;36.95337;5.493086;-16.08330;-2.165920;-13.02914;99.89328
0.6460000;36.99980;5.493081;-16.06664;-2.163566;-13.01687;100.0016
0.6543334;37.03570;5.493087;-16.05066;-2.161302;-13.00509;100.0750
0.6626668;37.06872;5.493136;-16.03474;-2.159048;-12.99335;100.0349
0.6710000;37.11234;5.493213;-16.01889;-2.156807;-12.98168;99.91241
0.6793334;37.15306;5.493241;-16.00280;-2.154533;-12.96981;100.0335
0.6876666;37.19776;5.493210;-15.98623;-2.152210;-12.95763;100.0298
0.6960000;37.23657;5.493183;-15.97020;-2.149950;-12.94582;99.98094
0.7043334;37.27104;5.493158;-15.95391;-2.147662;-12.93383;100.0007
0.7126668;37.30717;5.493181;-15.93767;-2.145387;-12.92189;99.99256
0.7210000;37.33219;5.493232;-15.92143;-2.143123;-12.90995;100.0635
0.7293334;37.38125;5.493299;-15.90570;-2.140928;-12.89839;99.92449
0.7376666;37.42334;5.493342;-15.88992;-2.138717;-12.88679;100.0176
0.7460000;37.46557;5.493350;-15.87439;-2.136532;-12.87535;100.0355
0.7543334;37.50015;5.493304;-15.85880;-2.134340;-12.86387;99.99111
0.7626666;37.53390;5.493287;-15.84301;-2.132132;-12.85225;99.90984
0.7710000;37.57347;5.493303;-15.82767;-2.129984;-12.84096;100.0422
0.7793334;37.60545;5.493312;-15.81213;-2.127820;-12.82955;100.0838
0.7876668;37.64232;5.493350;-15.79662;-2.125659;-12.81815;99.93384
0.7960000;37.66906;5.493408;-15.78135;-2.123534;-12.80693;100.0179
0.8043334;37.70990;5.493434;-15.76600;-2.121393;-12.79564;99.97306
0.8126668;37.74500;5.493408;-15.75046;-2.119231;-12.78422;99.98538
0.8210000;37.78196;5.493380;-15.73505;-2.117096;-12.77291;100.0483
0.8293334;37.81788;5.493362;-15.71999;-2.115006;-12.76185;99.97656
0.8376668;37.86212;5.493369;-15.70483;-2.112902;-12.75072;100.0117
0.8460000;37.89065;5.493374;-15.69016;-2.110855;-12.73993;100.0629
0.8543334;37.92742;5.493401;-15.67552;-2.108814;-12.72916;99.89576
0.8626668;37.95234;5.493440;-15.66132;-2.106832;-12.71872;100.0692
0.8710000;37.98980;5.493445;-15.64725;-2.104870;-12.70836;99.93101
0.8793334;38.02404;5.493443;-15.63296;-2.102874;-12.69785;100.0603
0.8876666;38.04716;5.493429;-15.61916;-2.100944;-12.68769;100.0232
0.8960000;38.08525;5.493422;-15.60556;-2.099041;-12.67767;99.91949
0.9043334;38.12024;5.493426;-15.59160;-2.097101;-12.66741;100.1000
0.9126668;38.15032;5.493460;-15.57735;-2.095129;-12.65695;99.90068
0.9210000;38.18620;5.493512;-15.56311;-2.093165;-12.64650;100.0506
0.9293334;38.21237;5.493555;-15.54892;-2.091213;-12.63610;99.98280
0.9376668;38.24367;5.493564;-15.53473;-2.089266;-12.62570;100.0108
0.9460000;38.27986;5.493557;-15.52042;-2.087298;-12.61520;99.96660
0.9543334;38.32034;5.493550;-15.50620;-2.085336;-12.60476;100.0402
0.9626668;38.34405;5.493506;-15.49236;-2.083424;-12.59460;99.92519
0.9710000;38.37721;5.493526;-15.47842;-2.081500;-12.58437;100.0875
0.9793334;38.40766;5.493551;-15.46478;-2.079612;-12.57435;99.96525
0.9876668;38.44150;5.493591;-15.45151;-2.077770;-12.56460;100.0214
0.9960000;38.47484;5.493618;-15.43812;-2.075911;-12.55474;99.98194
1.004333;38.50405;5.493606;-15.42483;-2.074072;-12.54498;100.0545
1.012667;38.52805;5.493576;-15.41170;-2.072252;-12.53533;99.98048
1.021000;38.56094;5.493590;-15.39848;-2.070421;-12.52561;99.97439
1.029333;38.59146;5.493586;-15.38514;-2.068581;-12.51581;99.94679
1.037667;38.62074;5.493614;-15.37167;-2.066735;-12.50594;100.0645
1.046000;38.65389;5.493682;-15.35809;-2.064874;-12.49598;99.94458
1.054334;38.68384;5.493704;-15.34464;-2.063025;-12.48612;100.0607
1.062667;38.71218;5.493734;-15.33132;-2.061197;-12.47634;99.96192
1.071000;38.73710;5.493739;-15.31784;-2.059357;-12.46647;100.0188
1.079334;38.76681;5.493712;-15.30457;-2.057545;-12.45675;99.97313
1.087666;38.80254;5.493678;-15.29169;-2.055776;-12.44730;99.99664
1.096000;38.83152;5.493695;-15.27869;-2.053989;-12.43776;100.0024
1.104334;38.85330;5.493695;-15.26572;-2.052212;-12.42825;100.0126
1.112667;38.88809;5.493711;-15.25270;-2.050429;-12.41870;100.0091
1.121000;38.90930;5.493745;-15.23994;-2.048678;-12.40934;99.95038
1.129334;38.94160;5.493744;-15.22773;-2.046998;-12.40037;100.0259
1.137667;38.96179;5.493757;-15.21535;-2.045303;-12.39129;100.0208
1.146000;38.97859;5.493710;-15.20294;-2.043616;-12.38221;100.0044
1.154334;39.01528;5.493680;-15.19072;-2.041948;-12.37326;99.99008
1.162667;39.04032;5.493652;-15.17858;-2.040286;-12.36435;99.97599
1.171000;39.06704;5.493713;-15.16678;-2.038673;-12.35570;100.0104
1.179334;39.10010;5.493766;-15.15451;-2.037006;-12.34672;100.0016
1.187667;39.12691;5.493780;-15.14278;-2.035396;-12.33810;100.0125
1.196000;39.15955;5.493794;-15.13120;-2.033804;-12.32960;99.97168
1.204334;39.18347;5.493756;-15.11982;-2.032235;-12.32124;100.0316
1.212666;39.20795;5.493714;-15.10802;-2.030623;-12.31258;99.99098
1.221000;39.23093;5.493664;-15.09628;-2.029016;-12.30397;99.97481
1.229334;39.25506;5.493735;-15.08439;-2.027390;-12.29525;100.0704
1.237667;39.28034;5.493810;-15.07255;-2.025772;-12.28657;99.94982
1.246000;39.30784;5.493909;-15.06084;-2.024174;-12.27798;99.99722
1.254334;39.33337;5.493916;-15.04881;-2.022536;-12.26916;100.0423
1.262667;39.34958;5.493918;-15.03711;-2.020948;-12.26060;99.97382
1.271000;39.37290;5.493897;-15.02545;-2.019374;-12.25207;99.98428
1.279334;39.40442;5.493871;-15.01388;-2.017810;-12.24361;99.97822
1.287666;39.42568;5.493887;-15.00224;-2.016241;-12.23510;99.98681
1.296000;39.45150;5.493940;-14.99044;-2.014652;-12.22647;100.0333
1.304334;39.47364;5.494028;-14.97880;-2.013088;-12.21797;99.98231
1.312666;39.49985;5.494034;-14.96742;-2.011546;-12.20964;100.0219
1.321000;39.52428;5.494016;-14.95598;-2.010001;-12.20128;100.0394
1.329334;39.54792;5.493951;-14.94436;-2.008435;-12.19278;100.0037
1.337666;39.56584;5.493952;-14.93307;-2.006916;-12.18453;99.96264
1.346000;39.59280;5.493921;-14.92187;-2.005405;-12.17634;100.0538
1.354334;39.60975;5.493926;-14.91076;-2.003902;-12.16820;99.96042
1.362666;39.63350;5.493989;-14.89981;-2.002426;-12.16020;99.96006
1.371000;39.65845;5.494016;-14.88863;-2.000925;-12.15203;100.0575
1.379334;39.67755;5.494033;-14.87786;-1.999472;-12.14415;99.90694
1.387666;39.70454;5.494028;-14.86676;-1.997980;-12.13604;100.0183
1.396000;39.72426;5.493970;-14.85587;-1.996517;-12.12808;100.0218
1.404334;39.74363;5.493940;-14.84538;-1.995103;-12.12041;100.0432
1.412666;39.76006;5.493943;-14.83518;-1.993730;-12.11295;100.0164
1.421000;39.78702;5.493959;-14.82475;-1.992328;-12.10533;99.97419
1.429334;39.81300;5.494020;-14.81452;-1.990947;-12.09784;99.97043
1.437666;39.83150;5.494065;-14.80405;-1.989537;-12.09019;99.98414
1.446000;39.84762;5.494066;-14.79330;-1.988098;-12.08234;100.0382
1.454334;39.87030;5.494050;-14.78278;-1.986692;-12.07466;100.0362
1.462666;39.89039;5.494030;-14.77259;-1.985324;-12.06721;99.94786
1.471000;39.91208;5.493989;-14.76256;-1.983976;-12.05988;99.94100
1.479334;39.93425;5.494046;-14.75239;-1.982613;-12.05245;100.1118
1.487666;39.95137;5.494070;-14.74235;-1.981265;-12.04511;99.96100
1.496000;39.96733;5.494136;-14.73212;-1.979898;-12.03764;100.0250
1.504334;39.98519;5.494148;-14.72182;-1.978526;-12.03013;99.98709
1.512666;40.00742;5.494132;-14.71135;-1.977141;-12.02250;99.95344
1.521000;40.03792;5.494124;-14.70124;-1.975794;-12.01513;100.0497
1.529334;40.05264;5.494084;-14.69149;-1.974481;-12.00799;99.99659
1.537666;40.07256;5.494068;-14.68163;-1.973162;-12.00080;99.94618
1.546000;40.09296;5.494063;-14.67172;-1.971837;-11.99356;100.0633
1.554334;40.10719;5.494079;-14.66190;-1.970524;-11.98638;99.97441
1.562666;40.13236;5.494088;-14.65214;-1.969221;-11.97926;99.99172
1.571000;40.14865;5.494104;-14.64240;-1.967922;-11.97215;100.0134
1.579334;40.17756;5.494072;-14.63249;-1.966595;-11.96491;100.0142
1.587666;40.18038;5.494054;-14.62276;-1.965292;-11.95780;100.0216
1.596000;40.20466;5.494024;-14.61364;-1.964062;-11.95112;100.0494
1.604334;40.22676;5.494000;-14.60421;-1.962804;-11.94424;99.90278
1.612666;40.24258;5.494034;-14.59494;-1.961568;-11.93747;100.0007
1.621000;40.26609;5.494108;-14.58588;-1.960349;-11.93084;99.99134
1.629334;40.28468;5.494140;-14.57673;-1.959121;-11.92415;99.97726
1.637666;40.29690;5.494182;-14.56788;-1.957932;-11.91767;100.0343
1.646000;40.31003;5.494186;-14.55904;-1.956749;-11.91122;99.96116
1.654334;40.33069;5.494194;-14.54954;-1.955494;-11.90430;100.0412
1.662666;40.35232;5.494236;-14.54055;-1.954297;-11.89773;100.0212
1.671000;40.36814;5.494254;-14.53168;-1.953113;-11.89126;99.94076
1.679334;40.38456;5.494278;-14.52264;-1.951909;-11.88466;100.0131
1.687666;40.39876;5.494300;-14.51354;-1.950703;-11.87802;100.0154
1.696000;40.42097;5.494328;-14.50418;-1.949466;-11.87120;100.0354
1.704334;40.43780;5.494319;-14.49528;-1.948286;-11.86471;99.95616
1.712666;40.45642;5.494311;-14.48601;-1.947064;-11.85797;100.0373
1.721000;40.47024;5.494293;-14.47660;-1.945829;-11.85112;100.0149
1.729334;40.48372;5.494301;-14.46768;-1.944644;-11.84461;99.98672
1.737666;40.50036;5.494282;-14.45928;-1.943525;-11.83848;99.95094
1.746000;40.51761;5.494238;-14.45066;-1.942384;-11.83220;99.99224
1.754334;40.53881;5.494266;-14.44199;-1.941234;-11.82588;100.0060
1.762666;40.55393;5.494292;-14.43343;-1.940097;-11.81963;99.96899
1.771000;40.56752;5.494347;-14.42502;-1.938977;-11.81349;100.0527
1.779334;40.57844;5.494332;-14.41681;-1.937889;-11.80750;100.0229
1.787666;40.59500;5.494300;-14.40820;-1.936758;-11.80124;99.95578
1.796000;40.61665;5.494318;-14.40006;-1.935682;-11.79530;100.0311
1.804334;40.63686;5.494346;-14.39229;-1.934639;-11.78962;99.94981
1.812666;40.64894;5.494358;-14.38378;-1.933515;-11.78342;100.0696
1.821000;40.66624;5.494404;-14.37524;-1.932384;-11.77719;99.94469
1.829334;40.67606;5.494434;-14.36690;-1.931279;-11.77110;100.0407
1.837666;40.69152;5.494424;-14.35858;-1.930184;-11.76505;99.95516
1.846000;40.71186;5.494428;-14.35037;-1.929102;-11.75907;99.99859
1.854334;40.71985;5.494412;-14.34250;-1.928060;-11.75333;100.0624
1.862666;40.72898;5.494397;-14.33469;-1.927028;-11.74764;99.99442
1.871000;40.75160;5.494445;-14.32684;-1.925988;-11.74191;100.0060
1.879334;40.76810;5.494450;-14.31892;-1.924939;-11.73614;99.96774
1.887666;40.77695;5.494434;-14.31046;-1.923836;-11.72999;100.0777
1.896000;40.79231;5.494452;-14.30241;-1.922786;-11.72414;99.93368
1.904334;40.80504;5.494451;-14.29456;-1.921760;-11.71844;100.0204
1.912666;40.82128;5.494479;-14.28693;-1.920756;-11.71288;99.98316
1.921000;40.83840;5.494498;-14.27937;-1.919756;-11.70737;100.0445
1.929334;40.86030;5.494492;-14.27175;-1.918750;-11.70182;99.93141
1.937666;40.87106;5.494514;-14.26391;-1.917716;-11.69610;99.97163
1.946000;40.88691;5.494549;-14.25621;-1.916691;-11.69048;100.0416
1.954334;40.89988;5.494553;-14.24847;-1.915668;-11.68484;99.98756
1.962666;40.90714;5.494561;-14.24059;-1.914636;-11.67910;100.0559
1.971000;40.92150;5.494546;-14.23332;-1.913676;-11.67380;99.94425
1.979334;40.93648;5.494497;-14.22604;-1.912711;-11.66849;100.0045
1.987666;40.94881;5.494434;-14.21858;-1.911727;-11.66306;100.0027
1.996000;40.96313;5.494400;-14.21092;-1.910721;-11.65748;99.98268
2.004334;40.97048;5.494380;-14.20352;-1.909750;-11.65209;100.0756
2.012666;40.98062;5.494338;-14.19607;-1.908783;-11.64668;99.94985
2.021000;40.99542;5.494340;-14.18865;-1.907823;-11.64130;100.0222
2.029334;41.00444;5.494335;-14.18108;-1.906844;-11.63581;99.99820
2.037666;41.01770;5.494349;-14.17359;-1.905880;-11.63039;99.96994
2.046000;41.02922;5.494306;-14.16631;-1.904938;-11.62511;99.99906
2.054334;41.04070;5.494257;-14.15955;-1.904054;-11.62019;99.99493
2.062666;41.05298;5.494270;-14.15291;-1.903187;-11.61537;99.96495
2.071000;41.06476;5.494332;-14.14633;-1.902330;-11.61059;100.0200
2.079333;41.07745;5.494379;-14.13991;-1.901490;-11.60592;100.0794
2.087666;41.08764;5.494412;-14.13328;-1.900627;-11.60110;99.94371
2.096000;41.10587;5.494502;-14.12668;-1.899762;-11.59629;100.0558
2.104334;41.11063;5.494488;-14.12010;-1.898900;-11.59151;99.96924
2.112666;41.12838;5.494440;-14.11365;-1.898056;-11.58682;99.99275
2.121000;41.14420;5.494421;-14.10789;-1.897284;-11.58260;99.98868
2.129333;41.15196;5.494468;-14.10210;-1.896509;-11.57836;99.98593
2.137666;41.15787;5.494566;-14.09557;-1.895654;-11.57361;100.0146
2.146000;41.16916;5.494590;-14.08905;-1.894806;-11.56888;100.0267
2.154333;41.18539;5.494613;-14.08262;-1.893961;-11.56419;99.97218
2.162666;41.18772;5.494609;-14.07593;-1.893092;-11.55933;100.0178
2.171000;41.20982;5.494600;-14.06972;-1.892277;-11.55480;99.99055
2.179334;41.21734;5.494556;-14.06346;-1.891456;-11.55025;100.0172
2.187666;41.22529;5.494544;-14.05748;-1.890671;-11.54590;99.99928
2.196000;41.22980;5.494606;-14.05154;-1.889896;-11.54158;100.0162
2.204333;41.24358;5.494602;-14.04478;-1.889030;-11.53668;100.0468
2.212666;41.25900;5.494618;-14.03854;-1.888224;-11.53216;99.93516
2.221000;41.26785;5.494600;-14.03268;-1.887456;-11.52789;100.0304
2.229334;41.27900;5.494610;-14.02683;-1.886688;-11.52364;99.95472
2.237666;41.29004;5.494601;-14.02096;-1.885919;-11.51936;99.98231
2.246000;41.29652;5.494608;-14.01549;-1.885200;-11.51538;99.99942
2.254333;41.31002;5.494570;-14.00952;-1.884424;-11.51103;100.0449
2.262666;41.32224;5.494564;-14.00369;-1.883664;-11.50680;99.94269
2.271000;41.33518;5.494546;-13.99800;-1.882918;-11.50265;100.0744
2.279333;41.34464;5.494559;-13.99244;-1.882181;-11.49860;99.96856
2.287666;41.35254;5.494574;-13.98677;-1.881433;-11.49446;99.95285
2.296000;41.37021;5.494576;-13.98061;-1.880629;-11.48998;99.98853
2.304334;41.38438;5.494594;-13.97446;-1.879825;-11.48550;100.1059
2.312666;41.39208;5.494566;-13.96846;-1.879034;-11.48112;99.96204
2.321000;41.39688;5.494526;-13.96256;-1.878265;-11.47684;100.0151
2.329333;41.40355;5.494504;-13.95689;-1.877521;-11.47270;100.0017
2.337666;41.42380;5.494508;-13.95099;-1.876746;-11.46841;99.96630
2.346000;41.43127;5.494518;-13.94502;-1.875966;-11.46406;100.0339
2.354334;41.44721;5.494550;-13.93887;-1.875162;-11.45959;99.99732
2.362666;41.46120;5.494518;-13.93260;-1.874345;-11.45503;99.87144
2.371000;41.47535;5.494510;-13.92693;-1.873590;-11.45088;100.0956
2.379333;41.48213;5.494494;-13.92164;-1.872882;-11.44701;100.0255
2.387666;41.49184;5.494450;-13.91635;-1.872181;-11.44314;99.95956
2.396000;41.51508;5.494446;-13.91094;-1.871460;-11.43918;100.0050
2.404333;41.52552;5.494463;-13.90549;-1.870725;-11.43518;100.0752
2.412666;41.53972;5.494452;-13.89978;-1.869955;-11.43099;99.87618
2.421000;41.55526;5.494481;-13.89465;-1.869253;-11.42721;100.0597
2.429334;41.56732;5.494490;-13.89008;-1.868613;-11.42381;100.0306
2.437666;41.58347;5.494462;-13.88558;-1.867980;-11.42047;99.95734
2.446000;41.58876;5.494458;-13.88117;-1.867362;-11.41720;100.0224
2.454333;41.59954;5.494404;-13.87644;-1.866712;-11.41371;99.98070
2.462666;41.61138;5.494348;-13.87142;-1.866028;-11.41001;100.0244
2.471000;41.63477;5.494340;-13.86635;-1.865327;-11.40626;99.94709
2.479334;41.64817;5.494336;-13.86170;-1.864678;-11.40281;100.1020
2.487666;41.66132;5.494299;-13.85735;-1.864064;-11.39957;99.97941
2.496000;41.67390;5.494274;-13.85285;-1.863431;-11.39624;99.93195
2.504333;41.68566;5.494222;-13.84892;-1.862869;-11.39330;100.0490
2.512666;41.70750;5.494146;-13.84441;-1.862236;-11.38994;99.95780
2.521000;41.71667;5.494086;-13.83989;-1.861601;-11.38659;100.0050
2.529333;41.72461;5.494033;-13.83524;-1.860952;-11.38314;100.0052
2.537666;41.73994;5.494021;-13.83109;-1.860359;-11.38004;100.0052
2.546000;41.76137;5.494026;-13.82706;-1.859772;-11.37702;100.0777
2.554334;41.77806;5.494015;-13.82324;-1.859210;-11.37414;99.91241
2.562666;41.79088;5.493979;-13.81919;-1.858626;-11.37110;100.0210
2.571000;41.80906;5.493945;-13.81542;-1.858070;-11.36826;99.97816
2.579333;41.82618;5.493914;-13.81203;-1.857554;-11.36569;100.0593
2.587666;41.82891;5.493871;-13.80836;-1.857009;-11.36291;99.93189
2.596000;41.85111;5.493843;-13.80480;-1.856479;-11.36022;100.0466
2.604334;41.86612;5.493871;-13.80151;-1.855977;-11.35771;99.99028
2.612666;41.88479;5.493911;-13.79811;-1.855457;-11.35512;99.95847
2.621000;41.90088;5.493946;-13.79473;-1.854935;-11.35254;100.0137
2.629333;41.91560;5.493928;-13.79209;-1.854498;-11.35047;99.96799
2.637666;41.93780;5.493899;-13.78954;-1.854075;-11.34848;100.0415
2.646000;41.95200;5.493879;-13.78634;-1.853571;-11.34602;100.0226
2.654333;41.97470;5.493867;-13.78325;-1.853081;-11.34363;99.99952
2.662666;41.99000;5.493855;-13.78039;-1.852613;-11.34141;99.99626
2.671000;42.00600;5.493856;-13.77732;-1.852117;-11.33903;99.96375
2.679334;42.02810;5.493894;-13.77447;-1.851640;-11.33678;100.0275
2.687666;42.04660;5.493906;-13.77148;-1.851148;-11.33445;100.0396
2.696000;42.07156;5.493870;-13.76864;-1.850669;-11.33222;99.92254
2.704333;42.09731;5.493797;-13.76593;-1.850196;-11.33006;100.0038
2.712666;42.11536;5.493798;-13.76287;-1.849679;-11.32765;100.0201
2.721000;42.13794;5.493800;-13.76001;-1.849182;-11.32538;99.93696
2.729334;42.15617;5.493806;-13.75844;-1.848834;-11.32401;100.1042
2.737666;42.17980;5.493816;-13.75646;-1.848435;-11.32236;99.98331
2.746000;42.19970;5.493824;-13.75391;-1.847971;-11.32029;100.0070
2.754333;42.21762;5.493816;-13.75178;-1.847551;-11.31853;99.96268
2.762666;42.23910;5.493780;-13.74951;-1.847114;-11.31666;99.96391
2.771000;42.26308;5.493743;-13.74710;-1.846658;-11.31468;100.0413
2.779333;42.28264;5.493706;-13.74512;-1.846253;-11.31302;99.97632
2.787666;42.29890;5.493709;-13.74350;-1.845896;-11.31161;100.0380
2.796000;42.32458;5.493690;-13.74230;-1.845587;-11.31050;99.97874
2.804334;42.34516;5.493644;-13.74069;-1.845231;-11.30910;99.98819
2.812666;42.36668;5.493615;-13.73868;-1.844824;-11.30742;100.0209
2.821000;42.38950;5.493585;-13.73677;-1.844432;-11.30580;99.99944
2.829333;42.41185;5.493560;-13.73517;-1.844073;-11.30441;99.95759
2.837666;42.44052;5.493522;-13.73349;-1.843697;-11.30294;100.0961
2.846000;42.46346;5.493512;-13.73228;-1.843373;-11.30180;99.90929
2.854334;42.48516;5.493485;-13.73116;-1.843060;-11.30073;100.0634
2.862666;42.50617;5.493515;-13.73008;-1.842750;-11.29968;99.97824
2.871000;42.51780;5.493508;-13.72858;-1.842396;-11.29834;99.95562
2.879333;42.53837;5.493489;-13.72711;-1.842048;-11.29703;100.0686
2.887666;42.56537;5.493484;-13.72598;-1.841738;-11.29595;99.98712
2.896000;42.59128;5.493466;-13.72516;-1.841459;-11.29509;99.99087
2.904333;42.61083;5.493450;-13.72397;-1.841138;-11.29397;99.97103
2.912666;42.65428;5.493418;-13.72314;-1.840848;-11.29308;100.0166
2.921000;42.68310;5.493416;-13.72258;-1.840584;-11.29238;100.0243
2.929334;42.70434;5.493374;-13.72180;-1.840295;-11.29152;99.97076
2.937666;42.73129;5.493334;-13.72115;-1.840018;-11.29075;99.94166
2.946000;42.75702;5.493242;-13.72084;-1.839776;-11.29021;100.0618
2.954333;42.77780;5.493250;-13.72015;-1.839485;-11.28940;99.97571
2.962666;42.80752;5.493253;-13.71921;-1.839156;-11.28839;100.0105
2.971000;42.83516;5.493279;-13.71834;-1.838833;-11.28743;100.0265
2.979334;42.85312;5.493274;-13.71741;-1.838508;-11.28644;99.98582
2.987666;42.88670;5.493259;-13.71714;-1.838255;-11.28590;100.0070
2.996000;42.92412;5.493270;-13.71626;-1.837928;-11.28493;100.0002
3.004333;42.94426;5.493274;-13.71520;-1.837587;-11.28384;99.96258
3.012666;42.98040;5.493278;-13.71462;-1.837298;-11.28309;100.0413
3.021000;43.00562;5.493274;-13.71426;-1.837029;-11.28248;100.0063
