"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Room Temperature","Ampoule A Temperature","Ampoule B Temperature","Time markers","Comments"
4313.17606854439,84.9999997907693,NaN,NaN,NaN,NaN,24.0894230186973,85.0003664170848,84.9996219795875,"Signal correct",""
4313.5713865757,84.9999997907456,8.57652971763731E-05,0.000251061737028169,0.00857652971763731,0.0251061737028169,24.0899823157321,85.0003666896331,84.999622041814,"",""
4336.39242386818,84.9999997469529,8.63586635938924E-05,0.00222185649180008,0.00863586635938924,0.222185649180008,24.106423044188,85.0003824233756,84.9996256340421,"",""
4359.21346116066,84.9999997051198,8.69520300114117E-05,0.004192651246572,0.00869520300114117,0.4192651246572,24.120850441713,85.0003980478525,84.99962913788,"",""
4382.03449845314,84.9999998415045,8.75479168299398E-05,0.00619058505100064,0.00875479168299398,0.619058505100064,24.1232179944406,85.0004074738675,84.9996276274819,"",""
4404.85553574562,84.9999999773182,8.81438038243213E-05,0.00818852074897618,0.00881438038243213,0.818852074897618,24.1240528130625,85.000416791693,84.9996260267977,"",""
4427.6765730381,85.0000000608752,8.8742321755234E-05,0.0102137111619439,0.0088742321755234,1.02137111619439,24.1559639038982,85.0004199721076,84.9996193043274,"",""
4450.49761033058,85.0000001443536,8.93408400533039E-05,0.0122389053784112,0.00893408400533039,1.22389053784112,24.1918259157916,85.0004233386878,84.9996127810936,"",""
4473.31864762306,85.0000002205906,8.99459685027654E-05,0.0142915633027854,0.00899459685027654,1.42915633027854,24.2067143945413,85.0004372661581,84.9996175602307,"",""
4496.13968491554,85.0000002952102,9.05510983359621E-05,0.0163442269762718,0.00905510983359621,1.63442269762718,24.218935490885,85.0004513077878,84.9996224643104,"",""
4518.96072220802,85.0000002199138,9.11600923507297E-05,0.0184245914742246,0.00911600923507297,1.84245914742246,24.2386077704948,85.0004718255041,84.999634456197,"",""
4541.7817595005,85.0000001446056,9.176908744413E-05,0.0205049637044787,0.009176908744413,2.05049637044787,24.2592279952119,85.0004921316995,84.9996462455094,"",""
4564.60279679298,85.0000000681826,9.23853207222927E-05,0.0226132881961783,0.00923853207222926,2.26132881961783,24.2476332417124,85.0005004386333,84.9996465430962,"",""
4587.42383408546,84.9999999927127,9.30015565261992E-05,0.0247216224417396,0.00930015565261992,2.47216224417396,24.231938713785,85.0005086216288,84.999646722927,"",""
4610.24487137794,85.0000000067209,9.36141149189337E-05,0.0268579882500623,0.00936141149189337,2.68579882500623,24.2227297045598,85.0005097737879,84.9996402226328,"",""
