T, k=0.100000 A0=0.500000 C0=0.100000, 0, 0
0.0, 0.050000, 0.500000, 0.100000
0.1, 0.051975, 0.495000, 0.105000
0.2, 0.053975, 0.489803, 0.110198
0.3, 0.055995, 0.484405, 0.115595
0.4, 0.058029, 0.478806, 0.121194
0.5, 0.060070, 0.473003, 0.126997
0.6, 0.062112, 0.466996, 0.133004
0.7, 0.064148, 0.460784, 0.139216
0.8, 0.066170, 0.454370, 0.145630
0.9, 0.068169, 0.447753, 0.152247
1.0, 0.070137, 0.440936, 0.159064
1.1, 0.072065, 0.433922, 0.166078
1.2, 0.073943, 0.426715, 0.173285
1.3, 0.075762, 0.419321, 0.180679
1.4, 0.077513, 0.411745, 0.188255
1.5, 0.079185, 0.403994, 0.196006
1.6, 0.080770, 0.396075, 0.203925
1.7, 0.082256, 0.387998, 0.212002
1.8, 0.083636, 0.379772, 0.220228
1.9, 0.084901, 0.371409, 0.228591
2.0, 0.086041, 0.362919, 0.237081
2.1, 0.087050, 0.354315, 0.245685
2.2, 0.087920, 0.345610, 0.254390
2.3, 0.088644, 0.336818, 0.263182
2.4, 0.089219, 0.327953, 0.272047
2.5, 0.089638, 0.319031, 0.280969
2.6, 0.089899, 0.310068, 0.289932
2.7, 0.089999, 0.301078, 0.298922
2.8, 0.089937, 0.292078, 0.307922
2.9, 0.089714, 0.283084, 0.316916
3.0, 0.089330, 0.274113, 0.325887
3.1, 0.088788, 0.265180, 0.334820
3.2, 0.088090, 0.256301, 0.343699
3.3, 0.087243, 0.247492, 0.352508
3.4, 0.086251, 0.238768, 0.361232
3.5, 0.085120, 0.230143, 0.369857
3.6, 0.083858, 0.221631, 0.378369
3.7, 0.082474, 0.213245, 0.386755
3.8, 0.080975, 0.204997, 0.395003
3.9, 0.079370, 0.196900, 0.403100
4.0, 0.077671, 0.188963, 0.411037
4.1, 0.075886, 0.181196, 0.418804
4.2, 0.074025, 0.173607, 0.426393
4.3, 0.072099, 0.166205, 0.433795
4.4, 0.070118, 0.158995, 0.441005
4.5, 0.068091, 0.151983, 0.448017
4.6, 0.066029, 0.145174, 0.454826
4.7, 0.063941, 0.138571, 0.461429
4.8, 0.061835, 0.132177, 0.467823
4.9, 0.059722, 0.125994, 0.474006
5.0, 0.057608, 0.120021, 0.479979
5.1, 0.055501, 0.114261, 0.485739
5.2, 0.053408, 0.108710, 0.491290
5.3, 0.051337, 0.103370, 0.496630
5.4, 0.049291, 0.098236, 0.501764
5.5, 0.047278, 0.093307, 0.506693
5.6, 0.045301, 0.088579, 0.511421
5.7, 0.043365, 0.084049, 0.515951
5.8, 0.041473, 0.079712, 0.520288
5.9, 0.039629, 0.075565, 0.524435
6.0, 0.037834, 0.071602, 0.528398
6.1, 0.036092, 0.067819, 0.532181
6.2, 0.034403, 0.064210, 0.535790
6.3, 0.032769, 0.060769, 0.539231
6.4, 0.031190, 0.057492, 0.542508
6.5, 0.029668, 0.054373, 0.545627
6.6, 0.028201, 0.051407, 0.548593
6.7, 0.026791, 0.048587, 0.551413
6.8, 0.025437, 0.045907, 0.554093
6.9, 0.024138, 0.043364, 0.556636
7.0, 0.022893, 0.040950, 0.559050
7.1, 0.021702, 0.038661, 0.561339
7.2, 0.020563, 0.036490, 0.563510
7.3, 0.019475, 0.034434, 0.565566
7.4, 0.018437, 0.032487, 0.567513
7.5, 0.017447, 0.030643, 0.569357
7.6, 0.016504, 0.028898, 0.571102
7.7, 0.015606, 0.027248, 0.572752
7.8, 0.014753, 0.025687, 0.574313
7.9, 0.013941, 0.024212, 0.575788
8.0, 0.013170, 0.022818, 0.577182
8.1, 0.012438, 0.021501, 0.578499
8.2, 0.011744, 0.020257, 0.579743
8.3, 0.011085, 0.019083, 0.580917
8.4, 0.010461, 0.017974, 0.582026
8.5, 0.009870, 0.016928, 0.583072
8.6, 0.009310, 0.015941, 0.584059
8.7, 0.008781, 0.015010, 0.584990
8.8, 0.008279, 0.014132, 0.585868
